row_index,local_cluster_uid,cluster_canonical_name,mention_text,mention_key,matched_anchor,matched_anchor_key,matched_anchor_n_mentions,match_score,match_method
26100,chunk_023::cluster_002,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
26107,chunk_023::cluster_002,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26117,chunk_023::cluster_002,Viviane,the Queen,queen,queen,queen,581,1.0,exact
26122,chunk_023::cluster_002,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26125,chunk_023::cluster_002,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26133,chunk_023::cluster_002,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26137,chunk_023::cluster_002,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
26139,chunk_023::cluster_002,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26150,chunk_023::cluster_002,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26152,chunk_023::cluster_002,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
26161,chunk_023::cluster_002,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26165,chunk_023::cluster_002,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26177,chunk_023::cluster_005,Uther,her man,her man,her woman,her woman,24,0.875,fuzzy
26179,chunk_023::cluster_005,Uther,the King,king,a king,king,297,1.0,exact
26180,chunk_023::cluster_005,Uther,the King,king,a king,king,297,1.0,exact
26181,chunk_023::cluster_005,Uther,Morgause looked on Uther,morgause looked on uther,Morgause,morgause,4546,0.25,token_subset
26189,chunk_023::cluster_005,Uther,Uther's court,uther court,the court,court,226,0.5,token_subset
26190,chunk_023::cluster_005,Uther,a man who had been traitor to his High King,man who had been traitor to his high king,a High King,high king,62,0.2222222222222222,token_subset
26191,chunk_023::cluster_005,Uther,his High King,his high king,a High King,high king,62,0.6666666666666666,token_subset
26197,chunk_023::cluster_005,Uther,Uther Pendragon,uther pendragon,Pendragon,pendragon,57,0.5,token_subset
26203,chunk_023::cluster_005,Uther,Uther's court,uther court,the court,court,226,0.5,token_subset
26204,chunk_023::cluster_005,Uther,the King,king,a king,king,297,1.0,exact
26214,chunk_023::cluster_005,Uther,High King,high king,a High King,high king,62,1.0,exact
26216,chunk_023::cluster_005,Uther,Uther's court,uther court,the court,court,226,0.5,token_subset
26219,chunk_023::cluster_005,Uther,The King,king,a king,king,297,1.0,exact
26229,chunk_023::cluster_008,my mother,Mother,mother,your mother,your mother,74,0.5,token_subset
26230,chunk_023::cluster_008,my mother,Mother,mother,your mother,your mother,74,0.5,token_subset
26233,chunk_023::cluster_008,my mother,his mother,his mother,his mother,his mother,31,1.0,exact
26234,chunk_023::cluster_008,my mother,his mother,his mother,his mother,his mother,31,1.0,exact
26235,chunk_023::cluster_008,my mother,Mother,mother,your mother,your mother,74,0.5,token_subset
26238,chunk_023::cluster_008,my mother,Mother,mother,your mother,your mother,74,0.5,token_subset
26244,chunk_023::cluster_008,my mother,Mother,mother,your mother,your mother,74,0.5,token_subset
26247,chunk_023::cluster_008,my mother,your mother,your mother,your mother,your mother,74,1.0,exact
26249,chunk_023::cluster_008,my mother,Mother,mother,your mother,your mother,74,0.5,token_subset
26250,chunk_023::cluster_008,my mother,Your mother,your mother,your mother,your mother,74,1.0,exact
26286,chunk_023::cluster_034,Lot,Lot of Orkney,lot of orkney,Orkney,orkney,42,0.3333333333333333,token_subset
26321,chunk_023::cluster_052,Avalon,the Lake,lake,the Lake,lake,207,1.0,exact
26322,chunk_023::cluster_052,Avalon,the great lake,great lake,the Lake,lake,207,0.5,token_subset
26323,chunk_023::cluster_052,Avalon,the land of Avalon,land of avalon,land,land,221,0.3333333333333333,token_subset
26324,chunk_023::cluster_052,Avalon,the Lake,lake,the Lake,lake,207,1.0,exact
26327,chunk_023::cluster_052,Avalon,there,there,there,there,339,1.0,exact
26328,chunk_023::cluster_052,Avalon,the dwelling place of the Druids where once the Temple of the Sun had risen,dwelling place of the druids where once the temple of the sun had risen,the Druids,druids,186,0.09090909090909091,token_subset
26329,chunk_023::cluster_052,Avalon,the Holy Isle,holy isle,the Holy Isle,holy isle,48,1.0,exact
26330,chunk_023::cluster_052,Avalon,the Isle,isle,the Holy Isle,holy isle,48,0.5,token_subset
26332,chunk_023::cluster_052,Avalon,the Lake,lake,the Lake,lake,207,1.0,exact
26333,chunk_023::cluster_052,Avalon,the hidden land,hidden land,land,land,221,0.5,token_subset
26336,chunk_023::cluster_052,Avalon,her world,her world,the world,world,404,0.5,token_subset
26337,chunk_023::cluster_052,Avalon,the Lake,lake,the Lake,lake,207,1.0,exact
26338,chunk_023::cluster_052,Avalon,the Holy Isle,holy isle,the Holy Isle,holy isle,48,1.0,exact
26339,chunk_023::cluster_052,Avalon,the island,island,Dragon Island,dragon island,51,0.5,token_subset
26359,chunk_023::cluster_067,a priestess,a priestess,priestess,the priests,priests,483,0.875,fuzzy
26403,chunk_023::cluster_091,priestess,priestess,priestess,the priests,priests,483,0.875,fuzzy
26425,chunk_023::cluster_111,there,the monastery which the Christian monks called Glass Town,monastery which the christian monks called glass town,a Christian,christian,112,0.125,token_subset
26427,chunk_023::cluster_111,there,the church they had built there,church they had built there,The church,church,223,0.2,token_subset
26431,chunk_023::cluster_111,there,a monastery to their God,monastery to their god,their God,their god,24,0.5,token_subset
26439,chunk_023::cluster_111,there,here,here,here,here,581,1.0,exact
26441,chunk_023::cluster_111,there,here,here,here,here,581,1.0,exact
26458,chunk_023::cluster_121,priests,priests,priests,priestess,priestess,248,0.875,fuzzy
26462,chunk_023::cluster_125,their Christ,Jesus,jesus,Jesus,jesus,41,1.0,exact
26471,chunk_023::cluster_126,the Druids,the Romans,romans,The Romans,romans,79,1.0,exact
26481,chunk_023::cluster_126,the Druids,The Romans,romans,The Romans,romans,79,1.0,exact
26531,chunk_023::cluster_159,their,the dwellers who had built their houses there at the edge of the Lake in time long past,dwellers who had built their houses there at the edge of the lake in time long past,there,there,339,0.0625,token_subset
26533,chunk_023::cluster_160,their houses,their houses,their houses,their homes,their homes,53,0.8695652173913043,fuzzy
26581,chunk_023::cluster_198,her men,her men,her men,her women,her women,63,0.875,fuzzy
26592,chunk_023::cluster_207,the priest,a veteran of Uther's service,veteran of uther service,Uther,uther,3004,0.25,token_subset
26601,chunk_023::cluster_207,the priest,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
26610,chunk_023::cluster_207,the priest,Father,father,the father,father,44,1.0,exact
26654,chunk_024::cluster_003,Avalon,there,there,there,there,339,1.0,exact
26656,chunk_024::cluster_003,Avalon,the Holy Isle,holy isle,the Holy Isle,holy isle,48,1.0,exact
26657,chunk_024::cluster_003,Avalon,the island,island,Dragon Island,dragon island,51,0.5,token_subset
26661,chunk_024::cluster_003,Avalon,the Holy Isle,holy isle,the Holy Isle,holy isle,48,1.0,exact
26663,chunk_024::cluster_003,Avalon,the Holy Isle,holy isle,the Holy Isle,holy isle,48,1.0,exact
26692,chunk_024::cluster_013,Viviane,the Lady,lady,the Lady,lady,374,1.0,exact
26697,chunk_024::cluster_013,Viviane,the Lady,lady,the Lady,lady,374,1.0,exact
26703,chunk_024::cluster_013,Viviane,the Lady,lady,the Lady,lady,374,1.0,exact
26758,chunk_024::cluster_013,Viviane,the Queen's sister,queen sister,queen,queen,581,0.5,token_subset
26760,chunk_024::cluster_013,Viviane,the Lady of Avalon,lady of avalon,the Lady of Avalon,lady of avalon,57,1.0,exact
26768,chunk_024::cluster_013,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
26779,chunk_024::cluster_013,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
26783,chunk_024::cluster_013,Viviane,the Lady of Avalon,lady of avalon,the Lady of Avalon,lady of avalon,57,1.0,exact
26787,chunk_024::cluster_013,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
26790,chunk_024::cluster_013,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
26799,chunk_024::cluster_013,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
26818,chunk_024::cluster_013,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
26832,chunk_024::cluster_013,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
26881,chunk_024::cluster_013,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
26897,chunk_024::cluster_013,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
26911,chunk_024::cluster_013,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
26912,chunk_024::cluster_013,Viviane,Lady Viviane,lady viviane,the Lady,lady,374,0.5,token_subset
26917,chunk_024::cluster_013,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
26922,chunk_024::cluster_013,Viviane,Igraine,igraine,Igraine,igraine,9704,1.0,exact
26925,chunk_024::cluster_013,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
27022,chunk_024::cluster_028,their,the dwellers who had built their houses there at the edge of the Lake in time long past,dwellers who had built their houses there at the edge of the lake in time long past,there,there,339,0.0625,token_subset
27026,chunk_024::cluster_030,their houses,their houses,their houses,their homes,their homes,53,0.8695652173913043,fuzzy
27064,chunk_024::cluster_045,Uther,Uther's court,uther court,the court,court,226,0.5,token_subset
27065,chunk_024::cluster_045,Uther,the King,king,a king,king,297,1.0,exact
27075,chunk_024::cluster_045,Uther,High King,high king,a High King,high king,62,1.0,exact
27077,chunk_024::cluster_045,Uther,Uther's court,uther court,the court,court,226,0.5,token_subset
27080,chunk_024::cluster_045,Uther,The King,king,a king,king,297,1.0,exact
27083,chunk_024::cluster_045,Uther,his father,his father,his father,his father,60,1.0,exact
27095,chunk_024::cluster_045,Uther,her husband,her husband,a husband,husband,27,0.5,token_subset
27098,chunk_024::cluster_045,Uther,the King,king,a king,king,297,1.0,exact
27099,chunk_024::cluster_045,Uther,his father,his father,his father,his father,60,1.0,exact
27105,chunk_024::cluster_045,Uther,his court,his court,this court,this court,86,0.9473684210526315,fuzzy
27111,chunk_024::cluster_045,Uther,High King,high king,a High King,high king,62,1.0,exact
27113,chunk_024::cluster_045,Uther,Uther's court,uther court,the court,court,226,0.5,token_subset
27114,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27117,chunk_024::cluster_046,Morgaine,Morgause,morgause,Morgause,morgause,4546,1.0,exact
27119,chunk_024::cluster_046,Morgaine,the Queen,queen,queen,queen,581,1.0,exact
27120,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27121,chunk_024::cluster_046,Morgaine,the Queen,queen,queen,queen,581,1.0,exact
27123,chunk_024::cluster_046,Morgaine,the Queen,queen,queen,queen,581,1.0,exact
27124,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27125,chunk_024::cluster_046,Morgaine,the lady Morgaine,lady morgaine,the Lady,lady,374,0.5,token_subset
27126,chunk_024::cluster_046,Morgaine,the Queen,queen,queen,queen,581,1.0,exact
27127,chunk_024::cluster_046,Morgaine,the Queen,queen,queen,queen,581,1.0,exact
27128,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27130,chunk_024::cluster_046,Morgaine,the Queen,queen,queen,queen,581,1.0,exact
27134,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27136,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27140,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27143,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27144,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27145,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27149,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27150,chunk_024::cluster_046,Morgaine,Isotta,isotta,Isotta,isotta,82,1.0,exact
27152,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27159,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27166,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27180,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27181,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27182,chunk_024::cluster_046,Morgaine,Igraine's daughter,igraine daughter,Igraine,igraine,9704,0.5,token_subset
27191,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27193,chunk_024::cluster_046,Morgaine,your mother,your mother,your mother,your mother,74,1.0,exact
27197,chunk_024::cluster_046,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
27202,chunk_024::cluster_046,Morgaine,Mother,mother,the Mother,mother,95,1.0,exact
27203,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27208,chunk_024::cluster_046,Morgaine,her mother,her mother,her mother,her mother,38,1.0,exact
27218,chunk_024::cluster_046,Morgaine,Queen,queen,queen,queen,581,1.0,exact
27239,chunk_024::cluster_046,Morgaine,Isotta,isotta,Isotta,isotta,82,1.0,exact
27260,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27265,chunk_024::cluster_046,Morgaine,your own mother,your own mother,your mother,your mother,74,0.6666666666666666,token_subset
27321,chunk_024::cluster_046,Morgaine,my mother,my mother,my mother,my mother,195,1.0,exact
27322,chunk_024::cluster_046,Morgaine,Mother,mother,the Mother,mother,95,1.0,exact
27324,chunk_024::cluster_046,Morgaine,Morgause,morgause,Morgause,morgause,4546,1.0,exact
27336,chunk_024::cluster_046,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27337,chunk_024::cluster_046,Morgaine,Morgause,morgause,Morgause,morgause,4546,1.0,exact
27339,chunk_024::cluster_046,Morgaine,Morgause,morgause,Morgause,morgause,4546,1.0,exact
27340,chunk_024::cluster_046,Morgaine,Morgause,morgause,Morgause,morgause,4546,1.0,exact
27341,chunk_024::cluster_046,Morgaine,the Queen,queen,queen,queen,581,1.0,exact
27342,chunk_024::cluster_046,Morgaine,Morgause,morgause,Morgause,morgause,4546,1.0,exact
27344,chunk_024::cluster_046,Morgaine,Morgause,morgause,Morgause,morgause,4546,1.0,exact
27346,chunk_024::cluster_046,Morgaine,his own mother,his own mother,his mother,his mother,31,0.6666666666666666,token_subset
27348,chunk_024::cluster_047,the child,her second son,her second son,her son,her son,61,0.6666666666666666,token_subset
27351,chunk_024::cluster_047,the child,The young prince Gwydion,young prince gwydion,Gwydion,gwydion,3123,0.3333333333333333,token_subset
27356,chunk_024::cluster_047,the child,Uther's son,uther son,her son,her son,61,0.875,fuzzy
27393,chunk_024::cluster_047,the child,his only son,his only son,his son,his son,34,0.6666666666666666,token_subset
27398,chunk_024::cluster_047,the child,my brother,my brother,my brother,my brother,181,1.0,exact
27406,chunk_024::cluster_047,the child,My brother,my brother,my brother,my brother,181,1.0,exact
27414,chunk_024::cluster_047,the child,Gwydion,gwydion,Gwydion,gwydion,3123,1.0,exact
27415,chunk_024::cluster_047,the child,my brother,my brother,my brother,my brother,181,1.0,exact
27419,chunk_024::cluster_047,the child,his son,his son,his son,his son,34,1.0,exact
27420,chunk_024::cluster_047,the child,your brother,your brother,your brother,your brother,116,1.0,exact
27439,chunk_024::cluster_047,the child,my brother,my brother,my brother,my brother,181,1.0,exact
27440,chunk_024::cluster_047,the child,Uther's son,uther son,her son,her son,61,0.875,fuzzy
27441,chunk_024::cluster_047,the child,your own mother's son,your own mother son,your mother,your mother,74,0.5,token_subset
27444,chunk_024::cluster_047,the child,your brother,your brother,your brother,your brother,116,1.0,exact
27445,chunk_024::cluster_047,the child,your brother,your brother,your brother,your brother,116,1.0,exact
27479,chunk_024::cluster_074,her men,her men,her men,her women,her women,63,0.875,fuzzy
27494,chunk_024::cluster_084,the priest,a veteran of Uther's service,veteran of uther service,Uther,uther,3004,0.25,token_subset
27504,chunk_024::cluster_084,the priest,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
27513,chunk_024::cluster_084,the priest,Father,father,the father,father,44,1.0,exact
27541,chunk_024::cluster_109,your women,the women,women,her women,her women,63,0.5,token_subset
27571,chunk_024::cluster_133,a priestess,a priestess,priestess,the priests,priests,483,0.875,fuzzy
27615,chunk_024::cluster_172,her children,her children are with her ... there are four of them,her children are with her there are four of them,there,there,339,0.125,token_subset
27621,chunk_024::cluster_177,another,another,another,any other,any other,24,0.875,fuzzy
27628,chunk_024::cluster_178,Lot,Lot of Orkney,lot of orkney,Orkney,orkney,42,0.3333333333333333,token_subset
27635,chunk_024::cluster_180,Orkney,the little Kingdom of Orkney,little kingdom of orkney,a kingdom,kingdom,53,0.25,token_subset
27640,chunk_024::cluster_183,two sons,The brothers,brothers,brothers,brothers,30,1.0,exact
27642,chunk_024::cluster_183,two sons,Lot's sons,lot sons,Lot,lot,711,0.5,token_subset
27651,chunk_024::cluster_192,she,a faithful nurse who was his own mother's faithful waiting-woman,faithful nurse who was his own mother faithful waiting woman,his mother,his mother,31,0.2222222222222222,token_subset
27696,chunk_025::cluster_000,Uther,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
27701,chunk_025::cluster_000,Uther,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
27709,chunk_025::cluster_000,Uther,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
27778,chunk_025::cluster_000,Uther,Fool,fool,a fool,fool,31,1.0,exact
27799,chunk_025::cluster_000,Uther,Pendragon,pendragon,Pendragon,pendragon,57,1.0,exact
27838,chunk_025::cluster_000,Uther,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
27842,chunk_025::cluster_000,Uther,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
27984,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27987,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27993,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27996,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
27999,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28001,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28003,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28006,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28013,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28015,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28016,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28017,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28018,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28019,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28020,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28037,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28043,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28044,chunk_025::cluster_002,Morgaine,Igraine's child,igraine child,Igraine,igraine,9704,0.5,token_subset
28054,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28061,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28062,chunk_025::cluster_002,Morgaine,Igraine's children,igraine children,Igraine,igraine,9704,0.5,token_subset
28064,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28070,chunk_025::cluster_002,Morgaine,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28086,chunk_025::cluster_002,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
28098,chunk_025::cluster_003,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
28112,chunk_025::cluster_003,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
28113,chunk_025::cluster_003,Viviane,Lady Viviane,lady viviane,the Lady,lady,374,0.5,token_subset
28118,chunk_025::cluster_003,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
28125,chunk_025::cluster_003,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
28214,chunk_025::cluster_003,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
28234,chunk_025::cluster_003,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
28240,chunk_025::cluster_003,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
28273,chunk_025::cluster_003,Viviane,Lady,lady,the Lady,lady,374,1.0,exact
28283,chunk_025::cluster_003,Viviane,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
28328,chunk_025::cluster_004,a priestess,a priestess,priestess,the priests,priests,483,0.875,fuzzy
28339,chunk_025::cluster_012,your brother,his son,his son,his son,his son,34,1.0,exact
28340,chunk_025::cluster_012,your brother,your brother,your brother,your mother,your mother,74,0.8695652173913043,fuzzy
28359,chunk_025::cluster_012,your brother,my brother,my brother,my brother,my brother,181,1.0,exact
28360,chunk_025::cluster_012,your brother,Uther's son,uther son,her son,her son,61,0.875,fuzzy
28361,chunk_025::cluster_012,your brother,your own mother's son,your own mother son,your mother,your mother,74,0.5,token_subset
28364,chunk_025::cluster_012,your brother,your brother,your brother,your mother,your mother,74,0.8695652173913043,fuzzy
28365,chunk_025::cluster_012,your brother,your brother,your brother,your mother,your mother,74,0.8695652173913043,fuzzy
28371,chunk_025::cluster_012,your brother,her son,her son,her son,her son,61,1.0,exact
28376,chunk_025::cluster_012,your brother,the child,child,a child,child,312,1.0,exact
28378,chunk_025::cluster_012,your brother,her son,her son,her son,her son,61,1.0,exact
28388,chunk_025::cluster_012,your brother,your son,your son,your son,your son,48,1.0,exact
28393,chunk_025::cluster_012,your brother,your child,your child,your child,your child,35,1.0,exact
28396,chunk_025::cluster_012,your brother,the child,child,a child,child,312,1.0,exact
28402,chunk_025::cluster_012,your brother,her son,her son,her son,her son,61,1.0,exact
28408,chunk_025::cluster_012,your brother,my son,my son,my son,my son,48,1.0,exact
28416,chunk_025::cluster_012,your brother,Gwydion,gwydion,Gwydion,gwydion,3123,1.0,exact
28426,chunk_025::cluster_012,your brother,your son,your son,your son,your son,48,1.0,exact
28432,chunk_025::cluster_012,your brother,My son,my son,my son,my son,48,1.0,exact
28435,chunk_025::cluster_012,your brother,Igraine's son,igraine son,Igraine,igraine,9704,0.5,token_subset
28437,chunk_025::cluster_012,your brother,my son,my son,my son,my son,48,1.0,exact
28443,chunk_025::cluster_012,your brother,the child,child,a child,child,312,1.0,exact
28445,chunk_025::cluster_012,your brother,the predestined king,predestined king,a king,king,297,0.5,token_subset
28446,chunk_025::cluster_012,your brother,her daughter,her daughter,a daughter,daughter,35,0.5,token_subset
28460,chunk_025::cluster_020,Morgause,Isotta,isotta,Isotta,isotta,82,1.0,exact
28466,chunk_025::cluster_020,Morgause,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28467,chunk_025::cluster_020,Morgause,Igraine,igraine,Igraine,igraine,9704,1.0,exact
28468,chunk_025::cluster_020,Morgause,your own mother,your own mother,your mother,your mother,74,0.6666666666666666,token_subset
28469,chunk_025::cluster_020,Morgause,my mother,my mother,my mother,my mother,195,1.0,exact
28470,chunk_025::cluster_020,Morgause,Mother,mother,the Mother,mother,95,1.0,exact
28483,chunk_025::cluster_020,Morgause,his own mother,his own mother,his mother,his mother,31,0.6666666666666666,token_subset
28485,chunk_025::cluster_020,Morgause,my mother,my mother,my mother,my mother,195,1.0,exact
28487,chunk_025::cluster_020,Morgause,our mother,our mother,our Mother,our mother,36,1.0,exact
28518,chunk_025::cluster_040,Avalon,Britain,britain,Britain,britain,381,1.0,exact
28519,chunk_025::cluster_040,Avalon,this kingdom,this kingdom,a kingdom,kingdom,53,0.5,token_subset
28520,chunk_025::cluster_040,Avalon,the kingdom,kingdom,a kingdom,kingdom,53,1.0,exact
28521,chunk_025::cluster_040,Avalon,Cornwall,cornwall,Cornwall,cornwall,243,1.0,exact
28522,chunk_025::cluster_040,Avalon,Cornwall,cornwall,Cornwall,cornwall,243,1.0,exact
28524,chunk_025::cluster_040,Avalon,there,there,there,there,339,1.0,exact
28526,chunk_025::cluster_040,Avalon,Britain,britain,Britain,britain,381,1.0,exact
28530,chunk_025::cluster_040,Avalon,Cornwall,cornwall,Cornwall,cornwall,243,1.0,exact
28531,chunk_025::cluster_040,Avalon,this kingdom,this kingdom,a kingdom,kingdom,53,0.5,token_subset
28532,chunk_025::cluster_040,Avalon,this kingdom,this kingdom,a kingdom,kingdom,53,0.5,token_subset
28536,chunk_025::cluster_040,Avalon,Cornwall,cornwall,Cornwall,cornwall,243,1.0,exact
28537,chunk_025::cluster_040,Avalon,this kingdom,this kingdom,a kingdom,kingdom,53,0.5,token_subset
28538,chunk_025::cluster_040,Avalon,there,there,there,there,339,1.0,exact
28568,chunk_025::cluster_062,two sons,The brothers,brothers,brothers,brothers,30,1.0,exact
28570,chunk_025::cluster_062,two sons,Lot's sons,lot sons,Lot,lot,711,0.5,token_subset
28571,chunk_025::cluster_062,two sons,a son,son,a son,son,168,1.0,exact
28572,chunk_025::cluster_062,two sons,another son,another son,a son,son,168,0.5,token_subset
28573,chunk_025::cluster_062,two sons,his heir,his heir,an heir,heir,23,0.5,token_subset
28574,chunk_025::cluster_063,the Merlin,Lot of Orkney,lot of orkney,Lot,lot,711,0.3333333333333333,token_subset
28575,chunk_025::cluster_063,the Merlin,Lot,lot,Lot,lot,711,1.0,exact
28576,chunk_025::cluster_063,the Merlin,Lot,lot,Lot,lot,711,1.0,exact
28577,chunk_025::cluster_063,the Merlin,Lot,lot,Lot,lot,711,1.0,exact
28578,chunk_025::cluster_063,the Merlin,Lot,lot,Lot,lot,711,1.0,exact
28580,chunk_025::cluster_063,the Merlin,your own priest,your own priest,a priest,priest,324,0.3333333333333333,token_subset
28581,chunk_025::cluster_063,the Merlin,the priest,priest,a priest,priest,324,1.0,exact
28582,chunk_025::cluster_063,the Merlin,King Ban,king ban,a king,king,297,0.5,token_subset
28583,chunk_025::cluster_063,the Merlin,Ban,ban,Ban,ban,30,1.0,exact
28585,chunk_025::cluster_063,the Merlin,Ban,ban,Ban,ban,30,1.0,exact
28588,chunk_025::cluster_063,the Merlin,Ban,ban,Ban,ban,30,1.0,exact
28603,chunk_025::cluster_076,she,a faithful nurse who was his own mother's faithful waiting-woman,faithful nurse who was his own mother faithful waiting woman,his mother,his mother,31,0.2222222222222222,token_subset
28662,chunk_025::cluster_120,Tintagel,there,there,there,there,339,1.0,exact
28672,chunk_025::cluster_129,Galahad,My own youngest son,my own youngest son,my son,my son,48,0.5,token_subset
28687,chunk_025::cluster_134,other sons,other sons,other sons,her sons,her sons,25,0.8888888888888888,fuzzy
28701,chunk_025::cluster_148,the priests,the priests,priests,priestess,priestess,248,0.875,fuzzy
