rejected_global_cluster_uid,would_be_global_cluster_uid,merge_component_uid,rejection_reason,salience_percentile,salience_cutoff,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
rejected_global_cluster_000098,global_cluster_000109,merge_component_001378,below_global_cluster_salience_percentile,0.95,27,3,3,a writing-master,a writing-master,chunk_000::cluster_155|chunk_001::cluster_068|chunk_002::cluster_006,0,2
rejected_global_cluster_000099,global_cluster_000110,merge_component_001250,below_global_cluster_salience_percentile,0.95,27,3,3,Lord Raker,lord raker,chunk_000::cluster_157|chunk_001::cluster_070|chunk_002::cluster_008,0,2
rejected_global_cluster_000101,global_cluster_000112,merge_component_001253,below_global_cluster_salience_percentile,0.95,27,3,3,Doctor Dobell,doctor dobell,chunk_000::cluster_161|chunk_001::cluster_075|chunk_002::cluster_013,0,2
rejected_global_cluster_000102,global_cluster_000113,merge_component_001254,below_global_cluster_salience_percentile,0.95,27,3,3,Lord Canterville's uncle,lord canterville's uncle,chunk_000::cluster_163|chunk_001::cluster_077|chunk_002::cluster_015,0,2
rejected_global_cluster_000104,global_cluster_000115,merge_component_001380,below_global_cluster_salience_percentile,0.95,27,3,3,their natural poet,their natural poet,chunk_000::cluster_166|chunk_001::cluster_080|chunk_002::cluster_020,0,2
rejected_global_cluster_000105,global_cluster_000116,merge_component_001256,below_global_cluster_salience_percentile,0.95,27,3,3,Longfellow,longfellow,chunk_000::cluster_167|chunk_001::cluster_081|chunk_002::cluster_021,0,2
rejected_global_cluster_000107,global_cluster_000118,merge_component_001257,below_global_cluster_salience_percentile,0.95,27,3,3,Kenilworth,kenilworth,chunk_000::cluster_170|chunk_001::cluster_083|chunk_002::cluster_023,0,2
rejected_global_cluster_000110,global_cluster_000121,merge_component_001383,below_global_cluster_salience_percentile,0.95,27,3,3,herself,herself,chunk_000::cluster_173|chunk_001::cluster_085|chunk_002::cluster_025,0,2
rejected_global_cluster_000113,global_cluster_000124,merge_component_001259,below_global_cluster_salience_percentile,0.95,27,3,3,Dumb Daniel,dumb daniel,chunk_000::cluster_177|chunk_001::cluster_091|chunk_002::cluster_035,0,2
rejected_global_cluster_000114,global_cluster_000125,merge_component_001260,below_global_cluster_salience_percentile,0.95,27,3,3,the Suicide,the suicide,chunk_000::cluster_178|chunk_001::cluster_092|chunk_002::cluster_036,0,2
rejected_global_cluster_000115,global_cluster_000126,merge_component_001261,below_global_cluster_salience_percentile,0.95,27,3,3,the Suicide's Skeleton,the suicide's skeleton,chunk_000::cluster_179|chunk_001::cluster_093|chunk_002::cluster_037,0,2
rejected_global_cluster_000116,global_cluster_000127,merge_component_001262,below_global_cluster_salience_percentile,0.95,27,3,3,Martin,martin,chunk_000::cluster_180|chunk_001::cluster_094|chunk_002::cluster_038,0,2
rejected_global_cluster_000117,global_cluster_000128,merge_component_001263,below_global_cluster_salience_percentile,0.95,27,3,3,the Maniac,the maniac,chunk_000::cluster_181|chunk_001::cluster_095|chunk_002::cluster_039,0,2
rejected_global_cluster_000118,global_cluster_000129,merge_component_001386,below_global_cluster_salience_percentile,0.95,27,3,3,schoolboys,schoolboys,chunk_000::cluster_182|chunk_001::cluster_096|chunk_002::cluster_040,0,2
rejected_global_cluster_000119,global_cluster_000130,merge_component_001264,below_global_cluster_salience_percentile,0.95,27,3,3,the United States,the united states,chunk_000::cluster_183|chunk_001::cluster_097|chunk_002::cluster_041,0,2
rejected_global_cluster_000120,global_cluster_000131,merge_component_001265,below_global_cluster_salience_percentile,0.95,27,3,3,the Red Farm,the red farm,chunk_000::cluster_184|chunk_001::cluster_098|chunk_002::cluster_042,0,2
rejected_global_cluster_000125,global_cluster_000136,merge_component_001391,below_global_cluster_salience_percentile,0.95,27,3,3,the spot where he had first laid eyes on the grisly phantom,the spot where he had first laid eyes on the grisly phantom,chunk_000::cluster_190|chunk_001::cluster_104|chunk_003::cluster_006,0,3
rejected_global_cluster_000129,global_cluster_000140,merge_component_000215,below_global_cluster_salience_percentile,0.95,27,1,3,the Dowager Duchess,the dowager duchess,chunk_001::cluster_026,1,1
rejected_global_cluster_000135,global_cluster_000146,merge_component_001395,below_global_cluster_salience_percentile,0.95,27,3,3,"people on a low, material plane of existence","people on a low, material plane of existence",chunk_001::cluster_108|chunk_002::cluster_058|chunk_003::cluster_016,1,3
rejected_global_cluster_000139,global_cluster_000150,merge_component_001270,below_global_cluster_salience_percentile,0.95,27,3,3,the insolent young Etonians,the insolent young etonians,chunk_001::cluster_113|chunk_002::cluster_062|chunk_003::cluster_019,1,3
rejected_global_cluster_000140,global_cluster_000151,merge_component_001271,below_global_cluster_salience_percentile,0.95,27,3,3,Reckless Rupert,reckless rupert,chunk_001::cluster_114|chunk_002::cluster_063|chunk_003::cluster_020,1,3
rejected_global_cluster_000141,global_cluster_000152,merge_component_001272,below_global_cluster_salience_percentile,0.95,27,3,3,Gretna Green,gretna green,chunk_001::cluster_115|chunk_002::cluster_067|chunk_003::cluster_026,1,3
rejected_global_cluster_000142,global_cluster_000153,merge_component_001273,below_global_cluster_salience_percentile,0.95,27,3,3,handsome Jack Castletown,handsome jack castletown,chunk_001::cluster_116|chunk_002::cluster_068|chunk_003::cluster_027,1,3
rejected_global_cluster_000143,global_cluster_000154,merge_component_001397,below_global_cluster_salience_percentile,0.95,27,3,3,a family that allowed such a horrible phantom to walk up and down the terrace at twilight,a family that allowed such a horrible phantom to walk up and down the terrace at twilight,chunk_001::cluster_118|chunk_002::cluster_070|chunk_003::cluster_029,1,3
rejected_global_cluster_000144,global_cluster_000155,merge_component_001398,below_global_cluster_salience_percentile,0.95,27,3,3,the terrace,the terrace,chunk_001::cluster_119|chunk_002::cluster_071|chunk_003::cluster_030,1,3
rejected_global_cluster_000145,global_cluster_000156,merge_component_001274,below_global_cluster_salience_percentile,0.95,27,3,3,Poor Jack,poor jack,chunk_001::cluster_120|chunk_002::cluster_072|chunk_003::cluster_031,1,3
rejected_global_cluster_000147,global_cluster_000158,merge_component_001276,below_global_cluster_salience_percentile,0.95,27,3,3,Tunbridge Wells,tunbridge wells,chunk_001::cluster_122|chunk_002::cluster_074|chunk_003::cluster_033,1,3
rejected_global_cluster_000151,global_cluster_000162,merge_component_001400,below_global_cluster_salience_percentile,0.95,27,3,3,a sexton,a sexton,chunk_001::cluster_129|chunk_002::cluster_079|chunk_003::cluster_044,1,3
rejected_global_cluster_000153,global_cluster_000164,merge_component_001402,below_global_cluster_salience_percentile,0.95,27,3,3,their neighbour,their neighbour,chunk_001::cluster_132|chunk_002::cluster_082|chunk_003::cluster_047,1,3
rejected_global_cluster_000154,global_cluster_000165,merge_component_001280,below_global_cluster_salience_percentile,0.95,27,3,3,Lord Rufford,lord rufford,chunk_001::cluster_133|chunk_002::cluster_083|chunk_003::cluster_048,1,3
rejected_global_cluster_000164,global_cluster_000175,merge_component_001092,below_global_cluster_salience_percentile,0.95,27,3,3,his,his,chunk_001::cluster_154|chunk_002::cluster_103|chunk_004::cluster_024,1,4
rejected_global_cluster_000167,global_cluster_000178,merge_component_001096,below_global_cluster_salience_percentile,0.95,27,3,3,every one,every one,chunk_001::cluster_158|chunk_002::cluster_108|chunk_004::cluster_029,1,4
rejected_global_cluster_000184,global_cluster_000195,merge_component_001414,below_global_cluster_salience_percentile,0.95,27,3,3,her mother,her mother,chunk_002::cluster_121|chunk_003::cluster_084|chunk_004::cluster_039,2,4
rejected_global_cluster_000188,global_cluster_000199,merge_component_001417,below_global_cluster_salience_percentile,0.95,27,3,3,no one else,no one else,chunk_002::cluster_132|chunk_003::cluster_096|chunk_004::cluster_046,2,4
rejected_global_cluster_000190,global_cluster_000201,merge_component_001295,below_global_cluster_salience_percentile,0.95,27,3,3,some old New England ancestor,some old new england ancestor,chunk_002::cluster_134|chunk_003::cluster_098|chunk_004::cluster_048,2,4
rejected_global_cluster_000191,global_cluster_000202,merge_component_001418,below_global_cluster_salience_percentile,0.95,27,3,3,you,you,chunk_002::cluster_140|chunk_003::cluster_104|chunk_004::cluster_055,2,4
rejected_global_cluster_000193,global_cluster_000204,merge_component_001420,below_global_cluster_salience_percentile,0.95,27,3,3,the officers,the officers,chunk_002::cluster_144|chunk_003::cluster_109|chunk_004::cluster_059,2,4
rejected_global_cluster_000194,global_cluster_000205,merge_component_001299,below_global_cluster_salience_percentile,0.95,27,3,3,Democrats,democrats,chunk_002::cluster_145|chunk_003::cluster_110|chunk_004::cluster_060,2,4
rejected_global_cluster_000199,global_cluster_000210,merge_component_001425,below_global_cluster_salience_percentile,0.95,27,3,3,the sleepers,the sleepers,chunk_002::cluster_155|chunk_003::cluster_120|chunk_004::cluster_071,2,4
rejected_global_cluster_000215,global_cluster_000227,merge_component_001428,below_global_cluster_salience_percentile,0.95,27,2,3,the angel,the angel,chunk_003::cluster_128|chunk_004::cluster_075,3,4
rejected_global_cluster_000218,global_cluster_000230,merge_component_001430,below_global_cluster_salience_percentile,0.95,27,3,3,a great black cavern in front of her,a great black cavern in front of her,chunk_003::cluster_131|chunk_004::cluster_080|chunk_005::cluster_013,3,5
rejected_global_cluster_000219,global_cluster_000231,merge_component_001431,below_global_cluster_salience_percentile,0.95,27,3,3,the footmen,the footmen,chunk_003::cluster_132|chunk_004::cluster_081|chunk_005::cluster_014,3,5
rejected_global_cluster_000220,global_cluster_000233,merge_component_001304,below_global_cluster_salience_percentile,0.95,27,3,3,Blackfell Hollow,blackfell hollow,chunk_003::cluster_141|chunk_004::cluster_088|chunk_005::cluster_022,3,5
rejected_global_cluster_000223,global_cluster_000236,merge_component_001435,below_global_cluster_salience_percentile,0.95,27,3,3,tramps,tramps,chunk_003::cluster_150|chunk_004::cluster_098|chunk_005::cluster_034,3,5
rejected_global_cluster_000226,global_cluster_000239,merge_component_001437,below_global_cluster_salience_percentile,0.95,27,3,3,us,us,chunk_003::cluster_153|chunk_004::cluster_101|chunk_005::cluster_038,3,5
rejected_global_cluster_000229,global_cluster_000242,merge_component_001438,below_global_cluster_salience_percentile,0.95,27,3,3,the platform,the platform,chunk_003::cluster_158|chunk_004::cluster_107|chunk_005::cluster_043,3,5
rejected_global_cluster_000231,global_cluster_000244,merge_component_001307,below_global_cluster_salience_percentile,0.95,27,3,3,Bexley,bexley,chunk_003::cluster_161|chunk_004::cluster_110|chunk_005::cluster_046,3,5
rejected_global_cluster_000232,global_cluster_000245,merge_component_001439,below_global_cluster_salience_percentile,0.95,27,3,3,a village about four miles away,a village about four miles away,chunk_003::cluster_162|chunk_004::cluster_111|chunk_005::cluster_047,3,5
rejected_global_cluster_000234,global_cluster_000247,merge_component_001308,below_global_cluster_salience_percentile,0.95,27,3,3,Chorton Fair,chorton fair,chunk_003::cluster_173|chunk_004::cluster_123|chunk_005::cluster_060,3,5
rejected_global_cluster_000235,global_cluster_000248,merge_component_001441,below_global_cluster_salience_percentile,0.95,27,3,3,four of their number,four of their number,chunk_003::cluster_174|chunk_004::cluster_124|chunk_005::cluster_061,3,5
rejected_global_cluster_000236,global_cluster_000249,merge_component_001309,below_global_cluster_salience_percentile,0.95,27,3,3,The carp-pond,the carp-pond,chunk_003::cluster_175|chunk_004::cluster_125|chunk_005::cluster_062,3,5
rejected_global_cluster_000237,global_cluster_000250,merge_component_001442,below_global_cluster_salience_percentile,0.95,27,3,3,the old housekeeper,the old housekeeper,chunk_003::cluster_179|chunk_004::cluster_129|chunk_005::cluster_067,3,5
rejected_global_cluster_000270,global_cluster_000284,merge_component_001454,below_global_cluster_salience_percentile,0.95,27,3,3,Hanover Square,"hanover square|st. george's, hanover square",chunk_004::cluster_180|chunk_005::cluster_124|chunk_005::cluster_125,4,5
rejected_global_cluster_000020,global_cluster_000025,merge_component_001341,below_global_cluster_salience_percentile,0.95,27,2,2,one of our public museums,one of our public museums|our public museums,chunk_000::cluster_032|chunk_000::cluster_033,0,0
rejected_global_cluster_000026,global_cluster_000031,merge_component_000042,below_global_cluster_salience_percentile,0.95,27,1,2,America,america,chunk_000::cluster_042,0,0
rejected_global_cluster_000028,global_cluster_000034,merge_component_001344,below_global_cluster_salience_percentile,0.95,27,2,2,"Miss Lucretia R. Tappan, of West 53d Street","miss lucretia r. tappan, of west 53d street|west 53d street",chunk_000::cluster_044|chunk_000::cluster_045,0,0
rejected_global_cluster_000042,global_cluster_000049,merge_component_001348,below_global_cluster_salience_percentile,0.95,27,2,2,"a wonderful Amazon, and had once raced old Lord Bilton","a wonderful amazon, and had once raced old lord bilton|old lord bilton",chunk_000::cluster_061|chunk_000::cluster_062,0,0
rejected_global_cluster_000061,global_cluster_000072,merge_component_001226,below_global_cluster_salience_percentile,0.95,27,2,2,Messrs. Myers,messrs. myers,chunk_000::cluster_099|chunk_001::cluster_004,0,1
rejected_global_cluster_000062,global_cluster_000073,merge_component_001227,below_global_cluster_salience_percentile,0.95,27,2,2,Podmore,podmore,chunk_000::cluster_100|chunk_001::cluster_005,0,1
rejected_global_cluster_000064,global_cluster_000075,merge_component_001228,below_global_cluster_salience_percentile,0.95,27,2,2,cultured Americans of the better class,cultured americans of the better class,chunk_000::cluster_101|chunk_001::cluster_007,0,1
rejected_global_cluster_000066,global_cluster_000077,merge_component_001231,below_global_cluster_salience_percentile,0.95,27,2,2,Sarah Bernhardt,sarah bernhardt,chunk_000::cluster_104|chunk_001::cluster_010,0,1
rejected_global_cluster_000067,global_cluster_000078,merge_component_001359,below_global_cluster_salience_percentile,0.95,27,2,2,an actress,an actress,chunk_000::cluster_105|chunk_001::cluster_011,0,1
rejected_global_cluster_000069,global_cluster_000080,merge_component_001360,below_global_cluster_salience_percentile,0.95,27,2,2,the world-soul,the world-soul,chunk_000::cluster_109|chunk_001::cluster_014,0,1
rejected_global_cluster_000074,global_cluster_000085,merge_component_001364,below_global_cluster_salience_percentile,0.95,27,2,2,two little white-robed figures,two little white-robed figures,chunk_000::cluster_116|chunk_001::cluster_024,0,1
rejected_global_cluster_000075,global_cluster_000086,merge_component_001365,below_global_cluster_salience_percentile,0.95,27,2,2,a small secret chamber in the left wing,a small secret chamber in the left wing,chunk_000::cluster_117|chunk_001::cluster_025,0,1
rejected_global_cluster_000078,global_cluster_000089,merge_component_001234,below_global_cluster_salience_percentile,0.95,27,2,2,Sir William Gull,sir william gull,chunk_000::cluster_126|chunk_001::cluster_035,0,1
rejected_global_cluster_000079,global_cluster_000090,merge_component_001367,below_global_cluster_salience_percentile,0.95,27,2,2,a perfect martyr to nervous disorders,a perfect martyr to nervous disorders,chunk_000::cluster_127|chunk_001::cluster_036,0,1
rejected_global_cluster_000081,global_cluster_000092,merge_component_001368,below_global_cluster_salience_percentile,0.95,27,2,2,a skeleton seated in an armchair by the fire reading her diary,a skeleton seated in an armchair by the fire reading her diary,chunk_000::cluster_132|chunk_001::cluster_040,0,1
rejected_global_cluster_000083,global_cluster_000094,merge_component_001236,below_global_cluster_salience_percentile,0.95,27,2,2,Monsieur de Voltaire,monsieur de voltaire,chunk_000::cluster_134|chunk_001::cluster_042,0,1
rejected_global_cluster_000084,global_cluster_000095,merge_component_001237,below_global_cluster_salience_percentile,0.95,27,2,2,Charles James Fox,charles james fox,chunk_000::cluster_136|chunk_001::cluster_044,0,1
rejected_global_cluster_000085,global_cluster_000096,merge_component_001238,below_global_cluster_salience_percentile,0.95,27,2,2,Crockford's,crockford's,chunk_000::cluster_137|chunk_001::cluster_045,0,1
rejected_global_cluster_000087,global_cluster_000098,merge_component_001371,below_global_cluster_salience_percentile,0.95,27,2,2,the pantry,the pantry,chunk_000::cluster_139|chunk_001::cluster_047,0,1
rejected_global_cluster_000090,global_cluster_000101,merge_component_001373,below_global_cluster_salience_percentile,0.95,27,2,2,the true artist,the true artist,chunk_000::cluster_144|chunk_001::cluster_054,0,1
rejected_global_cluster_000091,global_cluster_000102,merge_component_001243,below_global_cluster_salience_percentile,0.95,27,2,2,Red Reuben,red reuben,chunk_000::cluster_145|chunk_001::cluster_055,0,1
rejected_global_cluster_000092,global_cluster_000103,merge_component_001244,below_global_cluster_salience_percentile,0.95,27,2,2,the Strangled Babe,the strangled babe,chunk_000::cluster_146|chunk_001::cluster_056,0,1
rejected_global_cluster_000093,global_cluster_000104,merge_component_001245,below_global_cluster_salience_percentile,0.95,27,2,2,Guant Gibeon,guant gibeon,chunk_000::cluster_147|chunk_001::cluster_057,0,1
rejected_global_cluster_000095,global_cluster_000106,merge_component_001375,below_global_cluster_salience_percentile,0.95,27,2,2,the lawn-tennis ground,the lawn-tennis ground,chunk_000::cluster_150|chunk_001::cluster_060,0,1
rejected_global_cluster_000097,global_cluster_000108,merge_component_001377,below_global_cluster_salience_percentile,0.95,27,2,2,no ghost in history,no ghost in history,chunk_000::cluster_152|chunk_001::cluster_062,0,1
rejected_global_cluster_000103,global_cluster_000114,merge_component_001013,below_global_cluster_salience_percentile,0.95,27,2,2,their,their,chunk_000::cluster_165|chunk_002::cluster_019,0,2
rejected_global_cluster_000131,global_cluster_000142,merge_component_001267,below_global_cluster_salience_percentile,0.95,27,2,2,a Spectre in armour,a spectre in armour,chunk_001::cluster_079|chunk_002::cluster_018,1,2
rejected_global_cluster_000132,global_cluster_000143,merge_component_001394,below_global_cluster_salience_percentile,0.95,27,2,2,the reckless and foolhardy youth,the reckless and foolhardy youth,chunk_001::cluster_087|chunk_002::cluster_030,1,2
rejected_global_cluster_000156,global_cluster_000167,merge_component_000324,below_global_cluster_salience_percentile,0.95,27,1,2,their,their,chunk_001::cluster_136,1,1
rejected_global_cluster_000173,global_cluster_000184,merge_component_001411,below_global_cluster_salience_percentile,0.95,27,2,2,him,him|the pretty little girl who had ventured to address him,chunk_002::cluster_028|chunk_003::cluster_091,2,3
rejected_global_cluster_000175,global_cluster_000186,merge_component_001291,below_global_cluster_salience_percentile,0.95,27,2,2,the Headless Earl,the headless earl,chunk_002::cluster_064|chunk_003::cluster_021,2,3
rejected_global_cluster_000178,global_cluster_000189,merge_component_000440,below_global_cluster_salience_percentile,0.95,27,1,2,their,their,chunk_002::cluster_086,2,2
rejected_global_cluster_000183,global_cluster_000194,merge_component_001109,below_global_cluster_salience_percentile,0.95,27,2,2,some one,some one,chunk_002::cluster_120|chunk_004::cluster_038,2,4
rejected_global_cluster_000189,global_cluster_000200,merge_component_001115,below_global_cluster_salience_percentile,0.95,27,2,2,any one,any one,chunk_002::cluster_133|chunk_004::cluster_047,2,4
rejected_global_cluster_000192,global_cluster_000203,merge_component_001419,below_global_cluster_salience_percentile,0.95,27,2,2,spirits of every kind,spirits of every kind,chunk_002::cluster_142|chunk_003::cluster_107,2,3
rejected_global_cluster_000204,global_cluster_000216,merge_component_001301,below_global_cluster_salience_percentile,0.95,27,2,2,the Prince Regent,the prince regent,chunk_003::cluster_066|chunk_004::cluster_023,3,4
rejected_global_cluster_000212,global_cluster_000224,merge_component_001302,below_global_cluster_salience_percentile,0.95,27,2,2,My father,my father,chunk_003::cluster_106|chunk_004::cluster_057,3,4
rejected_global_cluster_000214,global_cluster_000226,merge_component_001139,below_global_cluster_salience_percentile,0.95,27,2,2,a little child,a little child,chunk_003::cluster_124|chunk_005::cluster_003,3,5
rejected_global_cluster_000216,global_cluster_000228,merge_component_001142,below_global_cluster_salience_percentile,0.95,27,2,2,a little child,a little child,chunk_003::cluster_127|chunk_005::cluster_008,3,5
rejected_global_cluster_000221,global_cluster_000234,merge_component_001154,below_global_cluster_salience_percentile,0.95,27,2,2,the two men,the two men,chunk_003::cluster_145|chunk_005::cluster_029,3,5
rejected_global_cluster_000240,global_cluster_000253,merge_component_000769,below_global_cluster_salience_percentile,0.95,27,1,2,The Otises,the otises,chunk_004::cluster_083,4,4
rejected_global_cluster_000247,global_cluster_000261,merge_component_000794,below_global_cluster_salience_percentile,0.95,27,1,2,his,his,chunk_004::cluster_108,4,4
rejected_global_cluster_000249,global_cluster_000263,merge_component_001310,below_global_cluster_salience_percentile,0.95,27,2,2,Scotland Yard,scotland yard,chunk_004::cluster_131|chunk_005::cluster_069,4,5
rejected_global_cluster_000250,global_cluster_000264,merge_component_001443,below_global_cluster_salience_percentile,0.95,27,2,2,some detectives,some detectives,chunk_004::cluster_132|chunk_005::cluster_070,4,5
rejected_global_cluster_000251,global_cluster_000265,merge_component_001444,below_global_cluster_salience_percentile,0.95,27,2,2,"the dining-room, midnight began to boom from the clock tower","the dining-room, midnight began to boom from the clock tower",chunk_004::cluster_134|chunk_005::cluster_072,4,5
rejected_global_cluster_000252,global_cluster_000266,merge_component_001445,below_global_cluster_salience_percentile,0.95,27,2,2,the landing,the landing,chunk_004::cluster_135|chunk_005::cluster_074,4,5
rejected_global_cluster_000255,global_cluster_000269,merge_component_001446,below_global_cluster_salience_percentile,0.95,27,2,2,the coaches,the coaches,chunk_004::cluster_141|chunk_005::cluster_082,4,5
rejected_global_cluster_000256,global_cluster_000270,merge_component_001447,below_global_cluster_salience_percentile,0.95,27,2,2,the whole procession,the whole procession,chunk_004::cluster_144|chunk_005::cluster_085,4,5
rejected_global_cluster_000257,global_cluster_000271,merge_component_001448,below_global_cluster_salience_percentile,0.95,27,2,2,the chief mourner,the chief mourner,chunk_004::cluster_145|chunk_005::cluster_086,4,5
rejected_global_cluster_000258,global_cluster_000272,merge_component_001312,below_global_cluster_salience_percentile,0.95,27,2,2,Wales,wales,chunk_004::cluster_146|chunk_005::cluster_087,4,5
rejected_global_cluster_000260,global_cluster_000274,merge_component_001449,below_global_cluster_salience_percentile,0.95,27,2,2,a distant copse,a distant copse,chunk_004::cluster_154|chunk_005::cluster_098,4,5
rejected_global_cluster_000262,global_cluster_000276,merge_component_001314,below_global_cluster_salience_percentile,0.95,27,2,2,"those who have been brought up on the severe, and I believe immortal, principles of Republican simplicity","those who have been brought up on the severe, and i believe immortal, principles of republican simplicity",chunk_004::cluster_162|chunk_005::cluster_108,4,5
rejected_global_cluster_000263,global_cluster_000277,merge_component_001450,below_global_cluster_salience_percentile,0.95,27,2,2,a child of mine,a child of mine,chunk_004::cluster_163|chunk_005::cluster_109,4,5
rejected_global_cluster_000265,global_cluster_000279,merge_component_001317,below_global_cluster_salience_percentile,0.95,27,2,2,Athens,athens,chunk_004::cluster_166|chunk_005::cluster_112,4,5
rejected_global_cluster_000268,global_cluster_000282,merge_component_001453,below_global_cluster_salience_percentile,0.95,27,2,2,her seven unmarried daughters,her seven unmarried daughters,chunk_004::cluster_178|chunk_005::cluster_123,4,5
rejected_global_cluster_000274,global_cluster_000289,merge_component_000954,below_global_cluster_salience_percentile,0.95,27,1,2,the United States Minister,the united states minister,chunk_005::cluster_088,5,5
rejected_global_cluster_000277,global_cluster_000292,merge_component_001455,below_global_cluster_salience_percentile,0.95,27,2,2,the ruined chancel of the old abbey,the old abbey|the ruined chancel of the old abbey,chunk_005::cluster_130|chunk_005::cluster_131,5,5
rejected_global_cluster_000000,global_cluster_000001,merge_component_000001,below_global_cluster_salience_percentile,0.95,27,1,1,the American Minister,the american minister,chunk_000::cluster_001,0,0
rejected_global_cluster_000002,global_cluster_000004,merge_component_000004,below_global_cluster_salience_percentile,0.95,27,1,1,every one,every one,chunk_000::cluster_004,0,0
rejected_global_cluster_000003,global_cluster_000006,merge_component_000006,below_global_cluster_salience_percentile,0.95,27,1,1,a man of the most punctilious honour,a man of the most punctilious honour,chunk_000::cluster_006,0,0
rejected_global_cluster_000006,global_cluster_000009,merge_component_000009,below_global_cluster_salience_percentile,0.95,27,1,1,my grandaunt,my grandaunt,chunk_000::cluster_009,0,0
rejected_global_cluster_000016,global_cluster_000021,merge_component_000025,below_global_cluster_salience_percentile,0.95,27,1,1,our,our,chunk_000::cluster_025,0,0
rejected_global_cluster_000017,global_cluster_000022,merge_component_000028,below_global_cluster_salience_percentile,0.95,27,1,1,your best actors,your best actors,chunk_000::cluster_028,0,0
rejected_global_cluster_000018,global_cluster_000023,merge_component_000029,below_global_cluster_salience_percentile,0.95,27,1,1,Europe,europe,chunk_000::cluster_029,0,0
rejected_global_cluster_000022,global_cluster_000027,merge_component_000035,below_global_cluster_salience_percentile,0.95,27,1,1,your,your,chunk_000::cluster_035,0,0
rejected_global_cluster_000023,global_cluster_000028,merge_component_000036,below_global_cluster_salience_percentile,0.95,27,1,1,your enterprising impresarios,your enterprising impresarios,chunk_000::cluster_036,0,0
rejected_global_cluster_000025,global_cluster_000030,merge_component_000040,below_global_cluster_salience_percentile,0.95,27,1,1,the British aristocracy,the british aristocracy,chunk_000::cluster_040,0,0
rejected_global_cluster_000027,global_cluster_000033,merge_component_000043,below_global_cluster_salience_percentile,0.95,27,1,1,Miss Lucretia R. Tappan,miss lucretia r. tappan,chunk_000::cluster_043,0,0
rejected_global_cluster_000029,global_cluster_000035,merge_component_000046,below_global_cluster_salience_percentile,0.95,27,1,1,a celebrated New York belle,a celebrated new york belle,chunk_000::cluster_046,0,0
rejected_global_cluster_000031,global_cluster_000037,merge_component_000047,below_global_cluster_salience_percentile,0.95,27,1,1,"a very handsome, middle-aged woman, with fine eyes, and a superb profile","a very handsome, middle-aged woman, with fine eyes, and a superb profile",chunk_000::cluster_047,0,0
rejected_global_cluster_000032,global_cluster_000038,merge_component_000048,below_global_cluster_salience_percentile,0.95,27,1,1,Many American ladies,many american ladies,chunk_000::cluster_048,0,0
rejected_global_cluster_000033,global_cluster_000039,merge_component_000049,below_global_cluster_salience_percentile,0.95,27,1,1,their,their,chunk_000::cluster_049,0,0
rejected_global_cluster_000034,global_cluster_000040,merge_component_000050,below_global_cluster_salience_percentile,0.95,27,1,1,their native land,their native land,chunk_000::cluster_050,0,0
rejected_global_cluster_000037,global_cluster_000043,merge_component_000054,below_global_cluster_salience_percentile,0.95,27,1,1,the German,the german,chunk_000::cluster_055,0,0
rejected_global_cluster_000038,global_cluster_000044,merge_component_000055,below_global_cluster_salience_percentile,0.95,27,1,1,the Newport Casino,the newport casino,chunk_000::cluster_056,0,0
rejected_global_cluster_000040,global_cluster_000046,merge_component_000056,below_global_cluster_salience_percentile,0.95,27,1,1,an excellent dancer,an excellent dancer,chunk_000::cluster_057,0,0
rejected_global_cluster_000041,global_cluster_000048,merge_component_000058,below_global_cluster_salience_percentile,0.95,27,1,1,a wonderful Amazon,a wonderful amazon,chunk_000::cluster_060,0,0
rejected_global_cluster_000045,global_cluster_000053,merge_component_000065,below_global_cluster_salience_percentile,0.95,27,1,1,his,his,chunk_000::cluster_067,0,0
rejected_global_cluster_000046,global_cluster_000054,merge_component_000066,below_global_cluster_salience_percentile,0.95,27,1,1,his guardians,his guardians,chunk_000::cluster_068,0,0
rejected_global_cluster_000050,global_cluster_000059,merge_component_000072,below_global_cluster_salience_percentile,0.95,27,1,1,a waggonette,a waggonette,chunk_000::cluster_074,0,0
rejected_global_cluster_000051,global_cluster_000060,merge_component_000074,below_global_cluster_salience_percentile,0.95,27,1,1,the mossy knolls,the mossy knolls,chunk_000::cluster_076,0,0
rejected_global_cluster_000054,global_cluster_000065,merge_component_000081,below_global_cluster_salience_percentile,0.95,27,1,1,tourists,tourists,chunk_000::cluster_084,0,0
rejected_global_cluster_000056,global_cluster_000067,merge_component_000090,below_global_cluster_salience_percentile,0.95,27,1,1,everybody,everybody,chunk_000::cluster_093,0,0
rejected_global_cluster_000058,global_cluster_000069,merge_component_000092,below_global_cluster_salience_percentile,0.95,27,1,1,a woman who faints,a woman who faints,chunk_000::cluster_095,0,0
rejected_global_cluster_000059,global_cluster_000070,merge_component_000093,below_global_cluster_salience_percentile,0.95,27,1,1,any Christian,any christian,chunk_000::cluster_096,0,0
rejected_global_cluster_000060,global_cluster_000071,merge_component_000094,below_global_cluster_salience_percentile,0.95,27,1,1,mistress,mistress,chunk_000::cluster_097,0,0
rejected_global_cluster_000071,global_cluster_000082,merge_component_000107,below_global_cluster_salience_percentile,0.95,27,1,1,our,our,chunk_000::cluster_111,0,0
