local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_000::cluster_119::mention_000,chunk_000::cluster_119,chunk_000,0,119,0,2744,2747,2744,2747,the four housemaids,2746,2746,core,
chunk_000::cluster_119::mention_001,chunk_000::cluster_119,chunk_000,0,119,1,2744,2753,2744,2753,"the four housemaids, who had gone into hysterics",2746,2746,core,
chunk_000::cluster_119::mention_002,chunk_000::cluster_119,chunk_000,0,119,2,2758,2759,2758,2759,them,2758,2758,core,
chunk_000::cluster_119::mention_003,chunk_000::cluster_119,chunk_000,0,119,3,5775,5777,5775,5777,the housemaids,5776,5776,right_overlap,5775:5777:the housemaids
chunk_000::cluster_120::mention_000,chunk_000::cluster_120,chunk_000,0,120,0,161,166,161,166,the rector of the parish,162,162,core,
chunk_000::cluster_120::mention_001,chunk_000::cluster_120,chunk_000,0,120,1,2770,2775,2770,2775,the rector of the parish,2771,2771,core,
chunk_000::cluster_120::mention_002,chunk_000::cluster_120,chunk_000,0,120,2,2783,2784,2783,2784,he,2783,2783,core,
chunk_000::cluster_120::mention_003,chunk_000::cluster_120,chunk_000,0,120,3,2978,2979,2978,2979,he,2978,2978,core,
chunk_000::cluster_121::mention_000,chunk_000::cluster_121,chunk_000,0,121,0,164,166,164,166,the parish,165,165,core,
chunk_000::cluster_121::mention_001,chunk_000::cluster_121,chunk_000,0,121,1,2773,2775,2773,2775,the parish,2774,2774,core,
chunk_000::cluster_122::mention_000,chunk_000::cluster_122,chunk_000,0,122,0,2763,2768,2763,2768,one of the spare bedrooms,2763,2763,core,
chunk_000::cluster_123::mention_000,chunk_000::cluster_123,chunk_000,0,123,0,2763,2775,2763,2775,one of the spare bedrooms; of the rector of the parish,2769,2769,core,
chunk_000::cluster_124::mention_000,chunk_000::cluster_124,chunk_000,0,124,0,2765,2768,2765,2768,the spare bedrooms,2767,2767,core,
chunk_000::cluster_125::mention_000,chunk_000::cluster_125,chunk_000,0,125,0,2765,2775,2765,2775,the spare bedrooms; of the rector of the parish,2769,2769,core,
chunk_000::cluster_126::mention_000,chunk_000::cluster_126,chunk_000,0,126,0,2801,2804,2801,2804,Sir William Gull,2803,2803,core,
chunk_000::cluster_127::mention_000,chunk_000::cluster_127,chunk_000,0,127,0,2807,2813,2807,2813,a perfect martyr to nervous disorders,2809,2809,core,
chunk_000::cluster_129::mention_000,chunk_000::cluster_129,chunk_000,0,129,0,2817,2820,2817,2820,Madame de Tremouillac,2819,2819,core,
chunk_000::cluster_129::mention_001,chunk_000::cluster_129,chunk_000,0,129,1,2841,2842,2841,2842,her,2841,2841,core,
chunk_000::cluster_129::mention_002,chunk_000::cluster_129,chunk_000,0,129,2,2848,2849,2848,2849,her,2848,2848,core,
chunk_000::cluster_129::mention_003,chunk_000::cluster_129,chunk_000,0,129,3,2863,2864,2863,2864,her,2863,2863,core,
chunk_000::cluster_129::mention_004,chunk_000::cluster_129,chunk_000,0,129,4,2876,2877,2876,2877,her,2876,2876,core,
chunk_000::cluster_129::mention_005,chunk_000::cluster_129,chunk_000,0,129,5,3008,3009,3008,3009,her,3008,3008,core,
chunk_000::cluster_129::mention_006,chunk_000::cluster_129,chunk_000,0,129,6,3019,3020,3019,3020,her,3019,3019,core,
chunk_000::cluster_129::mention_007,chunk_000::cluster_129,chunk_000,0,129,7,3026,3027,3026,3027,herself,3026,3026,core,
chunk_000::cluster_130::mention_000,chunk_000::cluster_130,chunk_000,0,130,0,2102,2103,2102,2103,I,2102,2102,core,
chunk_000::cluster_130::mention_001,chunk_000::cluster_130,chunk_000,0,130,1,3291,3292,3291,3292,I,3291,3291,core,
chunk_000::cluster_131::mention_000,chunk_000::cluster_131,chunk_000,0,131,0,1162,1166,1162,1166,the fine Tudor hall,1165,1165,core,
chunk_000::cluster_131::mention_001,chunk_000::cluster_131,chunk_000,0,131,1,3586,3588,3586,3588,the hall,3587,3587,core,
chunk_000::cluster_132::mention_000,chunk_000::cluster_132,chunk_000,0,132,0,2831,2843,2831,2843,a skeleton seated in an armchair by the fire reading her diary,2832,2832,core,
chunk_000::cluster_133::mention_000,chunk_000::cluster_133,chunk_000,0,133,0,2870,2872,2870,2872,the Church,2871,2871,core,
chunk_000::cluster_134::mention_000,chunk_000::cluster_134,chunk_000,0,134,0,2883,2886,2883,2886,Monsieur de Voltaire,2885,2885,core,
chunk_000::cluster_135::mention_000,chunk_000::cluster_135,chunk_000,0,135,0,2901,2905,2901,2905,his dressing-room,2904,2904,core,
chunk_000::cluster_136::mention_000,chunk_000::cluster_136,chunk_000,0,136,0,2930,2933,2930,2933,Charles James Fox,2932,2932,core,
chunk_000::cluster_137::mention_000,chunk_000::cluster_137,chunk_000,0,137,0,2937,2939,2937,2939,Crockford's,2937,2937,core,
chunk_000::cluster_138::mention_000,chunk_000::cluster_138,chunk_000,0,138,0,2973,2974,2973,2974,himself,2973,2973,core,
chunk_000::cluster_139::mention_000,chunk_000::cluster_139,chunk_000,0,139,0,2975,2977,2975,2977,the pantry,2976,2976,core,
chunk_000::cluster_140::mention_000,chunk_000::cluster_140,chunk_000,0,140,0,2992,2996,2992,2996,the beautiful Lady Stutfield,2995,2995,core,
chunk_000::cluster_141::mention_000,chunk_000::cluster_141,chunk_000,0,141,0,3030,3042,3030,3042,the carp-pond at the end of the King's Walk,3034,3034,core,
chunk_000::cluster_142::mention_000,chunk_000::cluster_142,chunk_000,0,142,0,3035,3042,3035,3042,the end of the King's Walk,3036,3036,core,
chunk_000::cluster_143::mention_000,chunk_000::cluster_143,chunk_000,0,143,0,3038,3042,3038,3042,the King's Walk,3041,3041,core,
chunk_000::cluster_144::mention_000,chunk_000::cluster_144,chunk_000,0,144,0,3048,3051,3048,3051,the true artist,3050,3050,core,
chunk_000::cluster_145::mention_000,chunk_000::cluster_145,chunk_000,0,145,0,3075,3077,3075,3077,Red Reuben,3076,3076,core,
chunk_000::cluster_146::mention_000,chunk_000::cluster_146,chunk_000,0,146,0,3079,3082,3079,3082,the Strangled Babe,3081,3081,core,
chunk_000::cluster_147::mention_000,chunk_000::cluster_147,chunk_000,0,147,0,3090,3092,3090,3092,Guant Gibeon,3091,3091,core,
chunk_000::cluster_148::mention_000,chunk_000::cluster_148,chunk_000,0,148,0,3093,3100,3093,3100,the Blood-sucker of Bexley Moor,3096,3096,core,
chunk_000::cluster_149::mention_000,chunk_000::cluster_149,chunk_000,0,149,0,3098,3100,3098,3100,Bexley Moor,3099,3099,core,
chunk_000::cluster_150::mention_000,chunk_000::cluster_150,chunk_000,0,150,0,3123,3128,3123,3128,the lawn-tennis ground,3127,3127,core,
chunk_000::cluster_151::mention_000,chunk_000::cluster_151,chunk_000,0,151,0,3133,3137,3133,3137,some wretched modern Americans,3136,3136,core,
chunk_000::cluster_152::mention_000,chunk_000::cluster_152,chunk_000,0,152,0,3162,3166,3162,3166,no ghost in history,3163,3163,core,
chunk_000::cluster_153::mention_000,chunk_000::cluster_153,chunk_000,0,153,0,3352,3354,3352,3354,the bedrooms,3353,3353,core,
chunk_000::cluster_154::mention_000,chunk_000::cluster_154,chunk_000,0,154,0,3473,3479,3473,3479,the Free American Reformed Episcopalian Church,3478,3478,core,
chunk_000::cluster_155::mention_000,chunk_000::cluster_155,chunk_000,0,155,0,3680,3684,3680,3684,a writing-master,3683,3683,core,
chunk_000::cluster_156::mention_000,chunk_000::cluster_156,chunk_000,0,156,0,3752,3757,3752,3757,the top of the staircase,3753,3753,core,
chunk_000::cluster_157::mention_000,chunk_000::cluster_157,chunk_000,0,157,0,3790,3792,3790,3792,Lord Raker,3791,3791,core,
chunk_000::cluster_158::mention_000,chunk_000::cluster_158,chunk_000,0,158,0,3804,3811,3804,3811,three of Lady Canterville's French governesses,3804,3804,core,
chunk_000::cluster_158::mention_001,chunk_000::cluster_158,chunk_000,0,158,1,3814,3815,3814,3815,their,3814,3814,core,
chunk_000::cluster_159::mention_000,chunk_000::cluster_159,chunk_000,0,159,0,2259,2261,2259,2261,his room,2260,2260,core,
chunk_000::cluster_159::mention_001,chunk_000::cluster_159,chunk_000,0,159,1,4007,4009,4007,4009,his room,4008,4008,right_overlap,4007:4009:his room
chunk_000::cluster_159::mention_002,chunk_000::cluster_159,chunk_000,0,159,2,4223,4225,4223,4225,his room,4224,4224,right_overlap,4223:4225:his room
chunk_000::cluster_159::mention_003,chunk_000::cluster_159,chunk_000,0,159,3,4378,4382,4378,4382,Washington Otis's room,4381,4381,right_overlap,4378:4382:washington otis's room
chunk_000::cluster_159::mention_004,chunk_000::cluster_159,chunk_000,0,159,4,4665,4667,4665,4667,the room,4666,4666,right_overlap,4665:4667:the room
chunk_000::cluster_159::mention_005,chunk_000::cluster_159,chunk_000,0,159,5,5004,5008,5004,5008,luckless Washington's room,5004,5004,right_overlap,5004:5008:luckless washington's room
chunk_000::cluster_159::mention_006,chunk_000::cluster_159,chunk_000,0,159,6,5285,5287,5285,5287,his room,5286,5286,right_overlap,5285:5287:his room
chunk_000::cluster_159::mention_007,chunk_000::cluster_159,chunk_000,0,159,7,5333,5336,5333,5336,his own apartment,5335,5335,right_overlap,5333:5336:his own apartment
chunk_000::cluster_159::mention_008,chunk_000::cluster_159,chunk_000,0,159,8,5790,5792,5790,5792,his room,5791,5791,right_overlap,5790:5792:his room
chunk_000::cluster_159::mention_009,chunk_000::cluster_159,chunk_000,0,159,9,5802,5803,5802,5803,There,5802,5802,right_overlap,5802:5803:there
chunk_000::cluster_159::mention_010,chunk_000::cluster_159,chunk_000,0,159,10,5948,5950,5948,5950,his room,5949,5949,right_overlap,5948:5950:his room
chunk_000::cluster_160::mention_000,chunk_000::cluster_160,chunk_000,0,160,0,3806,3811,3806,3811,Lady Canterville's French governesses,3810,3810,core,
chunk_000::cluster_161::mention_000,chunk_000::cluster_161,chunk_000,0,161,0,3885,3887,3885,3887,Doctor Dobell,3886,3886,core,
chunk_000::cluster_162::mention_000,chunk_000::cluster_162,chunk_000,0,162,0,3941,3944,3941,3944,the family doctor,3943,3943,core,
chunk_000::cluster_163::mention_000,chunk_000::cluster_163,chunk_000,0,163,0,3950,3954,3950,3954,Lord Canterville's uncle,3953,3953,core,
chunk_000::cluster_164::mention_000,chunk_000::cluster_164,chunk_000,0,164,0,4067,4069,4067,4069,modern Americans,4068,4068,right_overlap,4067:4069:modern americans
chunk_000::cluster_165::mention_000,chunk_000::cluster_165,chunk_000,0,165,0,4094,4095,4094,4095,their,4094,4094,right_overlap,4094:4095:their
chunk_000::cluster_166::mention_000,chunk_000::cluster_166,chunk_000,0,166,0,4094,4097,4094,4097,their natural poet,4094,4094,right_overlap,4094:4097:their natural poet
chunk_000::cluster_167::mention_000,chunk_000::cluster_167,chunk_000,0,167,0,4097,4098,4097,4098,Longfellow,4097,4097,right_overlap,4097:4098:longfellow
chunk_000::cluster_168::mention_000,chunk_000::cluster_168,chunk_000,0,168,0,4115,4117,4115,4117,the Cantervilles,4116,4116,right_overlap,4115:4117:the cantervilles
chunk_000::cluster_169::mention_000,chunk_000::cluster_169,chunk_000,0,169,0,4120,4121,4120,4121,town,4120,4120,right_overlap,4120:4121:town
chunk_000::cluster_170::mention_000,chunk_000::cluster_170,chunk_000,0,170,0,4138,4139,4138,4139,Kenilworth,4138,4138,right_overlap,4138:4139:kenilworth
chunk_000::cluster_171::mention_000,chunk_000::cluster_171,chunk_000,0,171,0,4149,4153,4149,4153,no less a person,4152,4152,right_overlap,4149:4153:no less a person
chunk_000::cluster_172::mention_000,chunk_000::cluster_172,chunk_000,0,172,0,4154,4157,4154,4157,the Virgin Queen,4156,4156,right_overlap,4154:4157:the virgin queen
chunk_000::cluster_173::mention_000,chunk_000::cluster_173,chunk_000,0,173,0,4157,4158,4157,4158,herself,4157,4157,right_overlap,4157:4158:herself
chunk_000::cluster_174::mention_000,chunk_000::cluster_174,chunk_000,0,174,0,4463,4474,4463,4474,the room occupied by the United States Minister and his wife,4464,4464,right_overlap,4463:4474:the room occupied by the united states minister and his wife
chunk_000::cluster_175::mention_000,chunk_000::cluster_175,chunk_000,0,175,0,4476,4477,4476,4477,there,4476,4476,right_overlap,4476:4477:there
chunk_000::cluster_176::mention_000,chunk_000::cluster_176,chunk_000,0,176,0,4501,4505,4501,4505,the charnel-house,4504,4504,right_overlap,4501:4505:the charnel-house
chunk_000::cluster_177::mention_000,chunk_000::cluster_177,chunk_000,0,177,0,4683,4685,4683,4685,Dumb Daniel,4684,4684,right_overlap,4683:4685:dumb daniel
chunk_000::cluster_178::mention_000,chunk_000::cluster_178,chunk_000,0,178,0,4687,4689,4687,4689,the Suicide,4688,4688,right_overlap,4687:4689:the suicide
chunk_000::cluster_179::mention_000,chunk_000::cluster_179,chunk_000,0,179,0,4687,4691,4687,4691,the Suicide's Skeleton,4690,4690,right_overlap,4687:4691:the suicide's skeleton
chunk_000::cluster_180::mention_000,chunk_000::cluster_180,chunk_000,0,180,0,4723,4724,4723,4724,Martin,4723,4723,right_overlap,4723:4724:martin
chunk_000::cluster_181::mention_000,chunk_000::cluster_181,chunk_000,0,181,0,4724,4726,4724,4726,the Maniac,4725,4725,right_overlap,4724:4726:the maniac
chunk_000::cluster_182::mention_000,chunk_000::cluster_182,chunk_000,0,182,0,4771,4772,4771,4772,schoolboys,4771,4771,right_overlap,4771:4772:schoolboys
chunk_000::cluster_183::mention_000,chunk_000::cluster_183,chunk_000,0,183,0,4863,4866,4863,4866,the United States,4865,4865,right_overlap,4863:4866:the united states
chunk_000::cluster_184::mention_000,chunk_000::cluster_184,chunk_000,0,184,0,4964,4967,4964,4967,the Red Farm,4966,4966,right_overlap,4964:4967:the red farm
chunk_000::cluster_185::mention_000,chunk_000::cluster_185,chunk_000,0,185,0,4999,5008,4999,5008,the passage that led to luckless Washington's room,5000,5000,right_overlap,4999:5008:the passage that led to luckless washington's room
chunk_000::cluster_185::mention_001,chunk_000::cluster_185,chunk_000,0,185,1,5014,5015,5014,5015,there,5014,5014,right_overlap,5014:5015:there
chunk_000::cluster_186::mention_000,chunk_000::cluster_186,chunk_000,0,186,0,4996,5008,4996,5008,the corner of the passage that led to luckless Washington's room,4997,4997,right_overlap,4996:5008:the corner of the passage that led to luckless washington's room
chunk_000::cluster_186::mention_001,chunk_000::cluster_186,chunk_000,0,186,1,5066,5068,5066,5068,the corner,5067,5067,right_overlap,5066:5068:the corner
chunk_000::cluster_187::mention_000,chunk_000::cluster_187,chunk_000,0,187,0,5121,5123,5121,5123,a madman,5122,5122,right_overlap,5121:5123:a madman
chunk_000::cluster_188::mention_000,chunk_000::cluster_188,chunk_000,0,188,0,5259,5261,5259,5261,a ghost,5260,5260,right_overlap,5259:5261:a ghost
chunk_000::cluster_189::mention_000,chunk_000::cluster_189,chunk_000,0,189,0,5325,5327,5325,5327,the butler,5326,5326,right_overlap,5325:5327:the butler
chunk_000::cluster_190::mention_000,chunk_000::cluster_190,chunk_000,0,190,0,5404,5416,5404,5416,the spot where he had first laid eyes on the grisly phantom,5405,5405,right_overlap,5404:5416:the spot where he had first laid eyes on the grisly phantom
chunk_000::cluster_191::mention_000,chunk_000::cluster_191,chunk_000,0,191,0,5423,5425,5423,5425,two ghosts,5424,5424,right_overlap,5423:5425:two ghosts
chunk_000::cluster_192::mention_000,chunk_000::cluster_192,chunk_000,0,192,0,5451,5453,5451,5453,the spot,5452,5452,right_overlap,5451:5453:the spot
chunk_000::cluster_193::mention_000,chunk_000::cluster_193,chunk_000,0,193,0,5723,5726,5723,5726,a distant homestead,5725,5725,right_overlap,5723:5726:a distant homestead
chunk_001::cluster_000::mention_000,chunk_001::cluster_000,chunk_001,1,0,0,18,20,1934,1936,Mr. Otis,19,1935,left_overlap,1934:1936:mr. otis
chunk_001::cluster_000::mention_001,chunk_001::cluster_000,chunk_001,1,0,1,20,21,1936,1937,himself,20,1936,left_overlap,1936:1937:himself
chunk_001::cluster_000::mention_002,chunk_001::cluster_000,chunk_001,1,0,2,38,40,1954,1956,Mr. Otis,39,1955,left_overlap,1954:1956:mr. otis
chunk_001::cluster_000::mention_003,chunk_001::cluster_000,chunk_001,1,0,3,44,45,1960,1961,he,44,1960,left_overlap,1960:1961:he
chunk_001::cluster_000::mention_004,chunk_001::cluster_000,chunk_001,1,0,4,50,51,1966,1967,his,50,1966,left_overlap,1966:1967:his
chunk_001::cluster_000::mention_005,chunk_001::cluster_000,chunk_001,1,0,5,191,193,2107,2109,Mr. Otis,192,2108,left_overlap,2107:2109:mr. otis
chunk_001::cluster_000::mention_006,chunk_001::cluster_000,chunk_001,1,0,6,330,332,2246,2248,Mr. Otis,331,2247,left_overlap,2246:2248:mr. otis
chunk_001::cluster_000::mention_007,chunk_001::cluster_000,chunk_001,1,0,7,343,344,2259,2260,his,343,2259,left_overlap,2259:2260:his
chunk_001::cluster_000::mention_008,chunk_001::cluster_000,chunk_001,1,0,8,363,364,2279,2280,He,363,2279,left_overlap,2279:2280:he
chunk_001::cluster_000::mention_009,chunk_001::cluster_000,chunk_001,1,0,9,385,386,2301,2302,He,385,2301,left_overlap,2301:2302:he
chunk_001::cluster_000::mention_010,chunk_001::cluster_000,chunk_001,1,0,10,392,393,2308,2309,his,392,2308,left_overlap,2308:2309:his
chunk_001::cluster_000::mention_011,chunk_001::cluster_000,chunk_001,1,0,11,411,412,2327,2328,he,411,2327,left_overlap,2327:2328:he
chunk_001::cluster_000::mention_012,chunk_001::cluster_000,chunk_001,1,0,12,419,420,2335,2336,He,419,2335,left_overlap,2335:2336:he
chunk_001::cluster_000::mention_013,chunk_001::cluster_000,chunk_001,1,0,13,422,423,2338,2339,his,422,2338,left_overlap,2338:2339:his
chunk_001::cluster_000::mention_014,chunk_001::cluster_000,chunk_001,1,0,14,432,433,2348,2349,his,432,2348,left_overlap,2348:2349:his
chunk_001::cluster_000::mention_015,chunk_001::cluster_000,chunk_001,1,0,15,446,447,2362,2363,him,446,2362,left_overlap,2362:2363:him
chunk_001::cluster_000::mention_016,chunk_001::cluster_000,chunk_001,1,0,16,447,448,2363,2364,he,447,2363,left_overlap,2363:2364:he
chunk_001::cluster_000::mention_017,chunk_001::cluster_000,chunk_001,1,0,17,510,511,2426,2427,My,510,2426,left_overlap,2426:2427:my
chunk_001::cluster_000::mention_018,chunk_001::cluster_000,chunk_001,1,0,18,516,518,2432,2434,Mr. Otis,517,2433,left_overlap,2432:2434:mr. otis
chunk_001::cluster_000::mention_019,chunk_001::cluster_000,chunk_001,1,0,19,520,521,2436,2437,I,520,2436,left_overlap,2436:2437:i
chunk_001::cluster_000::mention_020,chunk_001::cluster_000,chunk_001,1,0,20,578,579,2494,2495,I,578,2494,left_overlap,2494:2495:i
chunk_001::cluster_000::mention_021,chunk_001::cluster_000,chunk_001,1,0,21,609,613,2525,2529,the United States Minister,612,2528,left_overlap,2525:2529:the united states minister
chunk_001::cluster_000::mention_022,chunk_001::cluster_000,chunk_001,1,0,22,625,626,2541,2542,his,625,2541,left_overlap,2541:2542:his
chunk_001::cluster_000::mention_023,chunk_001::cluster_000,chunk_001,1,0,23,1298,1302,3214,3218,The United States Minister,1301,3217,left_overlap,3214:3218:the united states minister
chunk_001::cluster_000::mention_024,chunk_001::cluster_000,chunk_001,1,0,24,1310,1311,3226,3227,his,1310,3226,left_overlap,3226:3227:his
chunk_001::cluster_000::mention_025,chunk_001::cluster_000,chunk_001,1,0,25,1318,1319,3234,3235,I,1318,3234,left_overlap,3234:3235:i
chunk_001::cluster_000::mention_026,chunk_001::cluster_000,chunk_001,1,0,26,1324,1325,3240,3241,he,1324,3240,left_overlap,3240:3241:he
chunk_001::cluster_000::mention_027,chunk_001::cluster_000,chunk_001,1,0,27,1337,1338,3253,3254,I,1337,3253,left_overlap,3253:3254:i
chunk_001::cluster_000::mention_028,chunk_001::cluster_000,chunk_001,1,0,28,1354,1355,3270,3271,I,1354,3270,left_overlap,3270:3271:i
chunk_001::cluster_000::mention_029,chunk_001::cluster_000,chunk_001,1,0,29,1396,1397,3312,3313,he,1396,3312,left_overlap,3312:3313:he
chunk_001::cluster_000::mention_030,chunk_001::cluster_000,chunk_001,1,0,30,1490,1492,3406,3408,Mr. Otis,1491,3407,left_overlap,3406:3408:mr. otis
chunk_001::cluster_000::mention_031,chunk_001::cluster_000,chunk_001,1,0,31,1770,1774,3686,3690,the United States Minister,1773,3689,left_overlap,3686:3690:the united states minister
chunk_001::cluster_000::mention_032,chunk_001::cluster_000,chunk_001,1,0,32,1777,1778,3693,3694,his,1777,3693,left_overlap,3693:3694:his
chunk_001::cluster_000::mention_033,chunk_001::cluster_000,chunk_001,1,0,33,1817,1819,3733,3735,Washington Otis,1818,3734,left_overlap,3733:3735:washington otis
chunk_001::cluster_000::mention_034,chunk_001::cluster_000,chunk_001,1,0,34,2344,2348,4260,4264,the United States Minister,2347,4263,core,
chunk_001::cluster_000::mention_035,chunk_001::cluster_000,chunk_001,1,0,35,2349,2350,4265,4266,his,2349,4265,core,
chunk_001::cluster_000::mention_036,chunk_001::cluster_000,chunk_001,1,0,36,2462,2464,4378,4380,Washington Otis,2463,4379,core,
chunk_001::cluster_000::mention_037,chunk_001::cluster_000,chunk_001,1,0,37,2469,2470,4385,4386,him,2469,4385,core,
chunk_001::cluster_000::mention_038,chunk_001::cluster_000,chunk_001,1,0,38,2494,2495,4410,4411,Washington,2494,4410,core,
chunk_001::cluster_000::mention_039,chunk_001::cluster_000,chunk_001,1,0,39,2505,2506,4421,4422,he,2505,4421,core,
chunk_001::cluster_000::mention_040,chunk_001::cluster_000,chunk_001,1,0,40,2551,2555,4467,4471,the United States Minister,2554,4470,core,
chunk_001::cluster_000::mention_041,chunk_001::cluster_000,chunk_001,1,0,41,2556,2557,4472,4473,his,2556,4472,core,
chunk_001::cluster_000::mention_042,chunk_001::cluster_000,chunk_001,1,0,42,2576,2579,4492,4495,her trembling husband,2578,4494,core,
chunk_001::cluster_000::mention_043,chunk_001::cluster_000,chunk_001,1,0,43,2944,2950,4860,4866,the Minister for the United States,2946,4862,core,
chunk_001::cluster_000::mention_044,chunk_001::cluster_000,chunk_001,1,0,44,3088,3090,5004,5006,luckless Washington,3088,5004,core,
chunk_001::cluster_000::mention_045,chunk_001::cluster_000,chunk_001,1,0,45,3394,3396,5310,5312,the Minister,3395,5311,core,
chunk_001::cluster_000::mention_046,chunk_001::cluster_000,chunk_001,1,0,46,3521,3524,5437,5440,his new friend,3523,5439,core,
chunk_001::cluster_000::mention_047,chunk_001::cluster_000,chunk_001,1,0,47,4314,4316,6230,6232,Mr. Otis,4315,6231,right_overlap,6230:6232:mr. otis
chunk_001::cluster_000::mention_048,chunk_001::cluster_000,chunk_001,1,0,48,5057,5061,6973,6977,the United States Minister,5060,6976,right_overlap,6973:6977:the united states minister
chunk_001::cluster_000::mention_049,chunk_001::cluster_000,chunk_001,1,0,49,5062,5063,6978,6979,his,5062,6978,right_overlap,6978:6979:his
chunk_001::cluster_000::mention_050,chunk_001::cluster_000,chunk_001,1,0,50,5282,5284,7198,7200,Washington Otis,5283,7199,right_overlap,7198:7200:washington otis
chunk_001::cluster_000::mention_051,chunk_001::cluster_000,chunk_001,1,0,51,5398,5400,7314,7316,their parents,5399,7315,right_overlap,7314:7316:their parents
chunk_001::cluster_000::mention_052,chunk_001::cluster_000,chunk_001,1,0,52,5427,5429,7343,7345,Mr. Otis,5428,7344,right_overlap,7343:7345:mr. otis
chunk_001::cluster_000::mention_053,chunk_001::cluster_000,chunk_001,1,0,53,5431,5432,7347,7348,his,5431,7347,right_overlap,7347:7348:his
chunk_001::cluster_000::mention_054,chunk_001::cluster_000,chunk_001,1,0,54,5444,5445,7360,7361,he,5444,7360,right_overlap,7360:7361:he
chunk_001::cluster_000::mention_055,chunk_001::cluster_000,chunk_001,1,0,55,5531,5533,7447,7449,Mr. Otis,5532,7448,right_overlap,7447:7449:mr. otis
chunk_001::cluster_000::mention_056,chunk_001::cluster_000,chunk_001,1,0,56,5562,5564,7478,7480,the Minister,5563,7479,right_overlap,7478:7480:the minister
chunk_001::cluster_001::mention_000,chunk_001::cluster_001,chunk_001,1,1,0,58,60,1974,1976,Mrs. Otis,59,1975,left_overlap,1974:1976:mrs. otis
chunk_001::cluster_001::mention_001,chunk_001::cluster_001,chunk_001,1,1,1,61,62,1977,1978,her,61,1977,left_overlap,1977:1978:her
chunk_001::cluster_001::mention_002,chunk_001::cluster_001,chunk_001,1,1,2,1935,1937,3851,3853,Mrs. Otis,1936,3852,left_overlap,3851:3853:mrs. otis
chunk_001::cluster_001::mention_003,chunk_001::cluster_001,chunk_001,1,1,3,1948,1949,3864,3865,I,1948,3864,left_overlap,3864:3865:i
chunk_001::cluster_001::mention_004,chunk_001::cluster_001,chunk_001,1,1,4,1958,1959,3874,3875,she,1958,3874,left_overlap,3874:3875:she
chunk_001::cluster_001::mention_005,chunk_001::cluster_001,chunk_001,1,1,5,1993,1994,3909,3910,her,1993,3909,left_overlap,3909:3910:her
chunk_001::cluster_001::mention_006,chunk_001::cluster_001,chunk_001,1,1,6,2119,2121,4035,4037,Mrs. Otis,2120,4036,core,
chunk_001::cluster_001::mention_007,chunk_001::cluster_001,chunk_001,1,1,7,2556,2558,4472,4474,his wife,2557,4473,core,
chunk_001::cluster_001::mention_008,chunk_001::cluster_001,chunk_001,1,1,8,2567,2569,4483,4485,Mrs. Otis,2568,4484,core,
chunk_001::cluster_001::mention_009,chunk_001::cluster_001,chunk_001,1,1,9,2576,2577,4492,4493,her,2576,4492,core,
chunk_001::cluster_001::mention_010,chunk_001::cluster_001,chunk_001,1,1,10,2995,2998,4911,4914,his murdered wife,2997,4913,core,
chunk_001::cluster_001::mention_011,chunk_001::cluster_001,chunk_001,1,1,11,5062,5064,6978,6980,his wife,5063,6979,right_overlap,6978:6980:his wife
chunk_001::cluster_001::mention_012,chunk_001::cluster_001,chunk_001,1,1,12,5452,5454,7368,7370,Mrs. Otis,5453,7369,right_overlap,7368:7370:mrs. otis
chunk_001::cluster_001::mention_013,chunk_001::cluster_001,chunk_001,1,1,13,5562,5567,7478,7483,the Minister's worthy wife,5566,7482,right_overlap,7478:7483:the minister's worthy wife
chunk_001::cluster_002::mention_000,chunk_001::cluster_002,chunk_001,1,2,0,30,33,1946,1949,The whole family,32,1948,left_overlap,1946:1949:the whole family
chunk_001::cluster_002::mention_001,chunk_001::cluster_002,chunk_001,1,2,1,127,130,2043,2046,the whole family,129,2045,left_overlap,2043:2046:the whole family
chunk_001::cluster_002::mention_002,chunk_001::cluster_002,chunk_001,1,2,2,135,136,2051,2052,They,135,2051,left_overlap,2051:2052:they
chunk_001::cluster_002::mention_003,chunk_001::cluster_002,chunk_001,1,2,3,145,146,2061,2062,they,145,2061,left_overlap,2061:2062:they
chunk_001::cluster_002::mention_004,chunk_001::cluster_002,chunk_001,1,2,4,311,313,2227,2229,the family,312,2228,left_overlap,2227:2229:the family
chunk_001::cluster_002::mention_005,chunk_001::cluster_002,chunk_001,1,2,5,1283,1286,3199,3202,the Otis family,1285,3201,left_overlap,3199:3202:the otis family
chunk_001::cluster_002::mention_006,chunk_001::cluster_002,chunk_001,1,2,6,1290,1291,3206,3207,they,1290,3206,left_overlap,3206:3207:they
chunk_001::cluster_002::mention_007,chunk_001::cluster_002,chunk_001,1,2,7,1411,1412,3327,3328,we,1411,3327,left_overlap,3327:3328:we
chunk_001::cluster_002::mention_008,chunk_001::cluster_002,chunk_001,1,2,8,1450,1451,3366,3367,they,1450,3366,left_overlap,3366:3367:they
chunk_001::cluster_002::mention_009,chunk_001::cluster_002,chunk_001,1,2,9,1544,1545,3460,3461,they,1544,3460,left_overlap,3460:3461:they
