relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_probabilities_json,selection_method
rel_1018_7642_1019,1018,7642,7642,7644,1019,15,16,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.7497435496740982, ""https://example.org/narrative-character-ontology#rulesOver"": 0.029298716637323762, ""https://example.org/narrative-character-ontology#locatedIn"": 0.13002572466560375, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.09093200902297427}",nli_grouped_softmax
rel_1051_7880_1052,1051,7880,7880,7881,1052,14,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.13108537704923331, ""https://example.org/narrative-character-ontology#threatens"": 0.04651226455166104, ""https://example.org/narrative-character-ontology#protects"": 0.061019922341544845, ""https://example.org/narrative-character-ontology#loves"": 0.038409690388137685, ""https://example.org/narrative-character-ontology#kills"": 0.016263686193855983, ""https://example.org/narrative-character-ontology#hates"": 0.027024592414463477, ""https://example.org/narrative-character-ontology#guides"": 0.20125238790918906, ""https://example.org/narrative-character-ontology#follows"": 0.07037080895263222, ""https://example.org/narrative-character-ontology#fears"": 0.10430645189599648, ""https://example.org/narrative-character-ontology#distrusts"": 0.07873464063405952, ""https://example.org/narrative-character-ontology#deceives"": 0.06332687354392885, ""https://example.org/narrative-character-ontology#commands"": 0.060900859116251635, ""https://example.org/narrative-character-ontology#betrays"": 0.051183599405302795, ""https://example.org/narrative-character-ontology#attacks"": 0.04960884560374312}",nli_grouped_softmax
rel_1062_7954_1063,1062,7954,7954,7955,1063,14,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.07953908886613915, ""https://example.org/narrative-character-ontology#threatens"": 0.02205487665483056, ""https://example.org/narrative-character-ontology#protects"": 0.03476502546096414, ""https://example.org/narrative-character-ontology#loves"": 0.014184183288992312, ""https://example.org/narrative-character-ontology#kills"": 0.00906899874356963, ""https://example.org/narrative-character-ontology#hates"": 0.013067081968465972, ""https://example.org/narrative-character-ontology#guides"": 0.28157778732202776, ""https://example.org/narrative-character-ontology#follows"": 0.23269647287437537, ""https://example.org/narrative-character-ontology#fears"": 0.039317068632044934, ""https://example.org/narrative-character-ontology#distrusts"": 0.08808474530656268, ""https://example.org/narrative-character-ontology#deceives"": 0.06843319128760271, ""https://example.org/narrative-character-ontology#commands"": 0.03583357501294608, ""https://example.org/narrative-character-ontology#betrays"": 0.056264128249347456, ""https://example.org/narrative-character-ontology#attacks"": 0.02511377633213135}",nli_grouped_softmax
rel_1081_8077_1083,1081,8077,8077,8079,1083,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.11661736902775205, ""https://example.org/narrative-character-ontology#threatens"": 0.049669079683302524, ""https://example.org/narrative-character-ontology#protects"": 0.08141204420950489, ""https://example.org/narrative-character-ontology#loves"": 0.048708392718599676, ""https://example.org/narrative-character-ontology#kills"": 0.016251660697524355, ""https://example.org/narrative-character-ontology#hates"": 0.027591064638506666, ""https://example.org/narrative-character-ontology#guides"": 0.14246459857966912, ""https://example.org/narrative-character-ontology#follows"": 0.09965075895382587, ""https://example.org/narrative-character-ontology#fears"": 0.05195118228009828, ""https://example.org/narrative-character-ontology#distrusts"": 0.10131892603307113, ""https://example.org/narrative-character-ontology#deceives"": 0.06729551131871075, ""https://example.org/narrative-character-ontology#commands"": 0.048140922754910574, ""https://example.org/narrative-character-ontology#betrays"": 0.10901826236462989, ""https://example.org/narrative-character-ontology#attacks"": 0.03991022673989428}",nli_grouped_softmax
rel_1133_8432_1135,1133,8432,8432,8434,1135,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.08605640004884237, ""https://example.org/narrative-character-ontology#threatens"": 0.06286804789653706, ""https://example.org/narrative-character-ontology#protects"": 0.1262241805124186, ""https://example.org/narrative-character-ontology#loves"": 0.0181266949041625, ""https://example.org/narrative-character-ontology#kills"": 0.0071402306754996215, ""https://example.org/narrative-character-ontology#hates"": 0.018738661196865177, ""https://example.org/narrative-character-ontology#guides"": 0.13573322417891875, ""https://example.org/narrative-character-ontology#follows"": 0.08792527190518709, ""https://example.org/narrative-character-ontology#fears"": 0.08505381262016123, ""https://example.org/narrative-character-ontology#distrusts"": 0.13498966343009905, ""https://example.org/narrative-character-ontology#deceives"": 0.05486126716066116, ""https://example.org/narrative-character-ontology#commands"": 0.03104605185364095, ""https://example.org/narrative-character-ontology#betrays"": 0.1271520678991528, ""https://example.org/narrative-character-ontology#attacks"": 0.024084425717853682}",nli_grouped_softmax
rel_1213_8820_1215,1213,8820,8820,8821,1215,3,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.11286830446228195, ""https://example.org/narrative-character-ontology#threatens"": 0.046912867788545726, ""https://example.org/narrative-character-ontology#protects"": 0.07933525673863742, ""https://example.org/narrative-character-ontology#loves"": 0.06719958045726426, ""https://example.org/narrative-character-ontology#kills"": 0.03682233182954401, ""https://example.org/narrative-character-ontology#hates"": 0.029472223818327873, ""https://example.org/narrative-character-ontology#guides"": 0.10886285503333686, ""https://example.org/narrative-character-ontology#follows"": 0.08544743395388447, ""https://example.org/narrative-character-ontology#fears"": 0.0426313065671554, ""https://example.org/narrative-character-ontology#distrusts"": 0.09113614654358751, ""https://example.org/narrative-character-ontology#deceives"": 0.07125469803541469, ""https://example.org/narrative-character-ontology#commands"": 0.06263689642973061, ""https://example.org/narrative-character-ontology#betrays"": 0.09458168752072231, ""https://example.org/narrative-character-ontology#attacks"": 0.07083841082156683}",nli_grouped_softmax
rel_1214_8820_1215,1214,8820,8820,8821,1215,14,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.10629972379807984, ""https://example.org/narrative-character-ontology#threatens"": 0.04890577557965506, ""https://example.org/narrative-character-ontology#protects"": 0.07171557865443376, ""https://example.org/narrative-character-ontology#loves"": 0.05853254940088149, ""https://example.org/narrative-character-ontology#kills"": 0.03264196154093361, ""https://example.org/narrative-character-ontology#hates"": 0.04046520117516585, ""https://example.org/narrative-character-ontology#guides"": 0.09454493149145098, ""https://example.org/narrative-character-ontology#follows"": 0.076939584694053, ""https://example.org/narrative-character-ontology#fears"": 0.09500770556481501, ""https://example.org/narrative-character-ontology#distrusts"": 0.09307914819025392, ""https://example.org/narrative-character-ontology#deceives"": 0.06671583790065576, ""https://example.org/narrative-character-ontology#commands"": 0.05785062454503493, ""https://example.org/narrative-character-ontology#betrays"": 0.08516435685399831, ""https://example.org/narrative-character-ontology#attacks"": 0.07213702061058859}",nli_grouped_softmax
rel_1242_8932_1243,1242,8932,8932,8933,1243,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.08992286863418605, ""https://example.org/narrative-character-ontology#threatens"": 0.06854345424674359, ""https://example.org/narrative-character-ontology#protects"": 0.05411653558686139, ""https://example.org/narrative-character-ontology#loves"": 0.04674257467820558, ""https://example.org/narrative-character-ontology#kills"": 0.020221871935245685, ""https://example.org/narrative-character-ontology#hates"": 0.03263157613564891, ""https://example.org/narrative-character-ontology#guides"": 0.1177405573950752, ""https://example.org/narrative-character-ontology#follows"": 0.06401443070490655, ""https://example.org/narrative-character-ontology#fears"": 0.056935613275497066, ""https://example.org/narrative-character-ontology#distrusts"": 0.06578897609248628, ""https://example.org/narrative-character-ontology#deceives"": 0.1194779666898372, ""https://example.org/narrative-character-ontology#commands"": 0.11971155012810054, ""https://example.org/narrative-character-ontology#betrays"": 0.07706547711924673, ""https://example.org/narrative-character-ontology#attacks"": 0.06708654737795931}",nli_grouped_softmax
rel_1253_8979_1254,1253,8979,8979,8980,1254,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.11502093466701714, ""https://example.org/narrative-character-ontology#threatens"": 0.05260902010241627, ""https://example.org/narrative-character-ontology#protects"": 0.058005848396108284, ""https://example.org/narrative-character-ontology#loves"": 0.11148211253980526, ""https://example.org/narrative-character-ontology#kills"": 0.023666474411409302, ""https://example.org/narrative-character-ontology#hates"": 0.046246294409764604, ""https://example.org/narrative-character-ontology#guides"": 0.11867209106707992, ""https://example.org/narrative-character-ontology#follows"": 0.060908452907489946, ""https://example.org/narrative-character-ontology#fears"": 0.04293823079800626, ""https://example.org/narrative-character-ontology#distrusts"": 0.06702563042380148, ""https://example.org/narrative-character-ontology#deceives"": 0.11345908386868334, ""https://example.org/narrative-character-ontology#commands"": 0.05834672409808472, ""https://example.org/narrative-character-ontology#betrays"": 0.0736132539142253, ""https://example.org/narrative-character-ontology#attacks"": 0.058005848396108284}",nli_grouped_softmax
rel_1253_8979_1255,1253,8979,8979,8980,1255,9,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.12076817952346278, ""https://example.org/narrative-character-ontology#threatens"": 0.05406364149135422, ""https://example.org/narrative-character-ontology#protects"": 0.08171583780491078, ""https://example.org/narrative-character-ontology#loves"": 0.07275058147186989, ""https://example.org/narrative-character-ontology#kills"": 0.019276985028421314, ""https://example.org/narrative-character-ontology#hates"": 0.03552511900102636, ""https://example.org/narrative-character-ontology#guides"": 0.13765247492403426, ""https://example.org/narrative-character-ontology#follows"": 0.06689020365559888, ""https://example.org/narrative-character-ontology#fears"": 0.052298033697612496, ""https://example.org/narrative-character-ontology#distrusts"": 0.07804998062789083, ""https://example.org/narrative-character-ontology#deceives"": 0.10021815889819766, ""https://example.org/narrative-character-ontology#commands"": 0.05960969023912706, ""https://example.org/narrative-character-ontology#betrays"": 0.07078825865637019, ""https://example.org/narrative-character-ontology#attacks"": 0.050392854980123226}",nli_grouped_softmax
rel_1259_9030_1261,1259,9030,9030,9031,1261,14,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.17177853663033935, ""https://example.org/narrative-character-ontology#threatens"": 0.03445867420604231, ""https://example.org/narrative-character-ontology#protects"": 0.0381422753770841, ""https://example.org/narrative-character-ontology#loves"": 0.03859188444946205, ""https://example.org/narrative-character-ontology#kills"": 0.01484946565751559, ""https://example.org/narrative-character-ontology#hates"": 0.02496550649480476, ""https://example.org/narrative-character-ontology#guides"": 0.2439082199881576, ""https://example.org/narrative-character-ontology#follows"": 0.11454097645499599, ""https://example.org/narrative-character-ontology#fears"": 0.0322447263855715, ""https://example.org/narrative-character-ontology#distrusts"": 0.05316256625979739, ""https://example.org/narrative-character-ontology#deceives"": 0.08713817977360966, ""https://example.org/narrative-character-ontology#commands"": 0.06276327641343066, ""https://example.org/narrative-character-ontology#betrays"": 0.041646356339565295, ""https://example.org/narrative-character-ontology#attacks"": 0.04180935556962375}",nli_grouped_softmax
rel_1262_9037_1263,1262,9037,9037,9039,1263,14,11,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.6998132012043096, ""https://example.org/narrative-character-ontology#rulesOver"": 0.07798195911258513, ""https://example.org/narrative-character-ontology#locatedIn"": 0.04927875876496197, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.17292608091814324}",nli_grouped_softmax
rel_1271_9084_1272,1271,9084,9084,9086,1272,15,16,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.5686760894819239, ""https://example.org/narrative-character-ontology#rulesOver"": 0.03302826611034852, ""https://example.org/narrative-character-ontology#locatedIn"": 0.08873416533144167, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.3095614790762859}",nli_grouped_softmax
rel_1273_9090_1274,1273,9090,9090,9092,1274,15,13,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.7951375204862795, ""https://example.org/narrative-character-ontology#rulesOver"": 0.023940830584186723, ""https://example.org/narrative-character-ontology#locatedIn"": 0.06737360760620849, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.11354804132332524}",nli_grouped_softmax
rel_1281_9162_1283,1281,9162,9162,9163,1283,14,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.07712829197172794, ""https://example.org/narrative-character-ontology#threatens"": 0.06444310006347735, ""https://example.org/narrative-character-ontology#protects"": 0.117836525862673, ""https://example.org/narrative-character-ontology#loves"": 0.03085980536559587, ""https://example.org/narrative-character-ontology#kills"": 0.04817147495236149, ""https://example.org/narrative-character-ontology#hates"": 0.04668939447757352, ""https://example.org/narrative-character-ontology#guides"": 0.12753614981880942, ""https://example.org/narrative-character-ontology#follows"": 0.061132784281952526, ""https://example.org/narrative-character-ontology#fears"": 0.13510024249614214, ""https://example.org/narrative-character-ontology#distrusts"": 0.06319665767737379, ""https://example.org/narrative-character-ontology#deceives"": 0.057205041916965994, ""https://example.org/narrative-character-ontology#commands"": 0.04970060171160712, ""https://example.org/narrative-character-ontology#betrays"": 0.04048529877087227, ""https://example.org/narrative-character-ontology#attacks"": 0.0805146306328676}",nli_grouped_softmax
rel_1324_9428_1326,1324,9428,9428,9429,1326,14,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.09692673460273439, ""https://example.org/narrative-character-ontology#threatens"": 0.0640646596091516, ""https://example.org/narrative-character-ontology#protects"": 0.054264880771171385, ""https://example.org/narrative-character-ontology#loves"": 0.04960211652704284, ""https://example.org/narrative-character-ontology#kills"": 0.02375291784905406, ""https://example.org/narrative-character-ontology#hates"": 0.0469623400383219, ""https://example.org/narrative-character-ontology#guides"": 0.09826100500804086, ""https://example.org/narrative-character-ontology#follows"": 0.06635699159873418, ""https://example.org/narrative-character-ontology#fears"": 0.07202983295076586, ""https://example.org/narrative-character-ontology#distrusts"": 0.08903187415919064, ""https://example.org/narrative-character-ontology#deceives"": 0.16019579502184045, ""https://example.org/narrative-character-ontology#commands"": 0.04152514426795404, ""https://example.org/narrative-character-ontology#betrays"": 0.08339303183513562, ""https://example.org/narrative-character-ontology#attacks"": 0.05363267576086211}",nli_grouped_softmax
rel_1325_9428_1326,1325,9428,9428,9429,1326,17,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.09444853440976009, ""https://example.org/narrative-character-ontology#threatens"": 0.06529493392496857, ""https://example.org/narrative-character-ontology#protects"": 0.06062429387248153, ""https://example.org/narrative-character-ontology#loves"": 0.05751014268248297, ""https://example.org/narrative-character-ontology#kills"": 0.0344752810774145, ""https://example.org/narrative-character-ontology#hates"": 0.04265451805944393, ""https://example.org/narrative-character-ontology#guides"": 0.1092417033510983, ""https://example.org/narrative-character-ontology#follows"": 0.06723616865193098, ""https://example.org/narrative-character-ontology#fears"": 0.04332622897974958, ""https://example.org/narrative-character-ontology#distrusts"": 0.08574479540559862, ""https://example.org/narrative-character-ontology#deceives"": 0.15663440381382124, ""https://example.org/narrative-character-ontology#commands"": 0.04730655298095624, ""https://example.org/narrative-character-ontology#betrays"": 0.07708664714006815, ""https://example.org/narrative-character-ontology#attacks"": 0.058415795650225436}",nli_grouped_softmax
rel_1330_9446_1331,1330,9446,9446,9448,1331,15,16,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.6015467471840149, ""https://example.org/narrative-character-ontology#rulesOver"": 0.02672861511911131, ""https://example.org/narrative-character-ontology#locatedIn"": 0.1292704335113141, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.24245420418555969}",nli_grouped_softmax
rel_1522_10511_1525,1522,10511,10511,10513,1525,3,16,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.33625630419927166, ""https://example.org/narrative-character-ontology#rulesOver"": 0.037142010196128734, ""https://example.org/narrative-character-ontology#locatedIn"": 0.208277176730336, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.41832450887426365}",nli_grouped_softmax
rel_1565_10791_1566,1565,10791,10791,10792,1566,15,4,"{""https://example.org/narrative-character-ontology#usesObject"": 0.48431044414403707, ""https://example.org/narrative-character-ontology#possessesObject"": 0.21323900260743342, ""https://example.org/narrative-character-ontology#destroysObject"": 0.10638888579308449, ""https://example.org/narrative-character-ontology#createsObject"": 0.1960616674554449}",nli_grouped_softmax
rel_1565_10791_1567,1565,10791,10791,10792,1567,15,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.035048865721030026, ""https://example.org/narrative-character-ontology#threatens"": 0.01357868201071187, ""https://example.org/narrative-character-ontology#protects"": 0.8016130929498104, ""https://example.org/narrative-character-ontology#loves"": 0.010090819637449679, ""https://example.org/narrative-character-ontology#kills"": 0.006489722772600509, ""https://example.org/narrative-character-ontology#hates"": 0.00773689979218638, ""https://example.org/narrative-character-ontology#guides"": 0.025343556118563985, ""https://example.org/narrative-character-ontology#follows"": 0.015813196512159133, ""https://example.org/narrative-character-ontology#fears"": 0.016833060064972614, ""https://example.org/narrative-character-ontology#distrusts"": 0.011017850042370478, ""https://example.org/narrative-character-ontology#deceives"": 0.012632027307433518, ""https://example.org/narrative-character-ontology#commands"": 0.018815348356779126, ""https://example.org/narrative-character-ontology#betrays"": 0.009080754770994678, ""https://example.org/narrative-character-ontology#attacks"": 0.015906123942937563}",nli_grouped_softmax
rel_1574_10827_1575,1574,10827,10827,10829,1575,17,13,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.28274294856619253, ""https://example.org/narrative-character-ontology#rulesOver"": 0.06238392981411382, ""https://example.org/narrative-character-ontology#locatedIn"": 0.18973197050830795, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.46514115111138576}",nli_grouped_softmax
rel_1606_10998_1607,1606,10998,10998,10999,1607,17,4,"{""https://example.org/narrative-character-ontology#usesObject"": 0.48089674646683644, ""https://example.org/narrative-character-ontology#possessesObject"": 0.181107374155046, ""https://example.org/narrative-character-ontology#destroysObject"": 0.181107374155046, ""https://example.org/narrative-character-ontology#createsObject"": 0.15688850522307152}",nli_grouped_softmax
rel_1606_10998_1608,1606,10998,10998,10999,1608,17,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.060318167794377854, ""https://example.org/narrative-character-ontology#threatens"": 0.08156425878864655, ""https://example.org/narrative-character-ontology#protects"": 0.04319172705164244, ""https://example.org/narrative-character-ontology#loves"": 0.061628086942206624, ""https://example.org/narrative-character-ontology#kills"": 0.0337035137828631, ""https://example.org/narrative-character-ontology#hates"": 0.11159404892457157, ""https://example.org/narrative-character-ontology#guides"": 0.06333648044386551, ""https://example.org/narrative-character-ontology#follows"": 0.05364808898884751, ""https://example.org/narrative-character-ontology#fears"": 0.05973199004158427, ""https://example.org/narrative-character-ontology#distrusts"": 0.08382530333174297, ""https://example.org/narrative-character-ontology#deceives"": 0.06534699615215407, ""https://example.org/narrative-character-ontology#commands"": 0.06585951899512481, ""https://example.org/narrative-character-ontology#betrays"": 0.08398918461553254, ""https://example.org/narrative-character-ontology#attacks"": 0.13226263414684014}",nli_grouped_softmax
rel_1625_11090_1626,1625,11090,11090,11091,1626,17,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.06883373232541407, ""https://example.org/narrative-character-ontology#threatens"": 0.05762517540468666, ""https://example.org/narrative-character-ontology#protects"": 0.04523051841663649, ""https://example.org/narrative-character-ontology#loves"": 0.023788301357021865, ""https://example.org/narrative-character-ontology#kills"": 0.04523051841663649, ""https://example.org/narrative-character-ontology#hates"": 0.05439881430232927, ""https://example.org/narrative-character-ontology#guides"": 0.06491639233775799, ""https://example.org/narrative-character-ontology#follows"": 0.049001463754795485, ""https://example.org/narrative-character-ontology#fears"": 0.061702158877575845, ""https://example.org/narrative-character-ontology#distrusts"": 0.09917919804866997, ""https://example.org/narrative-character-ontology#deceives"": 0.026903080457800363, ""https://example.org/narrative-character-ontology#commands"": 0.028249306827486803, ""https://example.org/narrative-character-ontology#betrays"": 0.06086431517215954, ""https://example.org/narrative-character-ontology#attacks"": 0.3140770243010292}",nli_grouped_softmax
rel_1631_11118_1632,1631,11118,11118,11120,1632,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.08572148211145952, ""https://example.org/narrative-character-ontology#threatens"": 0.04990333507046602, ""https://example.org/narrative-character-ontology#protects"": 0.049225705698517634, ""https://example.org/narrative-character-ontology#loves"": 0.04893811719642694, ""https://example.org/narrative-character-ontology#kills"": 0.021048021929198493, ""https://example.org/narrative-character-ontology#hates"": 0.050590292527389745, ""https://example.org/narrative-character-ontology#guides"": 0.10974656719971401, ""https://example.org/narrative-character-ontology#follows"": 0.07805029765533714, ""https://example.org/narrative-character-ontology#fears"": 0.05743838658266614, ""https://example.org/narrative-character-ontology#distrusts"": 0.07974530237996656, ""https://example.org/narrative-character-ontology#deceives"": 0.03701264868602084, ""https://example.org/narrative-character-ontology#commands"": 0.043782248971081024, ""https://example.org/narrative-character-ontology#betrays"": 0.05118663488687663, ""https://example.org/narrative-character-ontology#attacks"": 0.23761095910487937}",nli_grouped_softmax
rel_1635_11131_1636,1635,11131,11131,11132,1636,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.12305380881111251, ""https://example.org/narrative-character-ontology#threatens"": 0.033805703884109355, ""https://example.org/narrative-character-ontology#protects"": 0.062238955923372766, ""https://example.org/narrative-character-ontology#loves"": 0.0534963762102138, ""https://example.org/narrative-character-ontology#kills"": 0.013846762035074029, ""https://example.org/narrative-character-ontology#hates"": 0.051749294138637145, ""https://example.org/narrative-character-ontology#guides"": 0.12695995600852034, ""https://example.org/narrative-character-ontology#follows"": 0.06855667614984351, ""https://example.org/narrative-character-ontology#fears"": 0.05655864020823761, ""https://example.org/narrative-character-ontology#distrusts"": 0.11138719276925117, ""https://example.org/narrative-character-ontology#deceives"": 0.03251062770600399, ""https://example.org/narrative-character-ontology#commands"": 0.03474283251652621, ""https://example.org/narrative-character-ontology#betrays"": 0.053183837416035794, ""https://example.org/narrative-character-ontology#attacks"": 0.1779093362230619}",nli_grouped_softmax
rel_1666_11323_1667,1666,11323,11323,11325,1667,17,4,"{""https://example.org/narrative-character-ontology#usesObject"": 0.44679791591440143, ""https://example.org/narrative-character-ontology#possessesObject"": 0.20296710117144287, ""https://example.org/narrative-character-ontology#destroysObject"": 0.12358759213328153, ""https://example.org/narrative-character-ontology#createsObject"": 0.22664739078087423}",nli_grouped_softmax
rel_1727_11736_1728,1727,11736,11736,11738,1728,14,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.12188754934734221, ""https://example.org/narrative-character-ontology#threatens"": 0.06951728700461116, ""https://example.org/narrative-character-ontology#protects"": 0.057407169833769485, ""https://example.org/narrative-character-ontology#loves"": 0.02841860980865469, ""https://example.org/narrative-character-ontology#kills"": 0.01563306082696002, ""https://example.org/narrative-character-ontology#hates"": 0.027760293421483277, ""https://example.org/narrative-character-ontology#guides"": 0.17172121701220755, ""https://example.org/narrative-character-ontology#follows"": 0.09272715770295986, ""https://example.org/narrative-character-ontology#fears"": 0.05785741984712281, ""https://example.org/narrative-character-ontology#distrusts"": 0.11653329405084245, ""https://example.org/narrative-character-ontology#deceives"": 0.0653054475034852, ""https://example.org/narrative-character-ontology#commands"": 0.054193014589167234, ""https://example.org/narrative-character-ontology#betrays"": 0.07335321928712482, ""https://example.org/narrative-character-ontology#attacks"": 0.04768525976426938}",nli_grouped_softmax
rel_1745_11813_1746,1745,11813,11813,11814,1746,9,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.11024574078478003, ""https://example.org/narrative-character-ontology#threatens"": 0.06064611827271226, ""https://example.org/narrative-character-ontology#protects"": 0.0649368335747714, ""https://example.org/narrative-character-ontology#loves"": 0.056418098715795895, ""https://example.org/narrative-character-ontology#kills"": 0.023888926046929854, ""https://example.org/narrative-character-ontology#hates"": 0.03824902735199096, ""https://example.org/narrative-character-ontology#guides"": 0.12455933562580722, ""https://example.org/narrative-character-ontology#follows"": 0.05576080795659094, ""https://example.org/narrative-character-ontology#fears"": 0.13693532803612182, ""https://example.org/narrative-character-ontology#distrusts"": 0.06088348046843199, ""https://example.org/narrative-character-ontology#deceives"": 0.0888448481059267, ""https://example.org/narrative-character-ontology#commands"": 0.058436825003684766, ""https://example.org/narrative-character-ontology#betrays"": 0.06519098915536574, ""https://example.org/narrative-character-ontology#attacks"": 0.05500364090109045}",nli_grouped_softmax
rel_1748_11831_1749,1748,11831,11831,11832,1749,9,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.09908434724264974, ""https://example.org/narrative-character-ontology#threatens"": 0.07435583163591669, ""https://example.org/narrative-character-ontology#protects"": 0.06523543022803198, ""https://example.org/narrative-character-ontology#loves"": 0.05257193473849308, ""https://example.org/narrative-character-ontology#kills"": 0.02261090737910499, ""https://example.org/narrative-character-ontology#hates"": 0.06790039094762967, ""https://example.org/narrative-character-ontology#guides"": 0.09556806032781354, ""https://example.org/narrative-character-ontology#follows"": 0.0517568824365273, ""https://example.org/narrative-character-ontology#fears"": 0.07313159885590823, ""https://example.org/narrative-character-ontology#distrusts"": 0.08727101177671061, ""https://example.org/narrative-character-ontology#deceives"": 0.09399457846901309, ""https://example.org/narrative-character-ontology#commands"": 0.058078282119402254, ""https://example.org/narrative-character-ontology#betrays"": 0.08516617025456369, ""https://example.org/narrative-character-ontology#attacks"": 0.07327457358823526}",nli_grouped_softmax
rel_1757_11879_1758,1757,11879,11879,11881,1758,17,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.11765869879824858, ""https://example.org/narrative-character-ontology#threatens"": 0.07442413153787558, ""https://example.org/narrative-character-ontology#protects"": 0.03868621607726619, ""https://example.org/narrative-character-ontology#loves"": 0.027486266718404453, ""https://example.org/narrative-character-ontology#kills"": 0.021785935757897557, ""https://example.org/narrative-character-ontology#hates"": 0.022609586276664678, ""https://example.org/narrative-character-ontology#guides"": 0.11997930869544629, ""https://example.org/narrative-character-ontology#follows"": 0.1794080912573801, ""https://example.org/narrative-character-ontology#fears"": 0.15556830962877022, ""https://example.org/narrative-character-ontology#distrusts"": 0.03831025971066096, ""https://example.org/narrative-character-ontology#deceives"": 0.039681059686806, ""https://example.org/narrative-character-ontology#commands"": 0.07708714135580028, ""https://example.org/narrative-character-ontology#betrays"": 0.042613156787805626, ""https://example.org/narrative-character-ontology#attacks"": 0.044701837710973594}",nli_grouped_softmax
rel_1778_12015_1779,1778,12015,12015,12017,1779,4,17,"{""https://example.org/narrative-character-ontology#heals"": 0.21630109404265963, ""https://example.org/narrative-character-ontology#empowers"": 0.19810174571026598, ""https://example.org/narrative-character-ontology#curses"": 0.3026596451842242, ""https://example.org/narrative-character-ontology#corrupts"": 0.28293751506285014}",nli_grouped_softmax
rel_1807_12167_1809,1807,12167,12167,12168,1809,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.0941909163077955, ""https://example.org/narrative-character-ontology#threatens"": 0.06850894852099433, ""https://example.org/narrative-character-ontology#protects"": 0.05859880899617726, ""https://example.org/narrative-character-ontology#loves"": 0.04581541571170745, ""https://example.org/narrative-character-ontology#kills"": 0.029178984669931646, ""https://example.org/narrative-character-ontology#hates"": 0.06588441191851015, ""https://example.org/narrative-character-ontology#guides"": 0.09409897789020075, ""https://example.org/narrative-character-ontology#follows"": 0.06323678968630776, ""https://example.org/narrative-character-ontology#fears"": 0.08935251349317531, ""https://example.org/narrative-character-ontology#distrusts"": 0.09746598395127593, ""https://example.org/narrative-character-ontology#deceives"": 0.08805317863040188, ""https://example.org/narrative-character-ontology#commands"": 0.051511656511053515, ""https://example.org/narrative-character-ontology#betrays"": 0.08559446519147418, ""https://example.org/narrative-character-ontology#attacks"": 0.06850894852099433}",nli_grouped_softmax
