row_index,local_cluster_uid,cluster_canonical_name,mention_text,mention_key,matched_anchor,matched_anchor_key,matched_anchor_n_mentions,match_score,match_method
3787,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3790,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3794,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3798,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3808,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3810,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3811,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3816,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3818,chunk_004::cluster_000,Dorothy,The Lion and the Woodman,lion and the woodman,the Lion,lion,1369,0.25,token_subset
3819,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3824,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3830,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3831,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3849,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3854,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3860,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3863,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3870,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3874,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3875,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3876,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3879,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3882,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3884,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3889,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3892,chunk_004::cluster_000,Dorothy,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3896,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3897,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3900,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3904,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3909,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3914,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3931,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3934,chunk_004::cluster_000,Dorothy,the Queen of the Mice,queen of the mice,the mice,mice,58,0.25,token_subset
3938,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3939,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3944,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3948,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3950,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3956,chunk_004::cluster_000,Dorothy,these mice which call you Queen and are willing to obey you,these mice which call you queen and are willing to obey you,the mice,mice,58,0.09090909090909091,token_subset
3963,chunk_004::cluster_000,Dorothy,the mice that attended her,mice that attended her,the mice,mice,58,0.25,token_subset
3970,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3971,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3973,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
4054,chunk_004::cluster_001,the Lion,the poor Scarecrow,poor scarecrow,the Scarecrow,scarecrow,1259,0.5,token_subset
4057,chunk_004::cluster_001,the Lion,the poor Scarecrow,poor scarecrow,the Scarecrow,scarecrow,1259,0.5,token_subset
4071,chunk_004::cluster_001,the Lion,the poor Scarecrow,poor scarecrow,the Scarecrow,scarecrow,1259,0.5,token_subset
4072,chunk_004::cluster_001,the Lion,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
4076,chunk_004::cluster_001,the Lion,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
4078,chunk_004::cluster_001,the Lion,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
4088,chunk_004::cluster_001,the Lion,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
4090,chunk_004::cluster_001,the Lion,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
4256,chunk_004::cluster_003,the travelers,his friends,his friends,his friends,his friends,121,1.0,exact
4557,chunk_005::cluster_000,Dorothy,"the girl, ""and these are my friends, the Tin Woodman",girl and these are my friends the tin woodman,the Tin Woodman,tin woodman,331,0.2222222222222222,token_subset
4606,chunk_005::cluster_000,Dorothy,the Queen of the Mice,queen of the mice,the mice,mice,58,0.25,token_subset
4620,chunk_005::cluster_000,Dorothy,the mice that attended her,mice that attended her,the mice,mice,58,0.25,token_subset
4648,chunk_005::cluster_000,Dorothy,The Queen of the Mice,queen of the mice,the mice,mice,58,0.25,token_subset
4663,chunk_005::cluster_000,Dorothy,A woman,woman,the old woman,old woman,62,0.5,token_subset
4672,chunk_005::cluster_000,Dorothy,the woman,woman,the old woman,old woman,62,0.5,token_subset
4676,chunk_005::cluster_000,Dorothy,the woman,woman,the old woman,old woman,62,0.5,token_subset
4678,chunk_005::cluster_000,Dorothy,the woman,woman,the old woman,old woman,62,0.5,token_subset
4679,chunk_005::cluster_000,Dorothy,the woman,woman,the old woman,old woman,62,0.5,token_subset
4698,chunk_005::cluster_000,Dorothy,The woman,woman,the old woman,old woman,62,0.5,token_subset
4701,chunk_005::cluster_000,Dorothy,The woman,woman,the old woman,old woman,62,0.5,token_subset
4755,chunk_005::cluster_001,the travelers,his friends,his friends,his friends,his friends,121,1.0,exact
4883,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4890,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4893,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4895,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4900,chunk_005::cluster_002,the Scarecrow,The Lion,lion,the Lion,lion,1369,1.0,exact
4902,chunk_005::cluster_002,the Scarecrow,the Cowardly Lion,cowardly lion,the Lion,lion,1369,0.5,token_subset
4915,chunk_005::cluster_002,the Scarecrow,the Stork with her great claws grabbed the Scarecrow,stork with her great claws grabbed the scarecrow,the Stork,stork,58,0.125,token_subset
4918,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4924,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4938,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4940,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4946,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4950,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4956,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
4966,chunk_005::cluster_002,the Scarecrow,The Lion,lion,the Lion,lion,1369,1.0,exact
4976,chunk_005::cluster_002,the Scarecrow,"the Cowardly Lion, who is asleep in the poppy bed",cowardly lion who is asleep in the poppy bed,the Lion,lion,1369,0.1111111111111111,token_subset
4977,chunk_005::cluster_002,the Scarecrow,A Lion,lion,the Lion,lion,1369,1.0,exact
4980,chunk_005::cluster_002,the Scarecrow,this Lion,this lion,the Lion,lion,1369,0.5,token_subset
4990,chunk_005::cluster_002,the Scarecrow,the Scarecrow to the Tin Woodman,scarecrow to the tin woodman,the Tin Woodman,tin woodman,331,0.4,token_subset
4991,chunk_005::cluster_002,the Scarecrow,a truck that will carry the Lion,truck that will carry the lion,the Lion,lion,1369,0.16666666666666666,token_subset
4992,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5005,chunk_005::cluster_002,the Scarecrow,the place where the Lion lay asleep,place where the lion lay asleep,the Lion,lion,1369,0.16666666666666666,token_subset
5006,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5007,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5012,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5015,chunk_005::cluster_002,the Scarecrow,the big Lion,big lion,the Lion,lion,1369,0.5,token_subset
5018,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5021,chunk_005::cluster_002,the Scarecrow,the Cowardly Lion,cowardly lion,the Lion,lion,1369,0.5,token_subset
5035,chunk_005::cluster_002,the Scarecrow,the Cowardly Lion,cowardly lion,the Lion,lion,1369,0.5,token_subset
5040,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5042,chunk_005::cluster_002,the Scarecrow,the great Lion,great lion,the Lion,lion,1369,0.5,token_subset
5045,chunk_005::cluster_002,the Scarecrow,that great Lion,that great lion,the Lion,lion,1369,0.3333333333333333,token_subset
5046,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5051,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5058,chunk_005::cluster_002,the Scarecrow,the Cowardly Lion,cowardly lion,the Lion,lion,1369,0.5,token_subset
5060,chunk_005::cluster_002,the Scarecrow,The Lion,lion,the Lion,lion,1369,1.0,exact
5062,chunk_005::cluster_002,the Scarecrow,the Lion,lion,the Lion,lion,1369,1.0,exact
5185,chunk_005::cluster_009,the road,the road of yellow brick that led to the Emerald City,road of yellow brick that led to the emerald city,the Emerald City,emerald city,263,0.2,token_subset
5434,chunk_005::cluster_058,the man,a little man about the same size as the Munchkins,little man about the same size as the munchkins,the Munchkins,munchkins,118,0.125,token_subset
5486,chunk_006::cluster_001,Dorothy,the mice that attended her,mice that attended her,the mice,mice,58,0.25,token_subset
5512,chunk_006::cluster_001,Dorothy,The Queen of the Mice,queen of the mice,the mice,mice,58,0.25,token_subset
5527,chunk_006::cluster_001,Dorothy,A woman,woman,the old woman,old woman,62,0.5,token_subset
5536,chunk_006::cluster_001,Dorothy,the woman,woman,the old woman,old woman,62,0.5,token_subset
5540,chunk_006::cluster_001,Dorothy,the woman,woman,the old woman,old woman,62,0.5,token_subset
5542,chunk_006::cluster_001,Dorothy,the woman,woman,the old woman,old woman,62,0.5,token_subset
5543,chunk_006::cluster_001,Dorothy,the woman,woman,the old woman,old woman,62,0.5,token_subset
5563,chunk_006::cluster_001,Dorothy,The woman,woman,the old woman,old woman,62,0.5,token_subset
5566,chunk_006::cluster_001,Dorothy,The woman,woman,the old woman,old woman,62,0.5,token_subset
5762,chunk_006::cluster_005,Oz,a truck that will carry the Lion,truck that will carry the lion,the Lion,lion,1369,0.16666666666666666,token_subset
5763,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5764,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5765,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5767,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5770,chunk_006::cluster_005,Oz,the big Lion,big lion,the Lion,lion,1369,0.5,token_subset
5772,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5774,chunk_006::cluster_005,Oz,the Cowardly Lion,cowardly lion,the Lion,lion,1369,0.5,token_subset
5786,chunk_006::cluster_005,Oz,"him of the field mice, and how they had generously saved him",him of the field mice and how they had generously saved him,the mice,mice,58,0.09090909090909091,token_subset
5788,chunk_006::cluster_005,Oz,the Cowardly Lion,cowardly lion,the Lion,lion,1369,0.5,token_subset
5793,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5796,chunk_006::cluster_005,Oz,the great Lion,great lion,the Lion,lion,1369,0.5,token_subset
5797,chunk_006::cluster_005,Oz,that great Lion,that great lion,the Lion,lion,1369,0.3333333333333333,token_subset
5798,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5803,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5838,chunk_006::cluster_005,Oz,the Cowardly Lion,cowardly lion,the Lion,lion,1369,0.5,token_subset
5851,chunk_006::cluster_005,Oz,The Lion,lion,the Lion,lion,1369,1.0,exact
5852,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5867,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5868,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
5886,chunk_006::cluster_005,Oz,The Lion,lion,the Lion,lion,1369,1.0,exact
5940,chunk_006::cluster_005,Oz,the Lion,lion,the Lion,lion,1369,1.0,exact
6106,chunk_006::cluster_008,the people,the others,others,the others,others,63,1.0,exact
6281,chunk_006::cluster_036,the man,the great Head Dorothy had told him of,great head dorothy had told him of,Dorothy,dorothy,3394,0.14285714285714285,token_subset
6389,chunk_006::cluster_101,the Wicked Witch of the West,aunt,aunt,Aunt Em,aunt em,142,0.5,token_subset
6505,chunk_007::cluster_001,the Scarecrow,the soldier with the green whiskers led the Lion,soldier with the green whiskers led the lion,the Lion,lion,1369,0.14285714285714285,token_subset
6625,chunk_007::cluster_002,Oz,the great Head Dorothy had told him of,great head dorothy had told him of,Dorothy,dorothy,3394,0.14285714285714285,token_subset
6845,chunk_007::cluster_008,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
6847,chunk_007::cluster_008,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
6858,chunk_007::cluster_008,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
6861,chunk_007::cluster_008,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
6997,chunk_007::cluster_012,the streets,the streets of the Emerald City,streets of the emerald city,the Emerald City,emerald city,263,0.4,token_subset
7000,chunk_007::cluster_012,the streets,the streets of the Emerald City,streets of the emerald city,the Emerald City,emerald city,263,0.4,token_subset
7077,chunk_007::cluster_028,his friends,the others,others,the others,others,63,1.0,exact
7078,chunk_007::cluster_028,his friends,These people,these people,those people,those people,72,0.9166666666666666,fuzzy
7382,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7388,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7392,chunk_008::cluster_000,Dorothy,The Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7396,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7397,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7398,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7400,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7410,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7412,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7413,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7424,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7427,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7430,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7440,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7442,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7452,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7456,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7458,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7461,chunk_008::cluster_000,Dorothy,The Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7469,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7476,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7477,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7483,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7484,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7486,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7492,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7496,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7497,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7500,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7505,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7513,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7517,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7523,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7525,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7526,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7532,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7533,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7537,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7538,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7542,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7544,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7545,chunk_008::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
7548,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7549,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7556,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7561,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7579,chunk_008::cluster_000,Dorothy,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7580,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7600,chunk_008::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
7601,chunk_008::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
7861,chunk_008::cluster_001,the Witch,the Lion did not have to do as the Witch,lion did not have to do as the witch,the Lion,lion,1369,0.1111111111111111,token_subset
7863,chunk_008::cluster_001,the Witch,the woman,woman,the old woman,old woman,62,0.5,token_subset
7953,chunk_008::cluster_009,the Witch,Aunt Em,aunt em,Aunt Em,aunt em,142,1.0,exact
7954,chunk_008::cluster_009,the Witch,Aunt Em,aunt em,Aunt Em,aunt em,142,1.0,exact
7968,chunk_008::cluster_009,the Witch,Aunt Em,aunt em,Aunt Em,aunt em,142,1.0,exact
7970,chunk_008::cluster_011,her friends,his friends,his friends,his friends,his friends,121,1.0,exact
7972,chunk_008::cluster_011,her friends,his friends,his friends,his friends,his friends,121,1.0,exact
7976,chunk_008::cluster_011,her friends,his friends,his friends,his friends,his friends,121,1.0,exact
8004,chunk_008::cluster_013,the soldier with the green whiskers,The leader of the Winged Monkeys,leader of the winged monkeys,the Winged Monkeys,winged monkeys,107,0.4,token_subset
8008,chunk_008::cluster_013,the soldier with the green whiskers,the others,others,the others,others,63,1.0,exact
8036,chunk_008::cluster_017,the castle,the Witch's castle,witch castle,a witch,witch,547,0.5,token_subset
8037,chunk_008::cluster_017,the castle,the castle of the Wicked Witch,castle of the wicked witch,the Wicked Witch,wicked witch,103,0.4,token_subset
8051,chunk_008::cluster_018,the Lion,a more dreadful-looking monster,more dreadful looking monster,the monster,monster,70,0.25,token_subset
8121,chunk_008::cluster_018,the Lion,the Witch to the Lion,witch to the lion,a witch,witch,547,0.25,token_subset
8305,chunk_008::cluster_072,their country,the land of the Winkies,land of the winkies,the Winkies,winkies,150,0.25,token_subset
8559,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8563,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8564,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8565,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8567,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8568,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8569,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8572,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8580,chunk_009::cluster_002,the Scarecrow,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8582,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8585,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8586,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8589,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8593,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8596,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8601,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8611,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8614,chunk_009::cluster_002,the Scarecrow,the Winged Monkeys had tossed the Scarecrow,winged monkeys had tossed the scarecrow,the Winged Monkeys,winged monkeys,107,0.3333333333333333,token_subset
8616,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8618,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8620,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8622,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8626,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8632,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8636,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8638,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8645,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8652,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8654,chunk_009::cluster_002,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
8656,chunk_009::cluster_002,the Scarecrow,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
8861,chunk_009::cluster_006,the Witch,the Lion did not have to do as the Witch,lion did not have to do as the witch,the Lion,lion,1369,0.1111111111111111,token_subset
