local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_000::cluster_011::mention_052,chunk_000::cluster_011,chunk_000,0,11,52,3632,3633,3632,3633,his,3632,3632,core,
chunk_000::cluster_011::mention_053,chunk_000::cluster_011,chunk_000,0,11,53,3641,3642,3641,3642,his,3641,3641,core,
chunk_000::cluster_011::mention_054,chunk_000::cluster_011,chunk_000,0,11,54,3662,3663,3662,3663,him,3662,3662,core,
chunk_000::cluster_011::mention_055,chunk_000::cluster_011,chunk_000,0,11,55,3691,3692,3691,3692,him,3691,3691,core,
chunk_000::cluster_011::mention_056,chunk_000::cluster_011,chunk_000,0,11,56,3699,3700,3699,3700,him,3699,3699,core,
chunk_000::cluster_011::mention_057,chunk_000::cluster_011,chunk_000,0,11,57,3710,3711,3710,3711,his,3710,3710,core,
chunk_000::cluster_011::mention_058,chunk_000::cluster_011,chunk_000,0,11,58,3713,3715,3713,3715,The ghost,3714,3714,core,
chunk_000::cluster_011::mention_059,chunk_000::cluster_011,chunk_000,0,11,59,3738,3739,3738,3739,he,3738,3738,core,
chunk_000::cluster_011::mention_060,chunk_000::cluster_011,chunk_000,0,11,60,3757,3758,3757,3758,he,3757,3757,core,
chunk_000::cluster_011::mention_061,chunk_000::cluster_011,chunk_000,0,11,61,3759,3760,3759,3760,himself,3759,3759,core,
chunk_000::cluster_011::mention_062,chunk_000::cluster_011,chunk_000,0,11,62,3765,3766,3765,3766,his,3765,3765,core,
chunk_000::cluster_011::mention_063,chunk_000::cluster_011,chunk_000,0,11,63,3773,3774,3773,3774,he,3773,3773,core,
chunk_000::cluster_011::mention_064,chunk_000::cluster_011,chunk_000,0,11,64,3819,3820,3819,3820,He,3819,3819,core,
chunk_000::cluster_011::mention_065,chunk_000::cluster_011,chunk_000,0,11,65,3822,3823,3822,3823,his,3822,3822,core,
chunk_000::cluster_011::mention_066,chunk_000::cluster_011,chunk_000,0,11,66,3867,3868,3867,3868,you,3867,3867,core,
chunk_000::cluster_011::mention_067,chunk_000::cluster_011,chunk_000,0,11,67,3881,3882,3881,3882,you,3881,3881,core,
chunk_000::cluster_011::mention_068,chunk_000::cluster_011,chunk_000,0,11,68,3895,3896,3895,3896,you,3895,3895,core,
chunk_000::cluster_011::mention_069,chunk_000::cluster_011,chunk_000,0,11,69,3905,3907,3905,3907,The ghost,3906,3906,core,
chunk_000::cluster_011::mention_070,chunk_000::cluster_011,chunk_000,0,11,70,3922,3923,3922,3923,himself,3922,3922,core,
chunk_000::cluster_011::mention_071,chunk_000::cluster_011,chunk_000,0,11,71,3933,3934,3933,3934,he,3933,3933,core,
chunk_000::cluster_011::mention_072,chunk_000::cluster_011,chunk_000,0,11,72,3970,3971,3970,3971,him,3970,3970,right_overlap,3970:3971:him
chunk_000::cluster_011::mention_073,chunk_000::cluster_011,chunk_000,0,11,73,3973,3974,3973,3974,his,3973,3973,right_overlap,3973:3974:his
chunk_000::cluster_011::mention_074,chunk_000::cluster_011,chunk_000,0,11,74,3978,3979,3978,3979,he,3978,3978,right_overlap,3978:3979:he
chunk_000::cluster_011::mention_075,chunk_000::cluster_011,chunk_000,0,11,75,3980,3981,3980,3981,himself,3980,3980,right_overlap,3980:3981:himself
chunk_000::cluster_011::mention_076,chunk_000::cluster_011,chunk_000,0,11,76,4002,4003,4002,4003,him,4002,4002,right_overlap,4002:4003:him
chunk_000::cluster_011::mention_077,chunk_000::cluster_011,chunk_000,0,11,77,4007,4008,4007,4008,his,4007,4007,right_overlap,4007:4008:his
chunk_000::cluster_011::mention_078,chunk_000::cluster_011,chunk_000,0,11,78,4009,4010,4009,4010,he,4009,4009,right_overlap,4009:4010:he
chunk_000::cluster_011::mention_079,chunk_000::cluster_011,chunk_000,0,11,79,4047,4048,4047,4048,him,4047,4047,right_overlap,4047:4048:him
chunk_000::cluster_011::mention_080,chunk_000::cluster_011,chunk_000,0,11,80,4051,4052,4051,4052,he,4051,4051,right_overlap,4051:4052:he
chunk_000::cluster_011::mention_081,chunk_000::cluster_011,chunk_000,0,11,81,4062,4063,4062,4063,He,4062,4062,right_overlap,4062:4063:he
chunk_000::cluster_011::mention_082,chunk_000::cluster_011,chunk_000,0,11,82,4076,4080,4076,4080,a Spectre in armour,4077,4077,right_overlap,4076:4080:a spectre in armour
chunk_000::cluster_011::mention_083,chunk_000::cluster_011,chunk_000,0,11,83,4105,4106,4105,4106,he,4105,4105,right_overlap,4105:4106:he
chunk_000::cluster_011::mention_084,chunk_000::cluster_011,chunk_000,0,11,84,4106,4107,4106,4107,himself,4106,4106,right_overlap,4106:4107:himself
chunk_000::cluster_011::mention_085,chunk_000::cluster_011,chunk_000,0,11,85,4125,4126,4125,4126,his,4125,4125,right_overlap,4125:4126:his
chunk_000::cluster_011::mention_086,chunk_000::cluster_011,chunk_000,0,11,86,4129,4130,4129,4130,He,4129,4129,right_overlap,4129:4130:he
chunk_000::cluster_011::mention_087,chunk_000::cluster_011,chunk_000,0,11,87,4161,4162,4161,4162,he,4161,4161,right_overlap,4161:4162:he
chunk_000::cluster_011::mention_088,chunk_000::cluster_011,chunk_000,0,11,88,4167,4168,4167,4168,he,4167,4167,right_overlap,4167:4168:he
chunk_000::cluster_011::mention_089,chunk_000::cluster_011,chunk_000,0,11,89,4194,4195,4194,4195,his,4194,4194,right_overlap,4194:4195:his
chunk_000::cluster_011::mention_090,chunk_000::cluster_011,chunk_000,0,11,90,4203,4204,4203,4204,his,4203,4203,right_overlap,4203:4204:his
chunk_000::cluster_011::mention_091,chunk_000::cluster_011,chunk_000,0,11,91,4213,4214,4213,4214,he,4213,4213,right_overlap,4213:4214:he
chunk_000::cluster_011::mention_092,chunk_000::cluster_011,chunk_000,0,11,92,4223,4224,4223,4224,his,4223,4223,right_overlap,4223:4224:his
chunk_000::cluster_011::mention_093,chunk_000::cluster_011,chunk_000,0,11,93,4246,4247,4246,4247,himself,4246,4246,right_overlap,4246:4247:himself
chunk_000::cluster_011::mention_094,chunk_000::cluster_011,chunk_000,0,11,94,4248,4249,4248,4249,he,4248,4248,right_overlap,4248:4249:he
chunk_000::cluster_011::mention_095,chunk_000::cluster_011,chunk_000,0,11,95,4268,4269,4268,4269,He,4268,4268,right_overlap,4268:4269:he
chunk_000::cluster_011::mention_096,chunk_000::cluster_011,chunk_000,0,11,96,4276,4277,4276,4277,his,4276,4276,right_overlap,4276:4277:his
chunk_000::cluster_011::mention_097,chunk_000::cluster_011,chunk_000,0,11,97,4288,4289,4288,4289,his,4288,4288,right_overlap,4288:4289:his
chunk_000::cluster_011::mention_098,chunk_000::cluster_011,chunk_000,0,11,98,4360,4361,4360,4361,he,4360,4360,right_overlap,4360:4361:he
chunk_000::cluster_011::mention_099,chunk_000::cluster_011,chunk_000,0,11,99,4363,4364,4363,4364,His,4363,4363,right_overlap,4363:4364:his
chunk_000::cluster_011::mention_100,chunk_000::cluster_011,chunk_000,0,11,100,4370,4371,4370,4371,He,4370,4370,right_overlap,4370:4371:he
chunk_000::cluster_011::mention_101,chunk_000::cluster_011,chunk_000,0,11,101,4374,4375,4374,4375,his,4374,4374,right_overlap,4374:4375:his
chunk_000::cluster_011::mention_102,chunk_000::cluster_011,chunk_000,0,11,102,4385,4386,4385,4386,him,4385,4385,right_overlap,4385:4386:him
chunk_000::cluster_011::mention_103,chunk_000::cluster_011,chunk_000,0,11,103,4395,4396,4395,4396,himself,4395,4395,right_overlap,4395:4396:himself
chunk_000::cluster_011::mention_104,chunk_000::cluster_011,chunk_000,0,11,104,4408,4409,4408,4409,He,4408,4408,right_overlap,4408:4409:he
chunk_000::cluster_011::mention_105,chunk_000::cluster_011,chunk_000,0,11,105,4421,4422,4421,4422,he,4421,4421,right_overlap,4421:4422:he
chunk_000::cluster_011::mention_106,chunk_000::cluster_011,chunk_000,0,11,106,4457,4458,4457,4458,he,4457,4457,right_overlap,4457:4458:he
chunk_000::cluster_011::mention_107,chunk_000::cluster_011,chunk_000,0,11,107,4489,4490,4489,4490,he,4489,4489,right_overlap,4489:4490:he
chunk_000::cluster_011::mention_108,chunk_000::cluster_011,chunk_000,0,11,108,4512,4513,4512,4513,he,4512,4512,right_overlap,4512:4513:he
chunk_000::cluster_011::mention_109,chunk_000::cluster_011,chunk_000,0,11,109,4518,4519,4518,4519,his,4518,4518,right_overlap,4518:4519:his
chunk_000::cluster_011::mention_110,chunk_000::cluster_011,chunk_000,0,11,110,4525,4526,4525,4526,him,4525,4525,right_overlap,4525:4526:him
chunk_000::cluster_011::mention_111,chunk_000::cluster_011,chunk_000,0,11,111,4544,4545,4544,4545,he,4544,4544,right_overlap,4544:4545:he
chunk_000::cluster_011::mention_112,chunk_000::cluster_011,chunk_000,0,11,112,4562,4563,4562,4563,he,4562,4562,right_overlap,4562:4563:he
chunk_000::cluster_011::mention_113,chunk_000::cluster_011,chunk_000,0,11,113,4579,4580,4579,4580,he,4579,4579,right_overlap,4579:4580:he
chunk_000::cluster_011::mention_114,chunk_000::cluster_011,chunk_000,0,11,114,4699,4700,4699,4700,he,4699,4699,right_overlap,4699:4700:he
chunk_000::cluster_011::mention_115,chunk_000::cluster_011,chunk_000,0,11,115,4713,4714,4713,4714,he,4713,4713,right_overlap,4713:4714:he
chunk_000::cluster_011::mention_116,chunk_000::cluster_011,chunk_000,0,11,116,4718,4719,4718,4719,his,4718,4718,right_overlap,4718:4719:his
chunk_000::cluster_011::mention_117,chunk_000::cluster_011,chunk_000,0,11,117,4739,4740,4739,4740,he,4739,4739,right_overlap,4739:4740:he
chunk_000::cluster_011::mention_118,chunk_000::cluster_011,chunk_000,0,11,118,4750,4751,4750,4751,he,4750,4750,right_overlap,4750:4751:he
chunk_000::cluster_011::mention_119,chunk_000::cluster_011,chunk_000,0,11,119,4800,4801,4800,4801,he,4800,4800,right_overlap,4800:4801:he
chunk_000::cluster_011::mention_120,chunk_000::cluster_011,chunk_000,0,11,120,4853,4854,4853,4854,he,4853,4853,right_overlap,4853:4854:he
chunk_000::cluster_011::mention_121,chunk_000::cluster_011,chunk_000,0,11,121,4867,4868,4867,4868,He,4867,4867,right_overlap,4867:4868:he
chunk_000::cluster_011::mention_122,chunk_000::cluster_011,chunk_000,0,11,122,4880,4881,4880,4881,his,4880,4880,right_overlap,4880:4881:his
chunk_000::cluster_011::mention_123,chunk_000::cluster_011,chunk_000,0,11,123,4896,4897,4896,4897,he,4896,4896,right_overlap,4896:4897:he
chunk_000::cluster_011::mention_124,chunk_000::cluster_011,chunk_000,0,11,124,4905,4906,4905,4906,his,4905,4905,right_overlap,4905:4906:his
chunk_000::cluster_011::mention_125,chunk_000::cluster_011,chunk_000,0,11,125,4911,4912,4911,4912,his,4911,4911,right_overlap,4911:4912:his
chunk_000::cluster_011::mention_126,chunk_000::cluster_011,chunk_000,0,11,126,4924,4925,4924,4925,he,4924,4924,right_overlap,4924:4925:he
chunk_000::cluster_011::mention_127,chunk_000::cluster_011,chunk_000,0,11,127,4938,4939,4938,4939,him,4938,4938,right_overlap,4938:4939:him
chunk_000::cluster_011::mention_128,chunk_000::cluster_011,chunk_000,0,11,128,4940,4941,4940,4941,he,4940,4940,right_overlap,4940:4941:he
chunk_000::cluster_011::mention_129,chunk_000::cluster_011,chunk_000,0,11,129,4944,4945,4944,4945,he,4944,4944,right_overlap,4944:4945:he
chunk_000::cluster_011::mention_130,chunk_000::cluster_011,chunk_000,0,11,130,4946,4947,4946,4947,he,4946,4946,right_overlap,4946:4947:he
chunk_000::cluster_011::mention_131,chunk_000::cluster_011,chunk_000,0,11,131,4969,4970,4969,4970,he,4969,4969,right_overlap,4969:4970:he
chunk_000::cluster_011::mention_132,chunk_000::cluster_011,chunk_000,0,11,132,4994,4995,4994,4995,he,4994,4994,right_overlap,4994:4995:he
chunk_000::cluster_011::mention_133,chunk_000::cluster_011,chunk_000,0,11,133,5012,5013,5012,5013,he,5012,5012,right_overlap,5012:5013:he
chunk_000::cluster_011::mention_134,chunk_000::cluster_011,chunk_000,0,11,134,5019,5020,5019,5020,his,5019,5019,right_overlap,5019:5020:his
chunk_000::cluster_011::mention_135,chunk_000::cluster_011,chunk_000,0,11,135,5024,5025,5024,5025,his,5024,5024,right_overlap,5024:5025:his
chunk_000::cluster_011::mention_136,chunk_000::cluster_011,chunk_000,0,11,136,5052,5053,5052,5053,he,5052,5052,right_overlap,5052:5053:he
chunk_000::cluster_011::mention_137,chunk_000::cluster_011,chunk_000,0,11,137,5059,5060,5059,5060,He,5059,5059,right_overlap,5059:5060:he
chunk_000::cluster_011::mention_138,chunk_000::cluster_011,chunk_000,0,11,138,5062,5063,5062,5063,himself,5062,5062,right_overlap,5062:5063:himself
chunk_000::cluster_011::mention_139,chunk_000::cluster_011,chunk_000,0,11,139,5073,5074,5073,5074,he,5073,5073,right_overlap,5073:5074:he
chunk_000::cluster_011::mention_140,chunk_000::cluster_011,chunk_000,0,11,140,5085,5086,5085,5086,he,5085,5085,right_overlap,5085:5086:he
chunk_000::cluster_011::mention_141,chunk_000::cluster_011,chunk_000,0,11,141,5091,5092,5091,5092,his,5091,5091,right_overlap,5091:5092:his
chunk_000::cluster_011::mention_142,chunk_000::cluster_011,chunk_000,0,11,142,5095,5096,5095,5096,his,5095,5095,right_overlap,5095:5096:his
chunk_000::cluster_011::mention_143,chunk_000::cluster_011,chunk_000,0,11,143,5105,5106,5105,5106,him,5105,5105,right_overlap,5105:5106:him
chunk_000::cluster_011::mention_144,chunk_000::cluster_011,chunk_000,0,11,144,5126,5127,5126,5127,Its,5126,5126,right_overlap,5126:5127:its
chunk_000::cluster_011::mention_145,chunk_000::cluster_011,chunk_000,0,11,145,5133,5134,5133,5134,its,5133,5133,right_overlap,5133:5134:its
chunk_000::cluster_011::mention_146,chunk_000::cluster_011,chunk_000,0,11,146,5182,5183,5182,5183,his,5182,5182,right_overlap,5182:5183:his
chunk_000::cluster_011::mention_147,chunk_000::cluster_011,chunk_000,0,11,147,5263,5264,5263,5264,he,5263,5263,right_overlap,5263:5264:he
chunk_000::cluster_011::mention_148,chunk_000::cluster_011,chunk_000,0,11,148,5277,5280,5277,5280,the awful phantom,5279,5279,right_overlap,5277:5280:the awful phantom
chunk_000::cluster_011::mention_149,chunk_000::cluster_011,chunk_000,0,11,149,5281,5282,5281,5282,he,5281,5281,right_overlap,5281:5282:he
chunk_000::cluster_011::mention_150,chunk_000::cluster_011,chunk_000,0,11,150,5285,5286,5285,5286,his,5285,5285,right_overlap,5285:5286:his
chunk_000::cluster_011::mention_151,chunk_000::cluster_011,chunk_000,0,11,151,5291,5292,5291,5292,his,5291,5291,right_overlap,5291:5292:his
chunk_000::cluster_011::mention_152,chunk_000::cluster_011,chunk_000,0,11,152,5297,5298,5297,5298,he,5297,5297,right_overlap,5297:5298:he
chunk_000::cluster_011::mention_153,chunk_000::cluster_011,chunk_000,0,11,153,5333,5334,5333,5334,his,5333,5333,right_overlap,5333:5334:his
chunk_000::cluster_011::mention_154,chunk_000::cluster_011,chunk_000,0,11,154,5337,5338,5337,5338,he,5337,5337,right_overlap,5337:5338:he
chunk_000::cluster_011::mention_155,chunk_000::cluster_011,chunk_000,0,11,155,5339,5340,5339,5340,himself,5339,5339,right_overlap,5339:5340:himself
chunk_000::cluster_011::mention_156,chunk_000::cluster_011,chunk_000,0,11,156,5350,5351,5350,5351,his,5350,5350,right_overlap,5350:5351:his
chunk_000::cluster_011::mention_157,chunk_000::cluster_011,chunk_000,0,11,157,5362,5367,5362,5367,the brave old Canterville spirit,5366,5366,right_overlap,5362:5367:the brave old canterville spirit
chunk_000::cluster_011::mention_158,chunk_000::cluster_011,chunk_000,0,11,158,5371,5372,5371,5372,he,5371,5371,right_overlap,5371:5372:he
chunk_000::cluster_011::mention_159,chunk_000::cluster_011,chunk_000,0,11,159,5401,5402,5401,5402,he,5401,5401,right_overlap,5401:5402:he
chunk_000::cluster_011::mention_160,chunk_000::cluster_011,chunk_000,0,11,160,5407,5408,5407,5408,he,5407,5407,right_overlap,5407:5408:he
chunk_000::cluster_011::mention_161,chunk_000::cluster_011,chunk_000,0,11,161,5413,5416,5413,5416,the grisly phantom,5415,5415,right_overlap,5413:5416:the grisly phantom
chunk_000::cluster_011::mention_162,chunk_000::cluster_011,chunk_000,0,11,162,5437,5438,5437,5438,his,5437,5437,right_overlap,5437:5438:his
chunk_000::cluster_011::mention_163,chunk_000::cluster_011,chunk_000,0,11,163,5441,5442,5441,5442,he,5441,5441,right_overlap,5441:5442:he
chunk_000::cluster_011::mention_164,chunk_000::cluster_011,chunk_000,0,11,164,5460,5461,5460,5461,his,5460,5460,right_overlap,5460:5461:his
chunk_000::cluster_011::mention_165,chunk_000::cluster_011,chunk_000,0,11,165,5468,5470,5468,5470,the spectre,5469,5469,right_overlap,5468:5470:the spectre
chunk_000::cluster_011::mention_166,chunk_000::cluster_011,chunk_000,0,11,166,5478,5479,5478,5479,its,5478,5478,right_overlap,5478:5479:its
chunk_000::cluster_011::mention_167,chunk_000::cluster_011,chunk_000,0,11,167,5506,5507,5506,5507,He,5506,5506,right_overlap,5506:5507:he
chunk_000::cluster_011::mention_168,chunk_000::cluster_011,chunk_000,0,11,168,5513,5514,5513,5514,his,5513,5513,right_overlap,5513:5514:his
chunk_000::cluster_011::mention_169,chunk_000::cluster_011,chunk_000,0,11,169,5519,5520,5519,5520,his,5519,5519,right_overlap,5519:5520:his
chunk_000::cluster_011::mention_170,chunk_000::cluster_011,chunk_000,0,11,170,5540,5541,5540,5541,he,5540,5540,right_overlap,5540:5541:he
chunk_000::cluster_011::mention_171,chunk_000::cluster_011,chunk_000,0,11,171,5542,5543,5542,5543,himself,5542,5542,right_overlap,5542:5543:himself
chunk_000::cluster_011::mention_172,chunk_000::cluster_011,chunk_000,0,11,172,5567,5568,5567,5568,his,5567,5567,right_overlap,5567:5568:his
chunk_000::cluster_011::mention_173,chunk_000::cluster_011,chunk_000,0,11,173,5577,5578,5577,5578,he,5577,5577,right_overlap,5577:5578:he
chunk_000::cluster_011::mention_174,chunk_000::cluster_011,chunk_000,0,11,174,5594,5595,5594,5595,he,5594,5594,right_overlap,5594:5595:he
chunk_000::cluster_011::mention_175,chunk_000::cluster_011,chunk_000,0,11,175,5601,5604,5601,5604,YE OTIS GHOSTE,5603,5603,right_overlap,5601:5604:ye otis ghoste
chunk_000::cluster_011::mention_176,chunk_000::cluster_011,chunk_000,0,11,176,5605,5611,5605,5611,Ye Onlie True and Originale Spook,5610,5610,right_overlap,5605:5611:ye onlie true and originale spook
chunk_000::cluster_011::mention_177,chunk_000::cluster_011,chunk_000,0,11,177,5628,5629,5628,5629,him,5628,5628,right_overlap,5628:5629:him
chunk_000::cluster_011::mention_178,chunk_000::cluster_011,chunk_000,0,11,178,5630,5631,5630,5631,He,5630,5630,right_overlap,5630:5631:he
chunk_000::cluster_011::mention_179,chunk_000::cluster_011,chunk_000,0,11,179,5648,5649,5648,5649,his,5648,5648,right_overlap,5648:5649:his
chunk_000::cluster_011::mention_180,chunk_000::cluster_011,chunk_000,0,11,180,5651,5652,5651,5652,he,5651,5651,right_overlap,5651:5652:he
chunk_000::cluster_011::mention_181,chunk_000::cluster_011,chunk_000,0,11,181,5653,5654,5653,5654,his,5653,5653,right_overlap,5653:5654:his
chunk_000::cluster_011::mention_182,chunk_000::cluster_011,chunk_000,0,11,182,5661,5662,5661,5662,his,5661,5661,right_overlap,5661:5662:his
chunk_000::cluster_011::mention_183,chunk_000::cluster_011,chunk_000,0,11,183,5666,5667,5666,5667,his,5666,5666,right_overlap,5666:5667:his
chunk_000::cluster_011::mention_184,chunk_000::cluster_011,chunk_000,0,11,184,5709,5710,5709,5710,he,5709,5709,right_overlap,5709:5710:he
chunk_000::cluster_011::mention_185,chunk_000::cluster_011,chunk_000,0,11,185,5731,5732,5731,5732,He,5731,5731,right_overlap,5731:5732:he
chunk_000::cluster_011::mention_186,chunk_000::cluster_011,chunk_000,0,11,186,5747,5748,5747,5748,he,5747,5747,right_overlap,5747:5748:he
chunk_000::cluster_011::mention_187,chunk_000::cluster_011,chunk_000,0,11,187,5778,5779,5778,5779,him,5778,5778,right_overlap,5778:5779:him
chunk_000::cluster_011::mention_188,chunk_000::cluster_011,chunk_000,0,11,188,5781,5782,5781,5782,his,5781,5781,right_overlap,5781:5782:his
chunk_000::cluster_011::mention_189,chunk_000::cluster_011,chunk_000,0,11,189,5786,5787,5786,5787,he,5786,5786,right_overlap,5786:5787:he
chunk_000::cluster_011::mention_190,chunk_000::cluster_011,chunk_000,0,11,190,5790,5791,5790,5791,his,5790,5790,right_overlap,5790:5791:his
chunk_000::cluster_011::mention_191,chunk_000::cluster_011,chunk_000,0,11,191,5795,5796,5795,5796,his,5795,5795,right_overlap,5795:5796:his
chunk_000::cluster_011::mention_192,chunk_000::cluster_011,chunk_000,0,11,192,5803,5804,5803,5804,he,5803,5803,right_overlap,5803:5804:he
chunk_000::cluster_011::mention_193,chunk_000::cluster_011,chunk_000,0,11,193,5813,5814,5813,5814,he,5813,5813,right_overlap,5813:5814:he
chunk_000::cluster_011::mention_194,chunk_000::cluster_011,chunk_000,0,11,194,5849,5850,5849,5850,he,5849,5849,right_overlap,5849:5850:he
chunk_000::cluster_011::mention_195,chunk_000::cluster_011,chunk_000,0,11,195,5853,5854,5853,5854,I,5853,5853,right_overlap,5853:5854:i
chunk_000::cluster_011::mention_196,chunk_000::cluster_011,chunk_000,0,11,196,5861,5862,5861,5862,my,5861,5861,right_overlap,5861:5862:my
chunk_000::cluster_011::mention_197,chunk_000::cluster_011,chunk_000,0,11,197,5865,5866,5865,5866,I,5865,5865,right_overlap,5865:5866:i
chunk_000::cluster_011::mention_198,chunk_000::cluster_011,chunk_000,0,11,198,5879,5880,5879,5880,me,5879,5879,right_overlap,5879:5880:me
chunk_000::cluster_011::mention_199,chunk_000::cluster_011,chunk_000,0,11,199,5887,5888,5887,5888,He,5887,5887,right_overlap,5887:5888:he
chunk_000::cluster_011::mention_200,chunk_000::cluster_011,chunk_000,0,11,200,5906,5908,5906,5908,the ghost,5907,5907,right_overlap,5906:5908:the ghost
chunk_000::cluster_011::mention_201,chunk_000::cluster_011,chunk_000,0,11,201,5929,5930,5929,5930,His,5929,5929,right_overlap,5929:5930:his
chunk_000::cluster_011::mention_202,chunk_000::cluster_011,chunk_000,0,11,202,5936,5937,5936,5937,he,5936,5936,right_overlap,5936:5937:he
chunk_000::cluster_011::mention_203,chunk_000::cluster_011,chunk_000,0,11,203,5946,5947,5946,5947,he,5946,5946,right_overlap,5946:5947:he
chunk_000::cluster_011::mention_204,chunk_000::cluster_011,chunk_000,0,11,204,5948,5949,5948,5949,his,5948,5948,right_overlap,5948:5949:his
chunk_000::cluster_011::mention_205,chunk_000::cluster_011,chunk_000,0,11,205,5956,5957,5956,5957,his,5956,5956,right_overlap,5956:5957:his
chunk_000::cluster_012::mention_000,chunk_000::cluster_012,chunk_000,0,12,0,150,156,150,156,several living members of my family,152,152,core,
chunk_000::cluster_013::mention_000,chunk_000::cluster_013,chunk_000,0,13,0,150,166,150,166,"several living members of my family, as well as by the rector of the parish",159,159,core,
chunk_000::cluster_014::mention_000,chunk_000::cluster_014,chunk_000,0,14,0,154,156,154,156,my family,155,155,core,
chunk_000::cluster_015::mention_000,chunk_000::cluster_015,chunk_000,0,15,0,167,171,167,171,the Rev. Augustus Dampier,170,170,core,
chunk_000::cluster_016::mention_000,chunk_000::cluster_016,chunk_000,0,16,0,174,182,174,182,"a Fellow of King's College, Cambridge",175,175,core,
chunk_000::cluster_017::mention_000,chunk_000::cluster_017,chunk_000,0,17,0,177,182,177,182,"King's College, Cambridge",179,179,core,
chunk_000::cluster_018::mention_000,chunk_000::cluster_018,chunk_000,0,18,0,181,182,181,182,Cambridge,181,181,core,
chunk_000::cluster_019::mention_000,chunk_000::cluster_019,chunk_000,0,19,0,191,196,191,196,none of our younger servants,191,191,core,
chunk_000::cluster_020::mention_000,chunk_000::cluster_020,chunk_000,0,20,0,193,196,193,196,our younger servants,195,195,core,
chunk_000::cluster_021::mention_000,chunk_000::cluster_021,chunk_000,0,21,0,255,258,255,258,a modern country,257,257,core,
chunk_000::cluster_022::mention_000,chunk_000::cluster_022,chunk_000,0,22,0,255,275,255,275,"a modern country, where we have everything that money can buy; and with all our spry young fellows",268,268,core,
chunk_000::cluster_023::mention_000,chunk_000::cluster_023,chunk_000,0,23,0,270,275,270,275,all our spry young fellows,274,274,core,
chunk_000::cluster_024::mention_000,chunk_000::cluster_024,chunk_000,0,24,0,270,279,270,279,all our spry young fellows painting the Old World,274,274,core,
chunk_000::cluster_025::mention_000,chunk_000::cluster_025,chunk_000,0,25,0,271,272,271,272,our,271,271,core,
chunk_000::cluster_026::mention_000,chunk_000::cluster_026,chunk_000,0,26,0,271,275,271,275,our spry young fellows,274,274,core,
chunk_000::cluster_027::mention_000,chunk_000::cluster_027,chunk_000,0,27,0,276,279,276,279,the Old World,278,278,core,
chunk_000::cluster_028::mention_000,chunk_000::cluster_028,chunk_000,0,28,0,284,287,284,287,your best actors,286,286,core,
chunk_000::cluster_029::mention_000,chunk_000::cluster_029,chunk_000,0,29,0,305,306,305,306,Europe,305,305,core,
chunk_000::cluster_030::mention_000,chunk_000::cluster_030,chunk_000,0,30,0,305,313,305,313,"Europe, we'd have it at home",309,309,core,
chunk_000::cluster_031::mention_000,chunk_000::cluster_031,chunk_000,0,31,0,312,313,312,313,home,312,312,core,
chunk_000::cluster_032::mention_000,chunk_000::cluster_032,chunk_000,0,32,0,319,324,319,324,one of our public museums,319,319,core,
chunk_000::cluster_033::mention_000,chunk_000::cluster_033,chunk_000,0,33,0,321,324,321,324,our public museums,323,323,core,
chunk_000::cluster_034::mention_000,chunk_000::cluster_034,chunk_000,0,34,0,327,329,327,329,the road,328,328,core,
chunk_000::cluster_035::mention_000,chunk_000::cluster_035,chunk_000,0,35,0,359,360,359,360,your,359,359,core,
chunk_000::cluster_036::mention_000,chunk_000::cluster_036,chunk_000,0,36,0,359,362,359,362,your enterprising impresarios,361,361,core,
chunk_000::cluster_037::mention_000,chunk_000::cluster_037,chunk_000,0,37,0,386,391,386,391,any member of our family,387,387,core,
chunk_000::cluster_038::mention_000,chunk_000::cluster_038,chunk_000,0,38,0,389,391,389,391,our family,390,390,core,
chunk_000::cluster_039::mention_000,chunk_000::cluster_039,chunk_000,0,39,0,399,402,399,402,the family doctor,401,401,core,
chunk_000::cluster_040::mention_000,chunk_000::cluster_040,chunk_000,0,40,0,436,439,436,439,the British aristocracy,438,438,core,
chunk_000::cluster_041::mention_000,chunk_000::cluster_041,chunk_000,0,41,0,524,526,524,526,Mrs. Otis,525,525,core,
chunk_000::cluster_041::mention_001,chunk_000::cluster_041,chunk_000,0,41,1,598,600,598,600,Mrs. Otis,599,599,core,
chunk_000::cluster_041::mention_002,chunk_000::cluster_041,chunk_000,0,41,2,607,608,607,608,She,607,607,core,
chunk_000::cluster_041::mention_003,chunk_000::cluster_041,chunk_000,0,41,3,628,629,628,629,she,628,628,core,
chunk_000::cluster_041::mention_004,chunk_000::cluster_041,chunk_000,0,41,4,659,660,659,660,Her,659,659,core,
chunk_000::cluster_041::mention_005,chunk_000::cluster_041,chunk_000,0,41,5,1098,1100,1098,1100,Mrs. Umney,1099,1099,core,
chunk_000::cluster_041::mention_006,chunk_000::cluster_041,chunk_000,0,41,6,1105,1107,1105,1107,Mrs. Otis,1106,1106,core,
chunk_000::cluster_041::mention_007,chunk_000::cluster_041,chunk_000,0,41,7,1228,1230,1228,1230,Mrs. Otis,1229,1229,core,
chunk_000::cluster_041::mention_008,chunk_000::cluster_041,chunk_000,0,41,8,1261,1262,1261,1262,I,1261,1261,core,
