global_cluster_uid,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
global_cluster_000233,7,17,the followers of Christ,the followers of christ|the world of the followers of christ,chunk_001::cluster_156|chunk_001::cluster_167|chunk_001::cluster_179|chunk_002::cluster_026|chunk_002::cluster_045|chunk_002::cluster_062|chunk_002::cluster_066,1,2
global_cluster_000234,1,1,the stars,the stars,chunk_001::cluster_141,1,1
global_cluster_000235,2,2,No single God,no single god,chunk_001::cluster_142|chunk_002::cluster_032,1,2
global_cluster_000236,1,1,woman,woman,chunk_001::cluster_149,1,1
global_cluster_000237,1,1,woman,woman,chunk_001::cluster_150,1,1
global_cluster_000238,2,2,followers of other Gods,followers of other gods,chunk_001::cluster_151|chunk_002::cluster_041,1,2
global_cluster_000239,2,2,the Gods of others,the gods of others,chunk_001::cluster_153|chunk_002::cluster_043,1,2
global_cluster_000240,1,1,men,men,chunk_001::cluster_164,1,1
global_cluster_000241,2,2,every peasant,every peasant,chunk_001::cluster_165|chunk_002::cluster_055,1,2
global_cluster_000242,1,6,men,men,chunk_001::cluster_166,1,1
global_cluster_000243,1,1,some men,some men,chunk_001::cluster_168,1,1
global_cluster_000244,1,1,others,others,chunk_001::cluster_169,1,1
global_cluster_000245,1,1,men,men,chunk_001::cluster_170,1,1
global_cluster_000246,4,4,the Christ who will take them to heaven,heaven|the christ who will take them to heaven,chunk_001::cluster_171|chunk_001::cluster_172|chunk_002::cluster_060|chunk_002::cluster_061,1,2
global_cluster_000247,2,2,the world of the spirit,the world of the spirit,chunk_001::cluster_173|chunk_002::cluster_063,1,2
global_cluster_000248,2,2,those realms,those realms,chunk_001::cluster_175|chunk_002::cluster_065,1,2
global_cluster_000249,4,4,the Glastonbury where we of the Old Faith once allowed the monks to build their chapel and their monastery,the glastonbury where we of the old faith once allowed the monks to build their chapel and their monastery|their monastery,chunk_001::cluster_176|chunk_001::cluster_182|chunk_002::cluster_067|chunk_002::cluster_072,1,2
global_cluster_000250,3,3,their chapel,the monks to build their chapel|their chapel,chunk_001::cluster_180|chunk_001::cluster_181|chunk_002::cluster_071,1,2
global_cluster_000251,2,2,suppliants,suppliants,chunk_001::cluster_183|chunk_002::cluster_075,1,2
global_cluster_000252,1,1,our,our,chunk_001::cluster_184,1,1
global_cluster_000253,2,2,many Gods,many gods,chunk_001::cluster_186|chunk_002::cluster_077,1,2
global_cluster_000254,2,2,many Goddesses,many goddesses,chunk_001::cluster_187|chunk_002::cluster_078,1,2
global_cluster_000255,2,2,any Gods,any gods,chunk_001::cluster_191|chunk_002::cluster_083,1,2
global_cluster_000256,2,2,false idols,false idols,chunk_001::cluster_192|chunk_002::cluster_084,1,2
global_cluster_000257,1,1,all men,all men,chunk_001::cluster_194,1,1
global_cluster_000258,1,1,men,men,chunk_001::cluster_195,1,1
global_cluster_000259,1,1,their,their,chunk_001::cluster_197,1,1
global_cluster_000260,2,2,the world where the Great Mother still rules,the world where the great mother still rules,chunk_001::cluster_198|chunk_002::cluster_090,1,2
global_cluster_000261,2,2,the world where the Old People have chosen to live and worship,the world where the old people have chosen to live and worship,chunk_001::cluster_199|chunk_002::cluster_091,1,2
global_cluster_000262,2,2,"the fairy folk, the Shining Ones","the fairy folk, the shining ones",chunk_001::cluster_201|chunk_002::cluster_093,1,2
global_cluster_000263,2,2,the fairy folk,the fairy folk,chunk_001::cluster_200|chunk_002::cluster_092,1,2
global_cluster_000264,2,2,the Shining Ones,the shining ones,chunk_001::cluster_202|chunk_002::cluster_094,1,2
global_cluster_000265,2,11,only an occasional wanderer,only an occasional wanderer,chunk_001::cluster_203|chunk_002::cluster_095,1,2
global_cluster_000266,2,2,his kinfolk,his kinfolk,chunk_001::cluster_204|chunk_002::cluster_096,1,2
global_cluster_000267,2,2,the world you know,the world you know,chunk_001::cluster_205|chunk_002::cluster_099,1,2
global_cluster_000268,2,2,the world of many truths,the world of many truths,chunk_001::cluster_206|chunk_002::cluster_100,1,2
global_cluster_000269,4,4,no guide,no guide|our guide,chunk_001::cluster_212|chunk_001::cluster_218|chunk_002::cluster_106|chunk_002::cluster_114,1,2
global_cluster_000270,1,1,most men,most men,chunk_001::cluster_214,1,1
global_cluster_000271,2,2,churches,churches,chunk_001::cluster_215|chunk_002::cluster_111,1,2
global_cluster_000272,2,2,the cities and roads of the Old People,the cities and roads of the old people,chunk_001::cluster_217|chunk_002::cluster_113,1,2
global_cluster_000273,4,4,"a world of Christians, who deny the Mother-","a world of christians, who deny the mother-|christians, who deny the mother-",chunk_001::cluster_221|chunk_001::cluster_223|chunk_002::cluster_117|chunk_002::cluster_120,1,2
global_cluster_000274,1,1,all the others,all the others,chunk_001::cluster_225,1,1
global_cluster_000275,2,2,those who will live in despair,those who will live in despair,chunk_001::cluster_226|chunk_002::cluster_123,1,2
global_cluster_000276,2,2,Parts of the world,parts of the world,chunk_001::cluster_227|chunk_002::cluster_124,1,2
global_cluster_000277,1,1,our,our,chunk_001::cluster_228,1,1
global_cluster_000278,2,2,our warriors,our warriors,chunk_001::cluster_229|chunk_002::cluster_126,1,2
global_cluster_000279,2,2,this country,this country,chunk_001::cluster_237|chunk_002::cluster_131,1,2
global_cluster_000280,2,2,the very heart of Britain,the very heart of britain,chunk_001::cluster_238|chunk_002::cluster_132,1,2
global_cluster_000281,2,2,Jutes,jutes,chunk_001::cluster_239|chunk_002::cluster_133,1,2
global_cluster_000282,2,2,Scots,scots,chunk_001::cluster_240|chunk_002::cluster_134,1,2
global_cluster_000283,2,2,Every place,every place,chunk_001::cluster_245|chunk_002::cluster_136,1,2
global_cluster_000284,2,2,Duke of Britain,duke of britain,chunk_001::cluster_246|chunk_002::cluster_140,1,2
global_cluster_000285,1,1,a good man,a good man,chunk_001::cluster_247,1,1
global_cluster_000286,2,2,emperor,emperor,chunk_001::cluster_249|chunk_002::cluster_143,1,2
global_cluster_000287,4,14,our own leader,our own leader|this great king|this leader,chunk_001::cluster_250|chunk_001::cluster_257|chunk_002::cluster_149|chunk_002::cluster_155,1,2
global_cluster_000288,2,2,all the folk of Britain,all the folk of britain,chunk_001::cluster_251|chunk_002::cluster_144,1,2
global_cluster_000289,1,1,her,her,chunk_001::cluster_252,1,1
global_cluster_000290,2,2,the Great City,the great city,chunk_001::cluster_253|chunk_002::cluster_146,1,2
global_cluster_000291,2,2,the greatest fighters of the world,the greatest fighters of the world,chunk_001::cluster_255|chunk_002::cluster_153,1,2
global_cluster_000292,2,2,the Holy Well,the holy well,chunk_001::cluster_256|chunk_002::cluster_154,1,2
global_cluster_000293,2,2,one who can command all of Britain,one who can command all of britain,chunk_001::cluster_258|chunk_002::cluster_156,1,2
global_cluster_000294,4,4,a leader who can command loyalty from all the people of both the Britains,a leader who can command loyalty from all the people of both the britains|all the people of both the britains,chunk_001::cluster_261|chunk_001::cluster_262|chunk_002::cluster_159|chunk_002::cluster_160,1,2
global_cluster_000295,2,2,the world of the mists,the world of the mists,chunk_001::cluster_265|chunk_002::cluster_163,1,2
global_cluster_000296,2,2,"a world with room for the Goddess and for the Christ, the cauldron and the cross","a world with room for the goddess and for the christ, the cauldron and the cross",chunk_001::cluster_266|chunk_002::cluster_164,1,2
global_cluster_000297,1,1,a grown woman,a grown woman,chunk_002::cluster_004,2,2
global_cluster_000298,1,1,Their,their,chunk_002::cluster_008,2,2
global_cluster_000299,1,1,her child,her child,chunk_002::cluster_011,2,2
global_cluster_000300,1,1,a good woman,a good woman,chunk_002::cluster_021,2,2
global_cluster_000301,1,4,here,here,chunk_002::cluster_036,2,2
global_cluster_000302,1,1,their,their,chunk_002::cluster_024,2,2
global_cluster_000303,1,42,our,our,chunk_002::cluster_034,2,2
global_cluster_000304,1,1,woman,woman,chunk_002::cluster_039,2,2
global_cluster_000305,1,1,woman,woman,chunk_002::cluster_040,2,2
global_cluster_000306,1,1,men,men,chunk_002::cluster_054,2,2
global_cluster_000307,1,6,men,men,chunk_002::cluster_056,2,2
global_cluster_000308,1,1,some men,some men,chunk_002::cluster_057,2,2
global_cluster_000309,1,1,others,others,chunk_002::cluster_058,2,2
global_cluster_000310,1,1,men,men,chunk_002::cluster_059,2,2
global_cluster_000311,1,1,all men,all men,chunk_002::cluster_086,2,2
global_cluster_000312,1,1,men,men,chunk_002::cluster_087,2,2
global_cluster_000313,1,2,it,it,chunk_002::cluster_089,2,2
global_cluster_000314,1,1,the Horned One,the horned one,chunk_002::cluster_097,2,2
global_cluster_000315,1,1,most men,most men,chunk_002::cluster_109,2,2
global_cluster_000316,1,1,all the others,all the others,chunk_002::cluster_122,2,2
global_cluster_000317,1,1,the Pendragon,the pendragon,chunk_002::cluster_129,2,2
global_cluster_000318,1,1,a good man,a good man,chunk_002::cluster_141,2,2
global_cluster_000319,1,1,her,her,chunk_002::cluster_145,2,2
global_cluster_000320,1,2,the wild raiders-,the wild raiders-,chunk_002::cluster_147,2,2
global_cluster_000321,1,1,their,their,chunk_002::cluster_165,2,2
global_cluster_000322,1,1,the father of this Great King,the father of this great king,chunk_002::cluster_167,2,2
global_cluster_000323,1,1,a woman,a woman,chunk_002::cluster_168,2,2
global_cluster_000324,1,1,a woman,a woman,chunk_002::cluster_169,2,2
global_cluster_000325,1,1,The High King they follow,the high king they follow,chunk_002::cluster_173,2,2
global_cluster_000326,1,1,a child of the Holy Isle,a child of the holy isle,chunk_002::cluster_175,2,2
global_cluster_000327,1,1,a true son of the Goddess,a true son of the goddess,chunk_002::cluster_176,2,2
global_cluster_000328,1,1,Celts,celts,chunk_002::cluster_179,2,2
global_cluster_000329,1,1,Cymry,cymry,chunk_002::cluster_180,2,2
global_cluster_000330,1,4,their,their,chunk_002::cluster_182,2,2
global_cluster_000331,2,2,son of a man they trust to lead them and rule,a man they trust to lead them and rule|son of a man they trust to lead them and rule,chunk_002::cluster_184|chunk_002::cluster_185,2,2
