rejected_global_cluster_uid,would_be_global_cluster_uid,merge_component_uid,rejection_reason,salience_percentile,salience_cutoff,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
rejected_global_cluster_000398,global_cluster_000423,merge_component_002009,below_global_cluster_salience_percentile,0.95,66,3,8,there,there,chunk_012::cluster_064|chunk_013::cluster_011|chunk_015::cluster_066,12,15
rejected_global_cluster_000422,global_cluster_000447,merge_component_001724,below_global_cluster_salience_percentile,0.95,66,2,8,these people,these people,chunk_013::cluster_075|chunk_014::cluster_021,13,14
rejected_global_cluster_000056,global_cluster_000069,merge_component_001901,below_global_cluster_salience_percentile,0.95,66,5,7,the rest,a house rather larger than the rest|the rest,chunk_000::cluster_103|chunk_000::cluster_122|chunk_001::cluster_049|chunk_007::cluster_108|chunk_008::cluster_050,0,8
rejected_global_cluster_000136,global_cluster_000154,merge_component_001931,below_global_cluster_salience_percentile,0.95,66,7,7,he,he,chunk_002::cluster_061|chunk_002::cluster_068|chunk_003::cluster_029|chunk_011::cluster_112|chunk_012::cluster_037|chunk_014::cluster_114|chunk_015::cluster_071,2,15
rejected_global_cluster_000137,global_cluster_000155,merge_component_001932,below_global_cluster_salience_percentile,0.95,66,4,7,the happiest man on earth,earth|the happiest man on earth,chunk_002::cluster_062|chunk_003::cluster_020|chunk_003::cluster_021|chunk_011::cluster_094,2,11
rejected_global_cluster_000008,global_cluster_000012,merge_component_001869,below_global_cluster_salience_percentile,0.95,66,3,6,no cellar,a cyclone cellar|no cellar|the cellar,chunk_000::cluster_010|chunk_000::cluster_011|chunk_000::cluster_023,0,0
rejected_global_cluster_000023,global_cluster_000028,merge_component_000031,below_global_cluster_salience_percentile,0.95,66,1,6,these people,these people,chunk_000::cluster_031,0,0
rejected_global_cluster_000129,global_cluster_000147,merge_component_001926,below_global_cluster_salience_percentile,0.95,66,4,6,my old mother,my old mother|their mothers,chunk_002::cluster_051|chunk_003::cluster_010|chunk_006::cluster_067|chunk_007::cluster_022,2,7
rejected_global_cluster_000135,global_cluster_000153,merge_component_001930,below_global_cluster_salience_percentile,0.95,66,6,6,those who wait upon him,"any living person who has seen him|him|the great throne room of his palace, and even those who wait upon him|the opening where the beasts of the forest were waiting for him|those who wait upon him",chunk_002::cluster_060|chunk_005::cluster_063|chunk_005::cluster_064|chunk_006::cluster_040|chunk_006::cluster_041|chunk_014::cluster_064,2,14
rejected_global_cluster_000162,global_cluster_000180,merge_component_001941,below_global_cluster_salience_percentile,0.95,66,6,6,this queer bridge,bridges|the pretty bridges|this queer bridge,chunk_003::cluster_064|chunk_004::cluster_023|chunk_014::cluster_077|chunk_014::cluster_086|chunk_015::cluster_032|chunk_015::cluster_044,3,15
rejected_global_cluster_000217,global_cluster_000239,merge_component_001966,below_global_cluster_salience_percentile,0.95,66,4,6,the streets,the street|the streets,chunk_006::cluster_070|chunk_006::cluster_072|chunk_007::cluster_012|chunk_007::cluster_026,6,7
rejected_global_cluster_000235,global_cluster_000257,merge_component_001975,below_global_cluster_salience_percentile,0.95,66,6,6,many ladies and gentlemen of the court,gentlemen of the court|many ladies and gentlemen of the court|the court,chunk_006::cluster_096|chunk_006::cluster_097|chunk_006::cluster_098|chunk_007::cluster_056|chunk_007::cluster_057|chunk_007::cluster_058,6,7
rejected_global_cluster_000240,global_cluster_000262,merge_component_001977,below_global_cluster_salience_percentile,0.95,66,6,6,any other in your dominions,a man as any other in your dominions|any other in your dominions|your dominions,chunk_006::cluster_114|chunk_006::cluster_115|chunk_006::cluster_116|chunk_007::cluster_075|chunk_007::cluster_076|chunk_008::cluster_006,6,8
rejected_global_cluster_000276,global_cluster_000300,merge_component_000861,below_global_cluster_salience_percentile,0.95,66,1,6,those people,those people,chunk_008::cluster_056,8,8
rejected_global_cluster_000288,global_cluster_000313,merge_component_001989,below_global_cluster_salience_percentile,0.95,66,4,6,your yard,this yard|your yard,chunk_008::cluster_083|chunk_008::cluster_088|chunk_009::cluster_033|chunk_009::cluster_040,8,9
rejected_global_cluster_000421,global_cluster_000446,merge_component_002014,below_global_cluster_salience_percentile,0.95,66,4,6,pretty little barns,pretty little barns|the barn,chunk_013::cluster_067|chunk_014::cluster_013|chunk_014::cluster_118|chunk_015::cluster_078,13,15
rejected_global_cluster_000458,global_cluster_000484,merge_component_001483,below_global_cluster_salience_percentile,0.95,66,1,6,the tiger,the tiger,chunk_014::cluster_053,14,14
rejected_global_cluster_000030,global_cluster_000037,merge_component_001878,below_global_cluster_salience_percentile,0.95,66,5,5,a great sorceress,a great sorceress|a powerful sorceress|a sorceress,chunk_000::cluster_039|chunk_000::cluster_131|chunk_001::cluster_060|chunk_010::cluster_067|chunk_011::cluster_010,0,11
rejected_global_cluster_000099,global_cluster_000115,merge_component_001916,below_global_cluster_salience_percentile,0.95,66,4,5,The farms,no farms|the farms,chunk_001::cluster_084|chunk_002::cluster_002|chunk_007::cluster_111|chunk_008::cluster_052,1,8
rejected_global_cluster_000224,global_cluster_000246,merge_component_000633,below_global_cluster_salience_percentile,0.95,66,1,5,the children,the children,chunk_006::cluster_066,6,6
rejected_global_cluster_000247,global_cluster_000270,merge_component_000706,below_global_cluster_salience_percentile,0.95,66,1,5,the children,the children,chunk_007::cluster_020,7,7
rejected_global_cluster_000100,global_cluster_000116,merge_component_001657,below_global_cluster_salience_percentile,0.95,66,2,4,the roadside,the roadside,chunk_001::cluster_104|chunk_002::cluster_027,1,2
rejected_global_cluster_000125,global_cluster_000143,merge_component_001923,below_global_cluster_salience_percentile,0.95,66,3,4,the hole,muddy holes|the hole,chunk_002::cluster_047|chunk_003::cluster_002|chunk_014::cluster_048,2,14
rejected_global_cluster_000126,global_cluster_000144,merge_component_001924,below_global_cluster_salience_percentile,0.95,66,4,4,the son of a woodman who chopped down trees in the forest and sold the wood for a living,a woodman who chopped down trees in the forest and sold the wood for a living|the son of a woodman who chopped down trees in the forest and sold the wood for a living,chunk_002::cluster_048|chunk_002::cluster_049|chunk_003::cluster_007|chunk_003::cluster_008,2,3
rejected_global_cluster_000127,global_cluster_000145,merge_component_001925,below_global_cluster_salience_percentile,0.95,66,4,4,a wood-chopper,a wood-chopper,chunk_002::cluster_050|chunk_002::cluster_058|chunk_003::cluster_009|chunk_003::cluster_017,2,3
rejected_global_cluster_000143,global_cluster_000161,merge_component_000338,below_global_cluster_salience_percentile,0.95,66,1,4,a man,a man,chunk_002::cluster_076,2,2
rejected_global_cluster_000155,global_cluster_000173,merge_component_000383,below_global_cluster_salience_percentile,0.95,66,1,4,a man,a man,chunk_003::cluster_043,3,3
rejected_global_cluster_000164,global_cluster_000182,merge_component_001943,below_global_cluster_salience_percentile,0.95,66,3,4,the riverbank,the riverbank,chunk_003::cluster_066|chunk_004::cluster_043|chunk_005::cluster_011,3,5
rejected_global_cluster_000177,global_cluster_000196,merge_component_001950,below_global_cluster_salience_percentile,0.95,66,2,4,the sleeper,the sleeper,chunk_004::cluster_052|chunk_005::cluster_018,4,5
rejected_global_cluster_000198,global_cluster_000219,merge_component_001960,below_global_cluster_salience_percentile,0.95,66,4,4,some,some,chunk_005::cluster_066|chunk_005::cluster_067|chunk_006::cluster_043|chunk_006::cluster_044,5,6
rejected_global_cluster_000226,global_cluster_000248,merge_component_001789,below_global_cluster_salience_percentile,0.95,66,2,4,Many shops,many shops,chunk_006::cluster_069|chunk_007::cluster_025,6,7
rejected_global_cluster_000258,global_cluster_000281,merge_component_001689,below_global_cluster_salience_percentile,0.95,66,2,4,all ladies,all ladies,chunk_007::cluster_083|chunk_008::cluster_016,7,8
rejected_global_cluster_000266,global_cluster_000289,merge_component_001690,below_global_cluster_salience_percentile,0.95,66,2,4,the ground,the ground,chunk_007::cluster_110|chunk_008::cluster_055,7,8
rejected_global_cluster_000305,global_cluster_000330,merge_component_001992,below_global_cluster_salience_percentile,0.95,66,4,4,"another of the Winkies, who was a goldsmith","a goldsmith|another of the winkies, who was a goldsmith",chunk_009::cluster_068|chunk_009::cluster_069|chunk_010::cluster_034|chunk_010::cluster_035,9,10
rejected_global_cluster_000342,global_cluster_000367,merge_component_002002,below_global_cluster_salience_percentile,0.95,66,2,4,my subjects,my subjects,chunk_010::cluster_114|chunk_011::cluster_062,10,11
rejected_global_cluster_000041,global_cluster_000052,merge_component_001891,below_global_cluster_salience_percentile,0.95,66,2,3,sorceresses,sorceresses,chunk_000::cluster_128|chunk_001::cluster_062,0,1
rejected_global_cluster_000042,global_cluster_000053,merge_component_001892,below_global_cluster_salience_percentile,0.95,66,3,3,a magician,a magician|magicians,chunk_000::cluster_071|chunk_011::cluster_110|chunk_012::cluster_034,0,12
rejected_global_cluster_000077,global_cluster_000092,merge_component_001912,below_global_cluster_salience_percentile,0.95,66,3,3,your uncle,uncle|your uncle,chunk_001::cluster_003|chunk_006::cluster_112|chunk_007::cluster_072,1,7
rejected_global_cluster_000091,global_cluster_000107,merge_component_000215,below_global_cluster_salience_percentile,0.95,66,1,3,people,people,chunk_001::cluster_068,1,1
rejected_global_cluster_000128,global_cluster_000146,merge_component_000327,below_global_cluster_salience_percentile,0.95,66,1,3,my father,my father,chunk_002::cluster_065,2,2
rejected_global_cluster_000175,global_cluster_000194,merge_component_001948,below_global_cluster_salience_percentile,0.95,66,3,3,A baby,a baby|my babies,chunk_004::cluster_049|chunk_011::cluster_106|chunk_012::cluster_032,4,12
rejected_global_cluster_000189,global_cluster_000209,merge_component_000533,below_global_cluster_salience_percentile,0.95,66,1,3,the people,the people,chunk_005::cluster_046,5,5
rejected_global_cluster_000205,global_cluster_000226,merge_component_001964,below_global_cluster_salience_percentile,0.95,66,3,3,"those who are not honest, or who approach him from curiosity","those who are not honest, or who approach him from curiosity",chunk_005::cluster_078|chunk_006::cluster_056|chunk_007::cluster_007,5,7
rejected_global_cluster_000227,global_cluster_000249,merge_component_000638,below_global_cluster_salience_percentile,0.95,66,1,3,the men,the men,chunk_006::cluster_071,6,6
rejected_global_cluster_000241,global_cluster_000263,merge_component_001978,below_global_cluster_salience_percentile,0.95,66,3,3,no one else,no one else,chunk_006::cluster_117|chunk_007::cluster_078|chunk_008::cluster_008,6,8
rejected_global_cluster_000291,global_cluster_000316,merge_component_001991,below_global_cluster_salience_percentile,0.95,66,3,3,a wicked creature,a wicked creature,chunk_008::cluster_094|chunk_009::cluster_046|chunk_010::cluster_002,8,10
rejected_global_cluster_000319,global_cluster_000344,merge_component_001996,below_global_cluster_salience_percentile,0.95,66,3,3,master,a great master|master,chunk_010::cluster_062|chunk_011::cluster_006|chunk_011::cluster_072,10,11
rejected_global_cluster_000425,global_cluster_000450,merge_component_002016,below_global_cluster_salience_percentile,0.95,66,2,3,shepherdesses,shepherdesses,chunk_013::cluster_071|chunk_014::cluster_015,13,14
rejected_global_cluster_000427,global_cluster_000452,merge_component_001398,below_global_cluster_salience_percentile,0.95,66,1,3,their,their,chunk_013::cluster_074,13,13
rejected_global_cluster_000438,global_cluster_000463,merge_component_002021,below_global_cluster_salience_percentile,0.95,66,2,3,a church,a church,chunk_013::cluster_095|chunk_014::cluster_043,13,14
rejected_global_cluster_000441,global_cluster_000466,merge_component_002024,below_global_cluster_salience_percentile,0.95,66,3,3,marshes,bogs and marshes|marshes,chunk_013::cluster_099|chunk_013::cluster_100|chunk_014::cluster_047,13,14
rejected_global_cluster_000450,global_cluster_000475,merge_component_001450,below_global_cluster_salience_percentile,0.95,66,1,3,their,their,chunk_014::cluster_020,14,14
rejected_global_cluster_000005,global_cluster_000009,merge_component_001868,below_global_cluster_salience_percentile,0.95,66,2,2,another corner,a corner|another corner,chunk_000::cluster_007|chunk_005::cluster_059,0,5
rejected_global_cluster_000011,global_cluster_000015,merge_component_000015,below_global_cluster_salience_percentile,0.95,66,1,2,the great gray prairie,the great gray prairie,chunk_000::cluster_015,0,0
rejected_global_cluster_000022,global_cluster_000027,merge_component_001875,below_global_cluster_salience_percentile,0.95,66,2,2,a group of the queerest people she had ever seen,a group of the queerest people she had ever seen|the queerest people she had ever seen,chunk_000::cluster_030|chunk_000::cluster_032,0,0
rejected_global_cluster_000029,global_cluster_000036,merge_component_000044,below_global_cluster_salience_percentile,0.95,66,1,2,the people,the people,chunk_000::cluster_044,0,0
rejected_global_cluster_000032,global_cluster_000039,merge_component_001880,below_global_cluster_salience_percentile,0.95,66,2,2,the people who live in this land of the East where the Wicked Witch ruled,the people who live in this land of the east where the wicked witch ruled|this land of the east where the wicked witch ruled,chunk_000::cluster_045|chunk_000::cluster_046,0,0
rejected_global_cluster_000048,global_cluster_000060,merge_component_001896,below_global_cluster_salience_percentile,0.95,66,2,2,none,none,chunk_000::cluster_084|chunk_001::cluster_007,0,1
rejected_global_cluster_000054,global_cluster_000067,merge_component_001900,below_global_cluster_salience_percentile,0.95,66,2,2,a country that is sometimes pleasant and sometimes dark and terrible,a country that is sometimes pleasant and sometimes dark and terrible,chunk_000::cluster_100|chunk_001::cluster_028,0,1
rejected_global_cluster_000057,global_cluster_000071,merge_component_001903,below_global_cluster_salience_percentile,0.95,66,2,2,several roads nearby,several roads nearby,chunk_000::cluster_107|chunk_001::cluster_036,0,1
rejected_global_cluster_000058,global_cluster_000072,merge_component_001904,below_global_cluster_salience_percentile,0.95,66,2,2,the one paved with yellow bricks,the one paved with yellow bricks,chunk_000::cluster_108|chunk_001::cluster_037,0,1
rejected_global_cluster_000060,global_cluster_000074,merge_component_001905,below_global_cluster_salience_percentile,0.95,66,2,2,fields of grain and vegetables in abundance,fields of grain and vegetables in abundance,chunk_000::cluster_115|chunk_001::cluster_041,0,1
rejected_global_cluster_000063,global_cluster_000077,merge_component_001907,below_global_cluster_salience_percentile,0.95,66,2,2,odd-looking dwellings,odd-looking dwellings,chunk_000::cluster_120|chunk_001::cluster_047,0,1
rejected_global_cluster_000067,global_cluster_000081,merge_component_001764,below_global_cluster_salience_percentile,0.95,66,2,2,Five little fiddlers,five little fiddlers,chunk_000::cluster_126|chunk_001::cluster_053,0,1
rejected_global_cluster_000070,global_cluster_000084,merge_component_000138,below_global_cluster_salience_percentile,0.95,66,1,2,all the people,all the people,chunk_000::cluster_140,0,0
rejected_global_cluster_000071,global_cluster_000085,merge_component_000139,below_global_cluster_salience_percentile,0.95,66,1,2,people,people,chunk_000::cluster_141,0,0
rejected_global_cluster_000085,global_cluster_000100,merge_component_000179,below_global_cluster_salience_percentile,0.95,66,1,2,The road to the City of Emeralds,the road to the city of emeralds,chunk_001::cluster_031,1,1
rejected_global_cluster_000110,global_cluster_000127,merge_component_001918,below_global_cluster_salience_percentile,0.95,66,2,2,any place where we can pass the night,any place where we can pass the night,chunk_001::cluster_112|chunk_002::cluster_039,1,2
rejected_global_cluster_000112,global_cluster_000129,merge_component_001920,below_global_cluster_salience_percentile,0.95,66,2,2,a little spring of clear water,a little spring of clear water,chunk_001::cluster_115|chunk_002::cluster_042,1,2
rejected_global_cluster_000114,global_cluster_000131,merge_component_001921,below_global_cluster_salience_percentile,0.95,66,2,2,a very polite creature,a very polite creature,chunk_001::cluster_117|chunk_002::cluster_045,1,2
rejected_global_cluster_000131,global_cluster_000149,merge_component_001928,below_global_cluster_salience_percentile,0.95,66,2,2,a better house for her,a better house for her,chunk_002::cluster_054|chunk_003::cluster_013,2,3
rejected_global_cluster_000139,global_cluster_000157,merge_component_001933,below_global_cluster_salience_percentile,0.95,66,2,2,the open country where there is plenty of sunshine,the open country where there is plenty of sunshine,chunk_002::cluster_069|chunk_003::cluster_033,2,3
rejected_global_cluster_000140,global_cluster_000158,merge_component_001934,below_global_cluster_salience_percentile,0.95,66,2,2,a boy,a boy,chunk_002::cluster_070|chunk_003::cluster_035,2,3
rejected_global_cluster_000156,global_cluster_000174,merge_component_001940,below_global_cluster_salience_percentile,0.95,66,2,2,any living creature,any living creature,chunk_003::cluster_048|chunk_004::cluster_005,3,4
rejected_global_cluster_000163,global_cluster_000181,merge_component_001942,below_global_cluster_salience_percentile,0.95,66,2,2,green meadows dotted with bright flowers,green meadows dotted with bright flowers,chunk_003::cluster_065|chunk_004::cluster_029,3,4
rejected_global_cluster_000165,global_cluster_000184,merge_component_001945,below_global_cluster_salience_percentile,0.95,66,2,2,the dark forest they had passed safely through,the dark forest they had passed safely through,chunk_003::cluster_069|chunk_004::cluster_033,3,4
rejected_global_cluster_000174,global_cluster_000193,merge_component_001947,below_global_cluster_salience_percentile,0.95,66,2,2,anyone in trouble,anyone in trouble,chunk_004::cluster_048|chunk_005::cluster_016,4,5
rejected_global_cluster_000176,global_cluster_000195,merge_component_001949,below_global_cluster_salience_percentile,0.95,66,2,2,a great meadow of poppies,a great meadow of poppies,chunk_004::cluster_050|chunk_005::cluster_017,4,5
rejected_global_cluster_000179,global_cluster_000198,merge_component_001952,below_global_cluster_salience_percentile,0.95,66,2,2,a very good comrade,a very good comrade,chunk_004::cluster_057|chunk_005::cluster_022,4,5
rejected_global_cluster_000183,global_cluster_000202,merge_component_001634,below_global_cluster_salience_percentile,0.95,66,2,2,all her people,all her people,chunk_004::cluster_067|chunk_006::cluster_002,4,6
rejected_global_cluster_000185,global_cluster_000204,merge_component_001635,below_global_cluster_salience_percentile,0.95,66,2,2,the riverside,the riverside,chunk_004::cluster_069|chunk_006::cluster_004,4,6
rejected_global_cluster_000186,global_cluster_000206,merge_component_000516,below_global_cluster_salience_percentile,0.95,66,1,2,the poppy bed,the poppy bed,chunk_005::cluster_028,5,5
rejected_global_cluster_000190,global_cluster_000210,merge_component_000536,below_global_cluster_salience_percentile,0.95,66,1,2,the people,the people,chunk_005::cluster_049,5,5
rejected_global_cluster_000191,global_cluster_000211,merge_component_001957,below_global_cluster_salience_percentile,0.95,66,2,2,the country about,the country about,chunk_005::cluster_040|chunk_006::cluster_018,5,6
rejected_global_cluster_000192,global_cluster_000212,merge_component_001958,below_global_cluster_salience_percentile,0.95,66,2,2,"a small house, in which a farmer evidently lived","a small house, in which a farmer evidently lived",chunk_005::cluster_041|chunk_006::cluster_020,5,6
rejected_global_cluster_000193,global_cluster_000213,merge_component_000532,below_global_cluster_salience_percentile,0.95,66,1,2,people,people,chunk_005::cluster_045,5,5
rejected_global_cluster_000199,global_cluster_000220,merge_component_001961,below_global_cluster_salience_percentile,0.95,66,2,2,a beautiful fairy,a beautiful fairy,chunk_005::cluster_068|chunk_006::cluster_045,5,6
rejected_global_cluster_000200,global_cluster_000221,merge_component_001962,below_global_cluster_salience_percentile,0.95,66,2,2,a brownie,a brownie,chunk_005::cluster_069|chunk_006::cluster_046,5,6
rejected_global_cluster_000203,global_cluster_000224,merge_component_001963,below_global_cluster_salience_percentile,0.95,66,2,2,"a high arched room, the walls of which glistened with countless emeralds","a high arched room, the walls of which glistened with countless emeralds",chunk_005::cluster_075|chunk_006::cluster_052,5,6
rejected_global_cluster_000206,global_cluster_000227,merge_component_001787,below_global_cluster_salience_percentile,0.95,66,2,2,those who live in the City,those who live in the city,chunk_005::cluster_079|chunk_006::cluster_057,5,6
rejected_global_cluster_000207,global_cluster_000228,merge_component_000594,below_global_cluster_salience_percentile,0.95,66,1,2,the people,the people,chunk_006::cluster_027,6,6
rejected_global_cluster_000208,global_cluster_000230,merge_component_000591,below_global_cluster_salience_percentile,0.95,66,1,2,people,people,chunk_006::cluster_024,6,6
rejected_global_cluster_000218,global_cluster_000240,merge_component_001967,below_global_cluster_salience_percentile,0.95,66,2,2,beautiful houses all built of green marble and studded everywhere with sparkling emeralds,beautiful houses all built of green marble and studded everywhere with sparkling emeralds,chunk_006::cluster_059|chunk_007::cluster_013,6,7
rejected_global_cluster_000223,global_cluster_000245,merge_component_001968,below_global_cluster_salience_percentile,0.95,66,2,2,her strangely assorted company,her strangely assorted company,chunk_006::cluster_065|chunk_007::cluster_019,6,7
rejected_global_cluster_000228,global_cluster_000250,merge_component_001969,below_global_cluster_salience_percentile,0.95,66,2,2,little green carts,little green carts,chunk_006::cluster_073|chunk_007::cluster_029,6,7
rejected_global_cluster_000230,global_cluster_000252,merge_component_001970,below_global_cluster_salience_percentile,0.95,66,2,2,rooms where you may rest in comfort after your journey,rooms where you may rest in comfort after your journey,chunk_006::cluster_078|chunk_007::cluster_034,6,7
rejected_global_cluster_000231,global_cluster_000253,merge_component_001971,below_global_cluster_salience_percentile,0.95,66,2,2,seven passages,seven passages,chunk_006::cluster_082|chunk_007::cluster_042,6,7
rejected_global_cluster_000232,global_cluster_000254,merge_component_001972,below_global_cluster_salience_percentile,0.95,66,2,2,three flights of stairs,three flights of stairs,chunk_006::cluster_083|chunk_007::cluster_043,6,7
rejected_global_cluster_000233,global_cluster_000255,merge_component_001973,below_global_cluster_salience_percentile,0.95,66,2,2,himself,himself,chunk_006::cluster_090|chunk_007::cluster_050,6,7
rejected_global_cluster_000234,global_cluster_000256,merge_component_001974,below_global_cluster_salience_percentile,0.95,66,2,2,"a great hall in which were many ladies and gentlemen of the court, all dressed in rich costumes","a great hall in which were many ladies and gentlemen of the court, all dressed in rich costumes",chunk_006::cluster_095|chunk_007::cluster_055,6,7
rejected_global_cluster_000237,global_cluster_000259,merge_component_001976,below_global_cluster_salience_percentile,0.95,66,2,2,the biggest giant,the biggest giant,chunk_006::cluster_100|chunk_007::cluster_060,6,7
rejected_global_cluster_000253,global_cluster_000276,merge_component_001797,below_global_cluster_salience_percentile,0.95,66,2,2,"a Scarecrow, stuffed with straw","a scarecrow, stuffed with straw",chunk_007::cluster_073|chunk_008::cluster_003,7,8
rejected_global_cluster_000260,global_cluster_000283,merge_component_001802,below_global_cluster_salience_percentile,0.95,66,2,2,"a Cowardly Lion, afraid of everything","a cowardly lion, afraid of everything",chunk_007::cluster_089|chunk_008::cluster_025,7,8
rejected_global_cluster_000263,global_cluster_000286,merge_component_001805,below_global_cluster_salience_percentile,0.95,66,2,2,the room where the Guardian of the Gates lived,the room where the guardian of the gates lived,chunk_007::cluster_099|chunk_008::cluster_041,7,8
rejected_global_cluster_000265,global_cluster_000288,merge_component_001982,below_global_cluster_salience_percentile,0.95,66,2,2,fields of soft grass dotted here and there with daisies and buttercups,fields of soft grass dotted here and there with daisies and buttercups,chunk_007::cluster_109|chunk_008::cluster_051,7,8
rejected_global_cluster_000281,global_cluster_000306,merge_component_000880,below_global_cluster_salience_percentile,0.95,66,1,2,a crowd of monkeys,a crowd of monkeys,chunk_008::cluster_075,8,8
rejected_global_cluster_000284,global_cluster_000309,merge_component_001986,below_global_cluster_salience_percentile,0.95,66,2,2,a country thickly covered with sharp rocks,a country thickly covered with sharp rocks,chunk_008::cluster_079|chunk_009::cluster_031,8,9
rejected_global_cluster_000285,global_cluster_000310,merge_component_001811,below_global_cluster_salience_percentile,0.95,66,2,2,Others of the Monkeys,others of the monkeys,chunk_008::cluster_080|chunk_009::cluster_032,8,9
rejected_global_cluster_000287,global_cluster_000312,merge_component_001988,below_global_cluster_salience_percentile,0.95,66,2,2,"a small yard with a high iron fence around it, so that he could not escape","a small yard with a high iron fence around it, so that he could not escape",chunk_008::cluster_082|chunk_009::cluster_035,8,9
rejected_global_cluster_000290,global_cluster_000315,merge_component_001990,below_global_cluster_salience_percentile,0.95,66,2,2,her chariot,her chariot,chunk_008::cluster_087|chunk_009::cluster_039,8,9
rejected_global_cluster_000292,global_cluster_000317,merge_component_000903,below_global_cluster_salience_percentile,0.95,66,1,2,a stuffed man,a stuffed man,chunk_009::cluster_003,9,9
rejected_global_cluster_000298,global_cluster_000323,merge_component_000924,below_global_cluster_salience_percentile,0.95,66,1,2,his,his,chunk_009::cluster_024,9,9
rejected_global_cluster_000300,global_cluster_000325,merge_component_001814,below_global_cluster_salience_percentile,0.95,66,2,2,"the rocky plain where the Tin Woodman lay, all battered and bent","the rocky plain where the tin woodman lay, all battered and bent",chunk_009::cluster_052|chunk_010::cluster_018,9,10
rejected_global_cluster_000307,global_cluster_000332,merge_component_001993,below_global_cluster_salience_percentile,0.95,66,2,2,the big fields of buttercups and yellow daisies,the big fields of buttercups and yellow daisies,chunk_009::cluster_077|chunk_010::cluster_042,9,10
rejected_global_cluster_000309,global_cluster_000334,merge_component_001821,below_global_cluster_salience_percentile,0.95,66,2,2,one little Monkey,one little monkey,chunk_009::cluster_085|chunk_010::cluster_054,9,10
rejected_global_cluster_000310,global_cluster_000335,merge_component_001995,below_global_cluster_salience_percentile,0.95,66,2,2,the pretty gardens,the pretty gardens,chunk_009::cluster_086|chunk_010::cluster_055,9,10
rejected_global_cluster_000320,global_cluster_000345,merge_component_001997,below_global_cluster_salience_percentile,0.95,66,2,2,anyone who was good,anyone who was good,chunk_010::cluster_068|chunk_011::cluster_012,10,11
rejected_global_cluster_000325,global_cluster_000350,merge_component_001998,below_global_cluster_salience_percentile,0.95,66,2,2,her husband,her husband,chunk_010::cluster_075|chunk_011::cluster_019,10,11
rejected_global_cluster_000328,global_cluster_000353,merge_component_001824,below_global_cluster_salience_percentile,0.95,66,2,2,all the other Monkeys,all the other monkeys,chunk_010::cluster_084|chunk_011::cluster_031,10,11
rejected_global_cluster_000329,global_cluster_000354,merge_component_001825,below_global_cluster_salience_percentile,0.95,66,2,2,the slaves of the owner of the Golden Cap,the slaves of the owner of the golden cap,chunk_010::cluster_085|chunk_011::cluster_032,10,11
rejected_global_cluster_000330,global_cluster_000355,merge_component_001826,below_global_cluster_salience_percentile,0.95,66,2,2,"the slaves of the owner of the Golden Cap, whosoever he may be","the slaves of the owner of the golden cap, whosoever he may be",chunk_010::cluster_086|chunk_011::cluster_033,10,11
rejected_global_cluster_000331,global_cluster_000356,merge_component_001827,below_global_cluster_salience_percentile,0.95,66,2,2,the first owner of the Golden Cap,the first owner of the golden cap,chunk_010::cluster_087|chunk_011::cluster_034,10,11
rejected_global_cluster_000332,global_cluster_000357,merge_component_001080,below_global_cluster_salience_percentile,0.95,66,1,2,the people,the people,chunk_010::cluster_090,10,10
rejected_global_cluster_000335,global_cluster_000360,merge_component_001999,below_global_cluster_salience_percentile,0.95,66,2,2,common mortals,common mortals,chunk_010::cluster_098|chunk_011::cluster_048,10,11
rejected_global_cluster_000337,global_cluster_000362,merge_component_001831,below_global_cluster_salience_percentile,0.95,66,2,2,a Ball of Fire,a ball of fire,chunk_010::cluster_103|chunk_011::cluster_052,10,11
rejected_global_cluster_000340,global_cluster_000365,merge_component_002001,below_global_cluster_salience_percentile,0.95,66,2,2,anyone else,anyone else,chunk_010::cluster_109|chunk_011::cluster_058,10,11
rejected_global_cluster_000351,global_cluster_000376,merge_component_001146,below_global_cluster_salience_percentile,0.95,66,1,2,your,your,chunk_011::cluster_038,11,11
rejected_global_cluster_000352,global_cluster_000377,merge_component_001148,below_global_cluster_salience_percentile,0.95,66,1,2,the people,the people,chunk_011::cluster_040,11,11
rejected_global_cluster_000356,global_cluster_000381,merge_component_002003,below_global_cluster_salience_percentile,0.95,66,2,2,a ventriloquist,a ventriloquist,chunk_011::cluster_068|chunk_011::cluster_071,11,11
rejected_global_cluster_000359,global_cluster_000384,merge_component_001182,below_global_cluster_salience_percentile,0.95,66,1,2,a crowd of people,a crowd of people,chunk_011::cluster_075,11,11
rejected_global_cluster_000361,global_cluster_000386,merge_component_002005,below_global_cluster_salience_percentile,0.95,66,2,2,"a strange people, who, seeing me come from the clouds","a strange people, who, seeing me come from the clouds",chunk_011::cluster_079|chunk_012::cluster_006,11,12
rejected_global_cluster_000364,global_cluster_000389,merge_component_001192,below_global_cluster_salience_percentile,0.95,66,1,2,all the people,all the people,chunk_011::cluster_085,11,11
rejected_global_cluster_000377,global_cluster_000402,merge_component_002007,below_global_cluster_salience_percentile,0.95,66,2,2,everybody,everybody,chunk_011::cluster_122|chunk_012::cluster_055,11,12
rejected_global_cluster_000379,global_cluster_000404,merge_component_001228,below_global_cluster_salience_percentile,0.95,66,1,2,a crowd of people,a crowd of people,chunk_012::cluster_001,12,12
