relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_probabilities_json,selection_method
rel_1287_12284_1289,1287,12284,12284,12285,1289,0,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.1726503865721854, ""https://example.org/narrative-character-ontology#opposes"": 0.1205293947341406, ""https://example.org/narrative-character-ontology#guides"": 0.16124247499425612, ""https://example.org/narrative-character-ontology#follows"": 0.13032334908339666, ""https://example.org/narrative-character-ontology#fears"": 0.06445176408505834, ""https://example.org/narrative-character-ontology#deceives"": 0.20988949184163364, ""https://example.org/narrative-character-ontology#caresFor"": 0.1409131386893293}",nli_grouped_softmax
rel_1336_12638_1338,1336,12638,12638,12639,1338,2,0,"{""https://example.org/narrative-character-ontology#trusts"": 0.24538935888043314, ""https://example.org/narrative-character-ontology#opposes"": 0.08195468573185286, ""https://example.org/narrative-character-ontology#guides"": 0.22419453566311837, ""https://example.org/narrative-character-ontology#follows"": 0.18568237918415056, ""https://example.org/narrative-character-ontology#fears"": 0.03990253752499254, ""https://example.org/narrative-character-ontology#deceives"": 0.07462059052249646, ""https://example.org/narrative-character-ontology#caresFor"": 0.14825591249295608}",nli_grouped_softmax
rel_1337_12638_1338,1337,12638,12638,12639,1338,15,0,"{""https://example.org/narrative-character-ontology#trusts"": 0.22558167075916832, ""https://example.org/narrative-character-ontology#opposes"": 0.08885818258105052, ""https://example.org/narrative-character-ontology#guides"": 0.22100259801846717, ""https://example.org/narrative-character-ontology#follows"": 0.16682151312679633, ""https://example.org/narrative-character-ontology#fears"": 0.05384260574955828, ""https://example.org/narrative-character-ontology#deceives"": 0.08314910107431578, ""https://example.org/narrative-character-ontology#caresFor"": 0.16074432869064348}",nli_grouped_softmax
rel_1336_12638_1335,1336,12638,12638,12642,1335,2,0,"{""https://example.org/narrative-character-ontology#trusts"": 0.2320598733648722, ""https://example.org/narrative-character-ontology#opposes"": 0.054370598457226416, ""https://example.org/narrative-character-ontology#guides"": 0.2134706429504722, ""https://example.org/narrative-character-ontology#follows"": 0.16216218488973305, ""https://example.org/narrative-character-ontology#fears"": 0.028763429988857777, ""https://example.org/narrative-character-ontology#deceives"": 0.05167852345863322, ""https://example.org/narrative-character-ontology#caresFor"": 0.2574947468902052}",nli_grouped_softmax
rel_1337_12638_1335,1337,12638,12638,12642,1335,15,0,"{""https://example.org/narrative-character-ontology#trusts"": 0.21895363952611968, ""https://example.org/narrative-character-ontology#opposes"": 0.052696213849060036, ""https://example.org/narrative-character-ontology#guides"": 0.21294373683351273, ""https://example.org/narrative-character-ontology#follows"": 0.15503411228991157, ""https://example.org/narrative-character-ontology#fears"": 0.03729429942328629, ""https://example.org/narrative-character-ontology#deceives"": 0.049118272266619516, ""https://example.org/narrative-character-ontology#caresFor"": 0.27395972581149014}",nli_grouped_softmax
rel_1344_12657_1349,1344,12657,12657,12658,1349,7,3,"{""https://example.org/narrative-character-ontology#usesObject"": 0.33884973100209576, ""https://example.org/narrative-character-ontology#possessesObject"": 0.1695544179633719, ""https://example.org/narrative-character-ontology#destroysObject"": 0.34485873269508033, ""https://example.org/narrative-character-ontology#createsObject"": 0.14673711833945194}",nli_grouped_softmax
rel_1367_12767_1369,1367,12767,12767,12768,1369,2,0,"{""https://example.org/narrative-character-ontology#trusts"": 0.17294358046687525, ""https://example.org/narrative-character-ontology#opposes"": 0.14577538517165717, ""https://example.org/narrative-character-ontology#guides"": 0.1570062681916164, ""https://example.org/narrative-character-ontology#follows"": 0.16041594598114148, ""https://example.org/narrative-character-ontology#fears"": 0.06136456825512735, ""https://example.org/narrative-character-ontology#deceives"": 0.13272999863295926, ""https://example.org/narrative-character-ontology#caresFor"": 0.16976425330062303}",nli_grouped_softmax
rel_1368_12767_1369,1368,12767,12767,12768,1369,15,0,"{""https://example.org/narrative-character-ontology#trusts"": 0.21628129269870872, ""https://example.org/narrative-character-ontology#opposes"": 0.11464199853016012, ""https://example.org/narrative-character-ontology#guides"": 0.16041299629998848, ""https://example.org/narrative-character-ontology#follows"": 0.14806829077028155, ""https://example.org/narrative-character-ontology#fears"": 0.06362121786662116, ""https://example.org/narrative-character-ontology#deceives"": 0.13734256495444114, ""https://example.org/narrative-character-ontology#caresFor"": 0.15963163887979867}",nli_grouped_softmax
rel_1398_12916_1399,1398,12916,12916,12917,1399,3,7,"{""https://example.org/narrative-character-ontology#heals"": 0.2392680542684838, ""https://example.org/narrative-character-ontology#empowers"": 0.2537065386481745, ""https://example.org/narrative-character-ontology#curses"": 0.27647371120422104, ""https://example.org/narrative-character-ontology#corrupts"": 0.23055169587912064}",nli_grouped_softmax
rel_1449_13385_1450,1449,13385,13385,13386,1450,7,0,"{""https://example.org/narrative-character-ontology#trusts"": 0.16582697778849684, ""https://example.org/narrative-character-ontology#opposes"": 0.12468476753061648, ""https://example.org/narrative-character-ontology#guides"": 0.19615667306728027, ""https://example.org/narrative-character-ontology#follows"": 0.0842013174080826, ""https://example.org/narrative-character-ontology#fears"": 0.09015856399444752, ""https://example.org/narrative-character-ontology#deceives"": 0.20637500826786595, ""https://example.org/narrative-character-ontology#caresFor"": 0.13259669194321036}",nli_grouped_softmax
rel_1452_13394_1453,1452,13394,13394,13397,1453,7,3,"{""https://example.org/narrative-character-ontology#usesObject"": 0.3968376322535436, ""https://example.org/narrative-character-ontology#possessesObject"": 0.23374489661384076, ""https://example.org/narrative-character-ontology#destroysObject"": 0.16333967002613622, ""https://example.org/narrative-character-ontology#createsObject"": 0.20607780110647955}",nli_grouped_softmax
rel_1458_13427_1459,1458,13427,13427,13428,1459,7,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.20668854211236606, ""https://example.org/narrative-character-ontology#opposes"": 0.12079605862600079, ""https://example.org/narrative-character-ontology#guides"": 0.20368294531376088, ""https://example.org/narrative-character-ontology#follows"": 0.071151171008031, ""https://example.org/narrative-character-ontology#fears"": 0.08367298434397054, ""https://example.org/narrative-character-ontology#deceives"": 0.2206643392924536, ""https://example.org/narrative-character-ontology#caresFor"": 0.09334395930341732}",nli_grouped_softmax
rel_1462_13444_1463,1462,13444,13444,13445,1463,7,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.20668854211236606, ""https://example.org/narrative-character-ontology#opposes"": 0.12079605862600079, ""https://example.org/narrative-character-ontology#guides"": 0.20368294531376088, ""https://example.org/narrative-character-ontology#follows"": 0.071151171008031, ""https://example.org/narrative-character-ontology#fears"": 0.08367298434397054, ""https://example.org/narrative-character-ontology#deceives"": 0.2206643392924536, ""https://example.org/narrative-character-ontology#caresFor"": 0.09334395930341732}",nli_grouped_softmax
rel_1464_13452_1465,1464,13452,13452,13453,1465,7,3,"{""https://example.org/narrative-character-ontology#usesObject"": 0.4721943678999499, ""https://example.org/narrative-character-ontology#possessesObject"": 0.16223263476582442, ""https://example.org/narrative-character-ontology#destroysObject"": 0.1762739175186058, ""https://example.org/narrative-character-ontology#createsObject"": 0.18929907981561991}",nli_grouped_softmax
