global_cluster_uid,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
global_cluster_000126,2,4,the roadside,the roadside,chunk_001::cluster_104|chunk_002::cluster_027,1,2
global_cluster_000127,1,1,our,our,chunk_001::cluster_086,1,1
global_cluster_000128,1,1,your,your,chunk_001::cluster_090,1,1
global_cluster_000129,1,1,no people,no people,chunk_001::cluster_092,1,1
global_cluster_000130,1,1,anyone,anyone,chunk_001::cluster_094,1,1
global_cluster_000131,1,1,a man,a man,chunk_001::cluster_095,1,1
global_cluster_000132,1,1,a man,a man,chunk_001::cluster_097,1,1
global_cluster_000133,1,1,an important person,an important person,chunk_001::cluster_100,1,1
global_cluster_000134,1,1,a man as any of them,a man as any of them,chunk_001::cluster_102,1,1
global_cluster_000135,2,2,a better man than some of them,a better man than some of them,chunk_001::cluster_105|chunk_002::cluster_029,1,2
global_cluster_000136,1,1,a man,a man,chunk_001::cluster_106,1,1
global_cluster_000137,22,115,the forest,king of the forest|the beasts of the forest|the depths of the forest|the forest|the people who walked in the forest|the policemen of the forest|this part of the forest,chunk_001::cluster_114|chunk_002::cluster_033|chunk_003::cluster_006|chunk_003::cluster_032|chunk_003::cluster_060|chunk_004::cluster_008|chunk_004::cluster_020|chunk_005::cluster_031|chunk_006::cluster_019|chunk_007::cluster_054|chunk_010::cluster_059|chunk_010::cluster_064|chunk_011::cluster_004|chunk_011::cluster_008|chunk_013::cluster_061|chunk_013::cluster_062|chunk_014::cluster_004|chunk_014::cluster_006|chunk_014::cluster_065|chunk_015::cluster_003|chunk_015::cluster_012|chunk_015::cluster_014,1,15
global_cluster_000138,1,1,Anyone,anyone,chunk_001::cluster_110,1,1
global_cluster_000139,2,2,any place where we can pass the night,any place where we can pass the night,chunk_001::cluster_112|chunk_002::cluster_039,1,2
global_cluster_000140,3,17,the cottage,my cottage|the cottage,chunk_001::cluster_113|chunk_002::cluster_040|chunk_003::cluster_019,1,3
global_cluster_000141,2,2,a little spring of clear water,a little spring of clear water,chunk_001::cluster_115|chunk_002::cluster_042,1,2
global_cluster_000142,1,1,no one,no one,chunk_001::cluster_116,1,1
global_cluster_000143,2,2,a very polite creature,a very polite creature,chunk_001::cluster_117|chunk_002::cluster_045,1,2
global_cluster_000144,1,1,our,our,chunk_002::cluster_009,2,2
global_cluster_000145,1,1,no people,no people,chunk_002::cluster_013,2,2
global_cluster_000146,1,15,the old woman,the old woman,chunk_002::cluster_014,2,2
global_cluster_000147,1,1,anyone,anyone,chunk_002::cluster_017,2,2
global_cluster_000148,1,1,a man,a man,chunk_002::cluster_018,2,2
global_cluster_000149,1,1,a man,a man,chunk_002::cluster_021,2,2
global_cluster_000150,1,1,an important person,an important person,chunk_002::cluster_024,2,2
global_cluster_000151,1,1,a man,a man,chunk_002::cluster_030,2,2
global_cluster_000152,1,1,Anyone,anyone,chunk_002::cluster_037,2,2
global_cluster_000153,15,1254,the Lion,a cowardly lion|any other lions|the lion,chunk_002::cluster_035|chunk_003::cluster_003|chunk_004::cluster_001|chunk_007::cluster_021|chunk_007::cluster_088|chunk_008::cluster_018|chunk_008::cluster_024|chunk_009::cluster_008|chunk_010::cluster_004|chunk_011::cluster_016|chunk_012::cluster_035|chunk_014::cluster_000|chunk_014::cluster_060|chunk_015::cluster_000|chunk_015::cluster_007,2,15
global_cluster_000154,3,3,some place,some place|the place,chunk_002::cluster_043|chunk_009::cluster_079|chunk_010::cluster_044,2,10
global_cluster_000155,1,1,no one,no one,chunk_002::cluster_044,2,2
global_cluster_000156,3,4,the hole,muddy holes|the hole,chunk_002::cluster_047|chunk_003::cluster_002|chunk_014::cluster_048,2,14
global_cluster_000157,4,4,the son of a woodman who chopped down trees in the forest and sold the wood for a living,a woodman who chopped down trees in the forest and sold the wood for a living|the son of a woodman who chopped down trees in the forest and sold the wood for a living,chunk_002::cluster_048|chunk_002::cluster_049|chunk_003::cluster_007|chunk_003::cluster_008,2,3
global_cluster_000158,4,4,a wood-chopper,a wood-chopper,chunk_002::cluster_050|chunk_002::cluster_058|chunk_003::cluster_009|chunk_003::cluster_017,2,3
global_cluster_000159,1,3,my father,my father,chunk_002::cluster_065,2,2
global_cluster_000160,4,6,my old mother,my old mother|their mothers,chunk_002::cluster_051|chunk_003::cluster_010|chunk_006::cluster_067|chunk_007::cluster_022,2,7
global_cluster_000161,3,19,the Munchkin girls,the girl|the munchkin girls,chunk_002::cluster_052|chunk_002::cluster_053|chunk_003::cluster_012,2,3
global_cluster_000162,2,2,a better house for her,a better house for her,chunk_002::cluster_054|chunk_003::cluster_013,2,3
global_cluster_000163,1,1,anyone,anyone,chunk_002::cluster_055,2,2
global_cluster_000164,1,1,a one-legged man,a one-legged man,chunk_002::cluster_057,2,2
global_cluster_000165,8,34,tinsmiths,the tinsmith|the tinsmiths|tinsmiths|very good tinsmiths,chunk_002::cluster_059|chunk_003::cluster_018|chunk_009::cluster_055|chunk_009::cluster_057|chunk_009::cluster_059|chunk_010::cluster_020|chunk_010::cluster_022|chunk_010::cluster_024,2,10
global_cluster_000166,4,4,those who wait upon him,"him|the great throne room of his palace, and even those who wait upon him|those who wait upon him",chunk_002::cluster_060|chunk_005::cluster_063|chunk_005::cluster_064|chunk_006::cluster_041,2,6
global_cluster_000167,7,7,he,he,chunk_002::cluster_061|chunk_002::cluster_068|chunk_003::cluster_029|chunk_011::cluster_112|chunk_012::cluster_037|chunk_014::cluster_113|chunk_015::cluster_071,2,15
global_cluster_000168,4,7,the happiest man on earth,earth|the happiest man on earth,chunk_002::cluster_062|chunk_003::cluster_020|chunk_003::cluster_021|chunk_011::cluster_094,2,11
global_cluster_000169,1,1,no one,no one,chunk_002::cluster_063,2,2
global_cluster_000170,2,2,the open country where there is plenty of sunshine,the open country where there is plenty of sunshine,chunk_002::cluster_069|chunk_003::cluster_033,2,3
global_cluster_000171,1,1,"a boy, and he said it was a long journey through a dangerous country","a boy, and he said it was a long journey through a dangerous country",chunk_002::cluster_071,2,2
global_cluster_000172,2,2,a boy,a boy,chunk_002::cluster_070|chunk_003::cluster_035,2,3
global_cluster_000173,5,5,No one,no one,chunk_002::cluster_073|chunk_007::cluster_102|chunk_007::cluster_106|chunk_010::cluster_111|chunk_013::cluster_076,2,13
global_cluster_000174,2,2,All the other animals in the forest,all the other animals in the forest,chunk_002::cluster_074|chunk_003::cluster_040,2,3
global_cluster_000175,1,1,every living thing,every living thing,chunk_002::cluster_075,2,2
global_cluster_000176,1,4,a man,a man,chunk_002::cluster_076,2,2
global_cluster_000177,12,12,a coward,a coward|a great coward,chunk_002::cluster_077|chunk_003::cluster_047|chunk_004::cluster_064|chunk_005::cluster_033|chunk_005::cluster_056|chunk_006::cluster_034|chunk_007::cluster_093|chunk_007::cluster_096|chunk_008::cluster_028|chunk_008::cluster_033|chunk_014::cluster_112|chunk_015::cluster_070,2,15
global_cluster_000178,1,32,the old woman,the old woman,chunk_003::cluster_011,3,3
global_cluster_000179,1,1,anyone,anyone,chunk_003::cluster_014,3,3
global_cluster_000180,1,1,a one-legged man,a one-legged man,chunk_003::cluster_016,3,3
global_cluster_000181,5,9,the woods,the woods,chunk_003::cluster_025|chunk_004::cluster_019|chunk_012::cluster_092|chunk_013::cluster_043|chunk_013::cluster_050,3,13
global_cluster_000182,1,1,no one,no one,chunk_003::cluster_022,3,3
global_cluster_000183,8,8,her companions,her companions,chunk_003::cluster_031|chunk_006::cluster_053|chunk_007::cluster_121|chunk_008::cluster_062|chunk_010::cluster_046|chunk_013::cluster_016|chunk_014::cluster_094|chunk_015::cluster_053,3,15
global_cluster_000184,7,48,the river,a scarecrow stuck on a pole in the middle of a river|the bottom of the river|the middle of the river|the river,chunk_003::cluster_034|chunk_003::cluster_077|chunk_004::cluster_025|chunk_004::cluster_041|chunk_005::cluster_004|chunk_010::cluster_082|chunk_011::cluster_027,3,11
global_cluster_000185,1,1,a stuffed man,a stuffed man,chunk_003::cluster_038,3,3
global_cluster_000186,5,5,No one,no one,chunk_003::cluster_039|chunk_008::cluster_045|chunk_008::cluster_048|chunk_011::cluster_060|chunk_014::cluster_023,3,14
global_cluster_000187,2,2,the King of Beasts,the king of beasts,chunk_003::cluster_041|chunk_007::cluster_090,3,7
global_cluster_000188,1,1,every living thing,every living thing,chunk_003::cluster_042,3,3
global_cluster_000189,1,4,a man,a man,chunk_003::cluster_043,3,3
global_cluster_000190,2,2,any living creature,any living creature,chunk_003::cluster_048|chunk_004::cluster_005,3,4
global_cluster_000191,1,1,You people with hearts,you people with hearts,chunk_003::cluster_050,3,3
global_cluster_000192,1,1,no one,no one,chunk_003::cluster_054,3,3
global_cluster_000193,2,29,the gulf,the gulf,chunk_003::cluster_056|chunk_004::cluster_014,3,4
global_cluster_000194,6,6,none of them,none of them,chunk_003::cluster_057|chunk_004::cluster_016|chunk_007::cluster_118|chunk_008::cluster_060|chunk_014::cluster_062|chunk_015::cluster_011,3,15
global_cluster_000195,1,1,his,his,chunk_003::cluster_059,3,3
global_cluster_000196,2,48,the Kalidahs,the kalidahs,chunk_003::cluster_061|chunk_004::cluster_021,3,4
global_cluster_000197,2,2,another gulf across the road,another gulf across the road,chunk_003::cluster_063|chunk_004::cluster_022,3,4
global_cluster_000198,4,4,this queer bridge,bridges|this queer bridge,chunk_003::cluster_064|chunk_004::cluster_023|chunk_014::cluster_077|chunk_015::cluster_032,3,15
global_cluster_000199,2,2,green meadows dotted with bright flowers,green meadows dotted with bright flowers,chunk_003::cluster_065|chunk_004::cluster_029,3,4
global_cluster_000200,3,4,the riverbank,the riverbank,chunk_003::cluster_066|chunk_004::cluster_043|chunk_005::cluster_011,3,5
global_cluster_000201,4,101,the Princess,a princess|the princess,chunk_003::cluster_068|chunk_004::cluster_032|chunk_013::cluster_031|chunk_014::cluster_027,3,14
global_cluster_000202,2,2,the dark forest they had passed safely through,the dark forest they had passed safely through,chunk_003::cluster_069|chunk_004::cluster_033,3,4
global_cluster_000203,3,23,the raft,the raft,chunk_003::cluster_071|chunk_004::cluster_035|chunk_005::cluster_006,3,5
global_cluster_000204,5,9,the shore,shore|the shore,chunk_003::cluster_078|chunk_004::cluster_042|chunk_005::cluster_008|chunk_010::cluster_083|chunk_011::cluster_028,3,11
global_cluster_000205,1,1,no one,no one,chunk_004::cluster_012,4,4
global_cluster_000206,1,1,a very wide ditch,a very wide ditch,chunk_004::cluster_015,4,4
global_cluster_000207,1,1,his,his,chunk_004::cluster_018,4,4
global_cluster_000208,1,1,Our,our,chunk_004::cluster_031,4,4
global_cluster_000209,2,9,the bank,the bank,chunk_004::cluster_044|chunk_005::cluster_010,4,5
global_cluster_000210,1,1,the road from which the river had carried them,the road from which the river had carried them,chunk_004::cluster_045,4,4
global_cluster_000211,2,58,the Stork,the stork,chunk_004::cluster_046|chunk_005::cluster_013,4,5
global_cluster_000212,2,2,anyone in trouble,anyone in trouble,chunk_004::cluster_048|chunk_005::cluster_016,4,5
global_cluster_000213,3,3,A baby,a baby|my babies,chunk_004::cluster_049|chunk_011::cluster_106|chunk_012::cluster_032,4,12
global_cluster_000214,2,2,a great meadow of poppies,a great meadow of poppies,chunk_004::cluster_050|chunk_005::cluster_017,4,5
global_cluster_000215,1,1,anyone who breathes it,anyone who breathes it,chunk_004::cluster_051,4,4
global_cluster_000216,2,4,the sleeper,the sleeper,chunk_004::cluster_052|chunk_005::cluster_018,4,5
global_cluster_000217,2,2,beautiful green fields before them,beautiful green fields before them,chunk_004::cluster_056|chunk_005::cluster_021,4,5
global_cluster_000218,9,10,the great fields,beautiful green fields|field|the field|the fields|the great fields|the green fields,chunk_004::cluster_055|chunk_005::cluster_029|chunk_006::cluster_010|chunk_006::cluster_013|chunk_009::cluster_078|chunk_010::cluster_043|chunk_014::cluster_085|chunk_015::cluster_028|chunk_015::cluster_043,4,15
global_cluster_000219,2,2,a very good comrade,a very good comrade,chunk_004::cluster_057|chunk_005::cluster_022,4,5
global_cluster_000220,1,1,one so cowardly,one so cowardly,chunk_004::cluster_058,4,4
global_cluster_000221,4,52,a Queen,a queen|gayelette|the queen,chunk_004::cluster_060|chunk_005::cluster_024|chunk_009::cluster_082|chunk_010::cluster_048,4,10
global_cluster_000222,4,60,the mice,the mice|the queen of all the field mice,chunk_004::cluster_061|chunk_004::cluster_062|chunk_005::cluster_025|chunk_005::cluster_026,4,5
global_cluster_000223,2,2,all her people,all her people,chunk_004::cluster_067|chunk_006::cluster_002,4,6
global_cluster_000224,1,1,her people,her people,chunk_004::cluster_068,4,4
global_cluster_000225,2,2,the riverside,the riverside,chunk_004::cluster_069|chunk_006::cluster_004,4,6
global_cluster_000226,9,304,the Tin Woodman,a woodman|some of the monkeys seized the tin woodman|the tin woodman,chunk_005::cluster_005|chunk_006::cluster_003|chunk_007::cluster_036|chunk_007::cluster_086|chunk_008::cluster_020|chunk_009::cluster_030|chunk_010::cluster_016|chunk_013::cluster_008|chunk_014::cluster_002,5,14
global_cluster_000227,1,2,the poppy bed,the poppy bed,chunk_005::cluster_028,5,5
global_cluster_000228,8,9,us,some of us|us,chunk_005::cluster_032|chunk_009::cluster_056|chunk_010::cluster_017|chunk_010::cluster_021|chunk_010::cluster_063|chunk_011::cluster_007|chunk_014::cluster_097|chunk_015::cluster_056,5,15
global_cluster_000229,1,1,all her people,all her people,chunk_005::cluster_037,5,5
global_cluster_000230,1,3,the people,the people,chunk_005::cluster_046,5,5
global_cluster_000231,1,2,the people,the people,chunk_005::cluster_049,5,5
global_cluster_000232,2,2,the country about,the country about,chunk_005::cluster_040|chunk_006::cluster_018,5,6
global_cluster_000233,2,2,"a small house, in which a farmer evidently lived","a small house, in which a farmer evidently lived",chunk_005::cluster_041|chunk_006::cluster_020,5,6
global_cluster_000234,1,2,people,people,chunk_005::cluster_045,5,5
global_cluster_000235,1,1,no one,no one,chunk_005::cluster_047,5,5
global_cluster_000236,4,4,the country of the Munchkins,the country of the munchkins,chunk_005::cluster_052|chunk_006::cluster_030|chunk_014::cluster_078|chunk_015::cluster_034,5,15
global_cluster_000237,1,1,two children,two children,chunk_005::cluster_057,5,5
global_cluster_000238,2,110,the man,the man,chunk_005::cluster_058|chunk_006::cluster_036,5,6
global_cluster_000239,1,1,anyone,anyone,chunk_005::cluster_060,5,5
global_cluster_000240,2,2,a beautiful and wonderful place,a beautiful and wonderful place,chunk_005::cluster_061|chunk_006::cluster_039,5,6
global_cluster_000241,13,27,a very pleasant part of the Palace,a room at the front of the palace|a very pleasant part of the palace|her ruby palace|my palace|the back yard of the palace|the great throne room of his palace|the palace,chunk_005::cluster_062|chunk_006::cluster_085|chunk_006::cluster_091|chunk_007::cluster_011|chunk_007::cluster_045|chunk_007::cluster_051|chunk_007::cluster_098|chunk_008::cluster_036|chunk_008::cluster_037|chunk_010::cluster_073|chunk_011::cluster_017|chunk_011::cluster_084|chunk_012::cluster_011,5,12
global_cluster_000242,4,4,some,some,chunk_005::cluster_066|chunk_005::cluster_067|chunk_006::cluster_043|chunk_006::cluster_044,5,6
global_cluster_000243,2,2,a beautiful fairy,a beautiful fairy,chunk_005::cluster_068|chunk_006::cluster_045,5,6
global_cluster_000244,2,2,a brownie,a brownie,chunk_005::cluster_069|chunk_006::cluster_046,5,6
global_cluster_000245,1,1,no living person,no living person,chunk_005::cluster_070,5,5
global_cluster_000246,1,1,anyone,anyone,chunk_005::cluster_073,5,5
global_cluster_000247,2,2,"a high arched room, the walls of which glistened with countless emeralds","a high arched room, the walls of which glistened with countless emeralds",chunk_005::cluster_075|chunk_006::cluster_052,5,6
global_cluster_000248,1,1,anyone,anyone,chunk_005::cluster_076,5,5
global_cluster_000249,3,3,"those who are not honest, or who approach him from curiosity","those who are not honest, or who approach him from curiosity",chunk_005::cluster_078|chunk_006::cluster_056|chunk_007::cluster_007,5,7
global_cluster_000250,2,2,those who live in the City,those who live in the city,chunk_005::cluster_079|chunk_006::cluster_057,5,6
global_cluster_000251,1,2,the people,the people,chunk_006::cluster_027,6,6
global_cluster_000252,1,99,the people,the people,chunk_006::cluster_008,6,6
global_cluster_000253,1,2,people,people,chunk_006::cluster_024,6,6
global_cluster_000254,1,1,no one,no one,chunk_006::cluster_025,6,6
global_cluster_000255,3,7,a farmhouse,a farmhouse|a good-sized farmhouse,chunk_006::cluster_032|chunk_014::cluster_080|chunk_015::cluster_036,6,15
global_cluster_000256,1,1,two children,two children,chunk_006::cluster_035,6,6
global_cluster_000257,1,1,so strange a company,so strange a company,chunk_006::cluster_037,6,6
global_cluster_000258,1,1,anyone,anyone,chunk_006::cluster_038,6,6
global_cluster_000259,1,1,any living person who has seen him,any living person who has seen him,chunk_006::cluster_040,6,6
global_cluster_000260,1,1,no living person,no living person,chunk_006::cluster_047,6,6
global_cluster_000261,1,1,anyone,anyone,chunk_006::cluster_051,6,6
global_cluster_000262,1,1,anyone,anyone,chunk_006::cluster_054,6,6
global_cluster_000263,4,6,the street,the street|the streets,chunk_006::cluster_070|chunk_006::cluster_072|chunk_007::cluster_012|chunk_007::cluster_026,6,7
global_cluster_000264,2,2,beautiful houses all built of green marble and studded everywhere with sparkling emeralds,beautiful houses all built of green marble and studded everywhere with sparkling emeralds,chunk_006::cluster_059|chunk_007::cluster_013,6,7
global_cluster_000265,1,1,many people,many people,chunk_006::cluster_060,6,6
global_cluster_000266,1,1,men,men,chunk_006::cluster_061,6,6
global_cluster_000267,1,1,women,women,chunk_006::cluster_062,6,6
global_cluster_000268,1,1,children,children,chunk_006::cluster_063,6,6
global_cluster_000269,2,2,her strangely assorted company,her strangely assorted company,chunk_006::cluster_065|chunk_007::cluster_019,6,7
global_cluster_000270,1,5,the children,the children,chunk_006::cluster_066,6,6
global_cluster_000271,1,1,no one,no one,chunk_006::cluster_068,6,6
global_cluster_000272,2,4,Many shops,many shops,chunk_006::cluster_069|chunk_007::cluster_025,6,7
global_cluster_000273,1,3,the men,the men,chunk_006::cluster_071,6,6
global_cluster_000274,2,2,little green carts,little green carts,chunk_006::cluster_073|chunk_007::cluster_029,6,7
global_cluster_000275,1,1,a big room with a green carpet and lovely green furniture set with emeralds,a big room with a green carpet and lovely green furniture set with emeralds,chunk_006::cluster_076,6,6
global_cluster_000276,2,2,rooms where you may rest in comfort after your journey,rooms where you may rest in comfort after your journey,chunk_006::cluster_078|chunk_007::cluster_034,6,7
global_cluster_000277,2,2,seven passages,seven passages,chunk_006::cluster_082|chunk_007::cluster_042,6,7
global_cluster_000278,2,2,three flights of stairs,three flights of stairs,chunk_006::cluster_083|chunk_007::cluster_043,6,7
global_cluster_000279,3,3,each one of them,each one of them|one of them,chunk_006::cluster_088|chunk_007::cluster_048|chunk_009::cluster_088,6,9
global_cluster_000280,2,2,himself,himself,chunk_006::cluster_090|chunk_007::cluster_050,6,7
global_cluster_000281,2,2,a corner of the room,a corner of the room,chunk_006::cluster_092|chunk_007::cluster_052,6,7
global_cluster_000282,2,2,"a great hall in which were many ladies and gentlemen of the court, all dressed in rich costumes","a great hall in which were many ladies and gentlemen of the court, all dressed in rich costumes",chunk_006::cluster_095|chunk_007::cluster_055,6,7
global_cluster_000283,6,6,the court,gentlemen of the court|many ladies and gentlemen of the court|the court,chunk_006::cluster_096|chunk_006::cluster_097|chunk_006::cluster_098|chunk_007::cluster_056|chunk_007::cluster_057|chunk_007::cluster_058,6,7
global_cluster_000284,1,1,people,people,chunk_006::cluster_099,6,6
global_cluster_000285,2,2,the biggest giant,the biggest giant,chunk_006::cluster_100|chunk_007::cluster_060,6,7
global_cluster_000286,1,1,your,your,chunk_006::cluster_107,6,6
global_cluster_000287,2,2,a little girl,a little girl,chunk_006::cluster_109|chunk_007::cluster_069,6,7
global_cluster_000288,1,1,a man,a man,chunk_006::cluster_113,6,6
global_cluster_000289,6,6,any other in your dominions,a man as any other in your dominions|any other in your dominions|your dominions,chunk_006::cluster_114|chunk_006::cluster_115|chunk_006::cluster_116|chunk_007::cluster_075|chunk_007::cluster_076|chunk_008::cluster_006,6,8
global_cluster_000290,3,3,no one else,no one else,chunk_006::cluster_117|chunk_007::cluster_078|chunk_008::cluster_008,6,8
global_cluster_000291,1,1,anyone,anyone,chunk_007::cluster_000,7,7
global_cluster_000292,1,66,those people,those people,chunk_007::cluster_010,7,7
global_cluster_000293,1,1,many people,many people,chunk_007::cluster_014,7,7
global_cluster_000294,1,1,men,men,chunk_007::cluster_015,7,7
global_cluster_000295,1,1,women,women,chunk_007::cluster_016,7,7
global_cluster_000296,1,1,children,children,chunk_007::cluster_017,7,7
global_cluster_000297,1,5,the children,the children,chunk_007::cluster_020,7,7
global_cluster_000298,1,1,no one,no one,chunk_007::cluster_023,7,7
global_cluster_000299,1,1,a man,a man,chunk_007::cluster_027,7,7
global_cluster_000300,1,1,a big building,a big building,chunk_007::cluster_031,7,7
global_cluster_000301,1,16,the green girl,the green girl,chunk_007::cluster_035,7,7
global_cluster_000302,1,1,people,people,chunk_007::cluster_059,7,7
global_cluster_000303,1,1,your,your,chunk_007::cluster_068,7,7
global_cluster_000304,2,2,"a Scarecrow, stuffed with straw","a scarecrow, stuffed with straw",chunk_007::cluster_073|chunk_008::cluster_003,7,8
global_cluster_000305,1,1,a man,a man,chunk_007::cluster_074,7,7
global_cluster_000306,9,10,a great Head,a great head|a head|the head,chunk_007::cluster_080|chunk_007::cluster_082|chunk_008::cluster_012|chunk_008::cluster_015|chunk_008::cluster_019|chunk_010::cluster_100|chunk_010::cluster_115|chunk_011::cluster_049|chunk_011::cluster_065,7,11
global_cluster_000307,5,10,a lovely Lady,a lovely lady|the lovely lady,chunk_007::cluster_081|chunk_008::cluster_014|chunk_010::cluster_101|chunk_011::cluster_050|chunk_011::cluster_069,7,11
global_cluster_000308,14,54,her castle,a room of the castle|her castle|many of the beautiful rooms in her castle|one of the big yellow rooms of the castle|the castle,chunk_007::cluster_117|chunk_008::cluster_017|chunk_008::cluster_085|chunk_009::cluster_028|chunk_009::cluster_037|chunk_009::cluster_064|chunk_010::cluster_005|chunk_010::cluster_029|chunk_012::cluster_083|chunk_013::cluster_035|chunk_014::cluster_083|chunk_014::cluster_091|chunk_015::cluster_040|chunk_015::cluster_051,7,15
global_cluster_000309,2,4,all ladies,all ladies,chunk_007::cluster_083|chunk_008::cluster_016,7,8
global_cluster_000310,4,7,a terrible Beast,a beast|a terrible beast|the beast,chunk_007::cluster_084|chunk_008::cluster_022|chunk_010::cluster_102|chunk_011::cluster_051,7,11
global_cluster_000311,1,1,other men,other men,chunk_007::cluster_087,7,7
global_cluster_000312,2,2,"a Cowardly Lion, afraid of everything","a cowardly lion, afraid of everything",chunk_007::cluster_089|chunk_008::cluster_025,7,8
global_cluster_000313,1,1,men,men,chunk_007::cluster_091,7,7
global_cluster_000314,2,2,all Wizards,all wizards,chunk_007::cluster_092|chunk_008::cluster_027,7,8
global_cluster_000315,1,1,anybody,anybody,chunk_007::cluster_095,7,7
global_cluster_000316,2,2,the room where the Guardian of the Gates lived,the room where the guardian of the gates lived,chunk_007::cluster_099|chunk_008::cluster_041,7,8
global_cluster_000317,1,1,our,our,chunk_007::cluster_100,7,7
global_cluster_000318,2,2,fields of soft grass dotted here and there with daisies and buttercups,fields of soft grass dotted here and there with daisies and buttercups,chunk_007::cluster_109|chunk_008::cluster_051,7,8
global_cluster_000319,2,4,the ground,the ground,chunk_007::cluster_110|chunk_008::cluster_055,7,8
global_cluster_000320,2,8,the leader of the wolves,the leader of the wolves,chunk_007::cluster_116|chunk_008::cluster_058,7,8
global_cluster_000321,1,1,the great Head Dorothy had told him of,the great head dorothy had told him of,chunk_008::cluster_002,8,8
global_cluster_000322,1,1,a man,a man,chunk_008::cluster_004,8,8
global_cluster_000323,1,33,the soldier with the green whiskers,the soldier with the green whiskers,chunk_008::cluster_013,8,8
global_cluster_000324,1,1,other men,other men,chunk_008::cluster_021,8,8
global_cluster_000325,1,1,men,men,chunk_008::cluster_026,8,8
global_cluster_000326,7,67,strangers,strangers|the strangers,chunk_008::cluster_029|chunk_009::cluster_004|chunk_012::cluster_093|chunk_013::cluster_045|chunk_013::cluster_063|chunk_013::cluster_089|chunk_014::cluster_007,8,14
global_cluster_000327,1,1,anybody,anybody,chunk_008::cluster_031,8,8
global_cluster_000328,1,1,the Guardian of the Gates,the guardian of the gates,chunk_008::cluster_042,8,8
global_cluster_000329,1,1,our,our,chunk_008::cluster_043,8,8
global_cluster_000330,1,6,those people,those people,chunk_008::cluster_056,8,8
global_cluster_000331,1,1,no one,no one,chunk_008::cluster_064,8,8
global_cluster_000332,1,1,a brave people,a brave people,chunk_008::cluster_068,8,8
global_cluster_000333,2,2,a powerful Witch,a powerful witch,chunk_008::cluster_069|chunk_009::cluster_017,8,9
global_cluster_000334,1,1,a wicked one,a wicked one,chunk_008::cluster_070,8,8
global_cluster_000335,7,109,the Winged Monkeys,a winged monkey|the winged monkeys,chunk_008::cluster_071|chunk_009::cluster_019|chunk_010::cluster_088|chunk_011::cluster_029|chunk_011::cluster_036|chunk_014::cluster_072|chunk_015::cluster_026,8,15
global_cluster_000336,1,1,no person,no person,chunk_008::cluster_073,8,8
global_cluster_000337,1,2,a crowd of monkeys,a crowd of monkeys,chunk_008::cluster_075,8,8
global_cluster_000338,1,1,his,his,chunk_008::cluster_076,8,8
global_cluster_000339,2,4,the strangers who are within my land,the strangers who are within my land,chunk_008::cluster_077|chunk_009::cluster_027,8,9
global_cluster_000340,1,1,the place where Dorothy and her friends were walking,the place where dorothy and her friends were walking,chunk_008::cluster_078,8,8
global_cluster_000341,2,2,a country thickly covered with sharp rocks,a country thickly covered with sharp rocks,chunk_008::cluster_079|chunk_009::cluster_031,8,9
global_cluster_000342,2,2,Others of the Monkeys,others of the monkeys,chunk_008::cluster_080|chunk_009::cluster_032,8,9
global_cluster_000343,3,8,the courtyard,the courtyard,chunk_008::cluster_081|chunk_009::cluster_044|chunk_010::cluster_025,8,10
global_cluster_000344,2,2,"a small yard with a high iron fence around it, so that he could not escape","a small yard with a high iron fence around it, so that he could not escape",chunk_008::cluster_082|chunk_009::cluster_035,8,9
global_cluster_000345,4,6,this yard,this yard|your yard,chunk_008::cluster_083|chunk_008::cluster_088|chunk_009::cluster_033|chunk_009::cluster_040,8,9
global_cluster_000346,3,8,kitchen,kitchen|the kitchen,chunk_008::cluster_092|chunk_009::cluster_043|chunk_010::cluster_003,8,10
global_cluster_000347,2,2,her chariot,her chariot,chunk_008::cluster_087|chunk_009::cluster_039,8,9
global_cluster_000348,3,3,a wicked creature,a wicked creature,chunk_008::cluster_094|chunk_009::cluster_046|chunk_010::cluster_002,8,10
global_cluster_000349,1,2,a stuffed man,a stuffed man,chunk_009::cluster_003,9,9
global_cluster_000350,1,1,no one,no one,chunk_009::cluster_010,9,9
global_cluster_000351,1,1,no one but the Woodman,no one but the woodman,chunk_009::cluster_011,9,9
global_cluster_000352,1,1,"a dozen of her slaves, who were the Winkies","a dozen of her slaves, who were the winkies",chunk_009::cluster_013,9,9
global_cluster_000353,1,1,a brave people,a brave people,chunk_009::cluster_016,9,9
global_cluster_000354,1,1,a wicked one,a wicked one,chunk_009::cluster_018,9,9
global_cluster_000355,1,1,no person,no person,chunk_009::cluster_020,9,9
global_cluster_000356,1,1,these strange creatures,these strange creatures,chunk_009::cluster_021,9,9
global_cluster_000357,3,7,the Land of the West,the land of the west,chunk_009::cluster_061|chunk_010::cluster_079|chunk_011::cluster_041,9,11
global_cluster_000358,1,2,his,his,chunk_009::cluster_024,9,9
global_cluster_000359,1,32,the King,the king,chunk_009::cluster_025,9,9
global_cluster_000360,2,2,"the rocky plain where the Tin Woodman lay, all battered and bent","the rocky plain where the tin woodman lay, all battered and bent",chunk_009::cluster_052|chunk_010::cluster_018,9,10
global_cluster_000361,1,1,any of your people,any of your people,chunk_009::cluster_053,9,9
